"ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs8q00","cs8q01","cs8q02","cs8q03","cs8q04","cs8q05_a","cs8q05_b","cs8q05_c","cs8q05_d","cs8q05_e","cs8q05_f","cs8q05_g","cs8q05_h","cs8q06","cs8q07","cs8q08","cs8q09","cs8q10","cs8q11_a","cs8q11_b","cs8q11_c","cs8q11_d"
"03020900708",1,3,2,9,8,88,7,8,9,2,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,2,2,2,2
"03020900708",1,3,2,9,8,88,7,8,10,2,2,2,2,,,,,,,,,,1,0,0,,2,2,2,2
"03020900708",1,3,2,9,8,88,7,8,11,2,2,2,2,,,,,,,,,,1,0,0,,2,2,2,2
"03030100204",1,3,3,1,8,88,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,0,0,,,,,
"03030100204",1,3,3,1,8,88,2,4,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,11400,0,1,1,1,1,1
"03030100204",1,3,3,1,8,88,2,4,3,1,1,1,1,1,2,1,1,1,2,1,2,1,5,0,0,,,,,
"03030100204",1,3,3,1,8,88,2,4,4,1,1,1,1,1,2,1,1,1,2,1,2,1,5,0,0,,,,,
"03030100204",1,3,3,1,8,88,2,4,5,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030100204",1,3,3,1,8,88,2,4,6,2,2,2,2,,,,,,,,,,1,18000,0,1,1,1,1,1
"03030100204",1,3,3,1,8,88,2,4,7,2,2,2,2,,,,,,,,,,1,2000000,0,1,1,1,1,1
"03030100204",1,3,3,1,8,88,2,4,8,1,1,1,1,1,2,1,1,1,2,1,2,1,1,10000,0,1,1,1,1,1
"03030100204",1,3,3,1,8,88,2,4,9,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030100204",1,3,3,1,8,88,2,4,10,1,1,1,1,1,2,1,1,1,2,1,2,1,5,0,0,,,,,
"03030100204",1,3,3,1,8,88,2,4,11,1,1,1,1,1,2,1,1,1,2,1,2,1,1,12600,2725,1,1,1,1,1
"03030200108",0,3,3,2,2,2,1,8,1,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03030200108",0,3,3,2,2,2,1,8,2,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030200108",0,3,3,2,2,2,1,8,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,500,500,2,1,1,1,1
"03030200108",0,3,3,2,2,2,1,8,4,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030200108",0,3,3,2,2,2,1,8,5,2,2,2,2,,,,,,,,,,3,0,0,,,,,
"03030200108",0,3,3,2,2,2,1,8,6,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030200108",0,3,3,2,2,2,1,8,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030200108",0,3,3,2,2,2,1,8,8,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030200108",0,3,3,2,2,2,1,8,9,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030200108",0,3,3,2,2,2,1,8,10,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030200108",0,3,3,2,2,2,1,8,11,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030202104",1,3,3,2,8,88,21,4,1,2,2,2,2,,,,,,,,,,2,60,60,1,1,1,1,1
"03030202104",1,3,3,2,8,88,21,4,2,1,1,1,1,1,1,1,1,2,2,2,2,1,5,0,0,,,,,
"03030202104",1,3,3,2,8,88,21,4,3,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030202104",1,3,3,2,8,88,21,4,4,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030202104",1,3,3,2,8,88,21,4,5,1,1,1,1,1,1,1,1,2,2,2,2,1,5,0,0,,,,,
"03030202104",1,3,3,2,8,88,21,4,6,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030202104",1,3,3,2,8,88,21,4,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030202104",1,3,3,2,8,88,21,4,8,2,2,2,2,,,,,,,,,,2,2500000,500,1,1,1,1,1
"03030202104",1,3,3,2,8,88,21,4,9,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030202104",1,3,3,2,8,88,21,4,10,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030202104",1,3,3,2,8,88,21,4,11,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030302404",1,3,3,3,8,88,24,4,1,1,1,1,2,,,,,,,,,,5,0,0,,,,,
"03030302404",1,3,3,3,8,88,24,4,2,1,1,1,2,,,,,,,,,,5,0,0,,,,,
"03030302404",1,3,3,3,8,88,24,4,3,1,2,1,2,,,,,,,,,,5,0,0,,,,,
"03030302404",1,3,3,3,8,88,24,4,4,2,2,2,2,,,,,,,,,,1,0,0,,2,2,2,2
"03030302404",1,3,3,3,8,88,24,4,5,1,1,1,2,,,,,,,,,,1,150000,0,1,1,1,2,2
"03030302404",1,3,3,3,8,88,24,4,6,2,1,1,2,,,,,,,,,,1,0,0,,1,1,2,2
"03030302404",1,3,3,3,8,88,24,4,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030302404",1,3,3,3,8,88,24,4,8,2,2,2,2,,,,,,,,,,1,0,0,,2,1,2,2
"03030302404",1,3,3,3,8,88,24,4,9,2,1,1,2,,,,,,,,,,1,335000,0,1,1,1,2,2
"03030302404",1,3,3,3,8,88,24,4,10,2,1,1,2,,,,,,,,,,1,1500000,65000,1,2,2,2,2
"03030302404",1,3,3,3,8,88,24,4,11,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,1,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,2,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,3,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,4,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,5,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,6,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,8,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,9,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,10,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030400906",1,3,3,4,8,88,9,6,11,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030501101",1,3,3,5,8,88,11,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,12942,4600,1,1,1,1,1
"03030501101",1,3,3,5,8,88,11,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,5,0,0,,,,,
"03030501101",1,3,3,5,8,88,11,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,5,0,0,,,,,
"03030501101",1,3,3,5,8,88,11,1,4,1,1,1,1,2,2,1,1,2,2,2,1,1,5,0,0,,,,,
"03030501101",1,3,3,5,8,88,11,1,5,1,1,1,1,1,1,1,1,1,2,2,1,1,5,0,0,,,,,
"03030501101",1,3,3,5,8,88,11,1,6,2,2,2,2,,,,,,,,,,1,23,0,1,1,1,1,1
"03030501101",1,3,3,5,8,88,11,1,7,1,1,1,1,1,2,1,1,1,2,2,1,1,5,0,0,,,,,
"03030501101",1,3,3,5,8,88,11,1,8,1,1,1,2,,,,,,,,,,1,30000,1350,1,1,1,1,1
"03030501101",1,3,3,5,8,88,11,1,9,2,2,2,1,1,2,1,1,1,1,2,2,1,1,4000,0,1,1,1,1,1
"03030501101",1,3,3,5,8,88,11,1,10,1,1,1,1,1,2,1,1,1,1,1,1,1,5,0,0,,,,,
"03030501101",1,3,3,5,8,88,11,1,11,1,1,1,2,,,,,,,,,,5,0,0,,,,,
"03030701002",1,3,3,7,8,88,10,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,1,2,2,2
"03030701002",1,3,3,7,8,88,10,2,2,2,2,2,2,,,,,,,,,,1,0,0,,2,1,2,2
"03030701002",1,3,3,7,8,88,10,2,3,1,2,1,2,,,,,,,,,,1,50000,0,1,1,2,2,2
"03030701002",1,3,3,7,8,88,10,2,4,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030701002",1,3,3,7,8,88,10,2,5,1,1,1,1,1,1,2,2,2,1,2,2,1,1,0,0,,1,2,2,2
"03030701002",1,3,3,7,8,88,10,2,6,2,1,1,2,,,,,,,,,,5,0,0,,,,,
"03030701002",1,3,3,7,8,88,10,2,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030701002",1,3,3,7,8,88,10,2,8,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030701002",1,3,3,7,8,88,10,2,9,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030701002",1,3,3,7,8,88,10,2,10,2,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03030701002",1,3,3,7,8,88,10,2,11,1,2,1,2,,,,,,,,,,4,0,0,,,,,
"03030801617",1,3,3,8,8,88,16,17,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,0,0,,2,2,2,2
"03030801617",1,3,3,8,8,88,16,17,2,1,1,1,1,2,2,1,1,2,2,2,2,1,3,0,0,,,,,
"03030801617",1,3,3,8,8,88,16,17,3,2,2,2,2,,,,,,,,,,1,0,0,,2,2,2,2
"03030801617",1,3,3,8,8,88,16,17,4,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030801617",1,3,3,8,8,88,16,17,5,1,1,1,1,1,1,1,2,2,2,2,2,1,5,0,0,,,,,
"03030801617",1,3,3,8,8,88,16,17,6,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,1,1,1,2
"03030801617",1,3,3,8,8,88,16,17,7,2,2,2,2,,,,,,,,,,1,0,0,,2,1,2,2
"03030801617",1,3,3,8,8,88,16,17,8,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03030801617",1,3,3,8,8,88,16,17,9,2,2,2,2,,,,,,,,,,1,900,900,1,1,1,2,1
"03030801617",1,3,3,8,8,88,16,17,10,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03031001701",1,3,3,10,8,88,17,1,1,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03031001701",1,3,3,10,8,88,17,1,2,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03031001701",1,3,3,10,8,88,17,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,5,0,0,,,,,
"03031001701",1,3,3,10,8,88,17,1,4,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03031001701",1,3,3,10,8,88,17,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,50000,50000,1,1,1,1,1
"03031001701",1,3,3,10,8,88,17,1,6,2,2,2,2,,,,,,,,,,1,55000,2000,1,1,1,1,1
"03031001701",1,3,3,10,8,88,17,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7000,7000,1,1,1,1,1
"03031001701",1,3,3,10,8,88,17,1,8,1,1,1,1,1,2,1,1,1,2,1,1,1,5,0,0,,,,,
"03031001701",1,3,3,10,8,88,17,1,9,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03031001701",1,3,3,10,8,88,17,1,10,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03031001701",1,3,3,10,8,88,17,1,11,1,1,1,1,1,1,1,1,1,2,1,1,1,5,0,0,,,,,
"03040301401",1,3,4,3,8,88,14,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03040301401",1,3,4,3,8,88,14,1,2,2,2,2,2,,,,,,,,,,1,40000,0,1,1,2,2,1
"03040301401",1,3,4,3,8,88,14,1,3,2,2,2,2,,,,,,,,,,1,10000,0,1,2,1,2,2
"03040301401",1,3,4,3,8,88,14,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,5,0,0,,,,,
"03040301401",1,3,4,3,8,88,14,1,5,2,1,1,2,,,,,,,,,,5,0,0,,,,,
"03040301401",1,3,4,3,8,88,14,1,6,2,1,1,2,,,,,,,,,,1,0,0,,1,1,2,1
"03040301401",1,3,4,3,8,88,14,1,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03040301401",1,3,4,3,8,88,14,1,8,2,2,2,2,,,,,,,,,,1,20000,0,1,1,2,2,2
"03040301401",1,3,4,3,8,88,14,1,9,1,1,1,1,2,2,2,2,2,2,2,2,2,5,0,0,,,,,
"03040301401",1,3,4,3,8,88,14,1,10,1,1,1,2,,,,,,,,,,1,0,0,,2,2,2,2
"03040301401",1,3,4,3,8,88,14,1,11,2,2,2,2,,,,,,,,,,1,0,0,,2,2,2,2
"03040600801",1,3,4,6,8,88,8,1,1,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03040600801",1,3,4,6,8,88,8,1,2,2,2,2,2,,,,,,,,,,1,250000,0,3,2,2,2,2
"03040600801",1,3,4,6,8,88,8,1,3,1,1,1,2,,,,,,,,,,1,0,0,,1,1,2,2
"03040600801",1,3,4,6,8,88,8,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,5,0,0,,,,,
"03040600801",1,3,4,6,8,88,8,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0,,2,2,2,2
"03040600801",1,3,4,6,8,88,8,1,6,1,1,1,2,,,,,,,,,,5,0,0,,,,,
"03040600801",1,3,4,6,8,88,8,1,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03040600801",1,3,4,6,8,88,8,1,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,,1,1,2,1
"03040600801",1,3,4,6,8,88,8,1,9,1,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0,,1,1,2,1
"03040600801",1,3,4,6,8,88,8,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,5,0,0,,,,,
"03040600801",1,3,4,6,8,88,8,1,11,2,2,2,2,,,,,,,,,,1,10000,0,3,1,2,2,1
"03040901203",1,3,4,9,8,88,12,3,1,1,1,1,2,,,,,,,,,,5,0,0,,,,,
"03040901203",1,3,4,9,8,88,12,3,2,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03040901203",1,3,4,9,8,88,12,3,3,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03040901203",1,3,4,9,8,88,12,3,4,1,1,1,2,,,,,,,,,,5,0,0,,,,,
"03040901203",1,3,4,9,8,88,12,3,5,1,1,1,2,,,,,,,,,,5,0,0,,,,,
"03040901203",1,3,4,9,8,88,12,3,6,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03040901203",1,3,4,9,8,88,12,3,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03040901203",1,3,4,9,8,88,12,3,8,2,2,2,2,,,,,,,,,,1,86000,0,1,1,1,1,1
"03040901203",1,3,4,9,8,88,12,3,9,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03040901203",1,3,4,9,8,88,12,3,10,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03040901203",1,3,4,9,8,88,12,3,11,2,2,2,2,,,,,,,,,,3,0,0,,,,,
"03041100903",1,3,4,11,8,88,9,3,1,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03041100903",1,3,4,11,8,88,9,3,2,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03041100903",1,3,4,11,8,88,9,3,3,2,2,2,2,,,,,,,,,,1,0,0,,1,2,2,2
"03041100903",1,3,4,11,8,88,9,3,4,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03041100903",1,3,4,11,8,88,9,3,5,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03041100903",1,3,4,11,8,88,9,3,6,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03041100903",1,3,4,11,8,88,9,3,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03041100903",1,3,4,11,8,88,9,3,8,2,2,2,2,,,,,,,,,,1,22,0,1,1,2,2,2
"03041100903",1,3,4,11,8,88,9,3,9,2,2,2,2,,,,,,,,,,1,0,0,,1,2,2,2
"03041100903",1,3,4,11,8,88,9,3,10,1,1,1,1,1,2,2,2,2,2,2,2,1,1,25,0,1,1,2,2,2
"03041200105",0,3,4,12,1,0,1,5,1,1,1,1,2,,,,,,,,,,1,0,0,,1,2,2,2
"03041200105",0,3,4,12,1,0,1,5,2,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03041200105",0,3,4,12,1,0,1,5,3,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03041200105",0,3,4,12,1,0,1,5,4,2,2,2,2,,,,,,,,,,1,0,0,,1,2,2,2
"03041200105",0,3,4,12,1,0,1,5,5,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,1,2,2,2
"03041200105",0,3,4,12,1,0,1,5,6,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03041200105",0,3,4,12,1,0,1,5,7,2,2,2,2,,,,,,,,,,3,0,0,,,,,
"03041200105",0,3,4,12,1,0,1,5,8,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03041200105",0,3,4,12,1,0,1,5,9,2,2,2,2,,,,,,,,,,1,19,0,3,2,2,2,2
"03041200105",0,3,4,12,1,0,1,5,10,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03041200105",0,3,4,12,1,0,1,5,11,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03041402101",1,3,4,14,8,88,21,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,1,1,2,2
"03041402101",1,3,4,14,8,88,21,1,2,2,2,2,2,,,,,,,,,,1,10000,0,1,2,2,2,2
"03041402101",1,3,4,14,8,88,21,1,3,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03041402101",1,3,4,14,8,88,21,1,4,1,1,1,1,1,2,1,2,2,2,2,2,1,5,0,0,,,,,
"03041402101",1,3,4,14,8,88,21,1,5,2,1,1,2,,,,,,,,,,5,0,0,,,,,
"03041402101",1,3,4,14,8,88,21,1,6,2,1,1,2,,,,,,,,,,1,5000,0,1,1,1,2,1
"03041402101",1,3,4,14,8,88,21,1,7,2,2,2,2,,,,,,,,,,1,0,0,,1,1,2,1
"03041402101",1,3,4,14,8,88,21,1,8,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03041402101",1,3,4,14,8,88,21,1,9,1,1,1,1,1,2,1,2,2,2,2,2,1,5,0,0,,,,,
"03041402101",1,3,4,14,8,88,21,1,10,1,1,1,1,1,2,2,2,2,2,2,2,1,1,30000,0,1,1,2,2,1
"03041402101",1,3,4,14,8,88,21,1,11,2,2,2,2,,,,,,,,,,1,0,0,,1,2,2,1
"03041600204",1,3,4,16,8,88,2,4,1,2,2,2,2,,,,,,,,,,4,0,0,,,,,
"03041600204",1,3,4,16,8,88,2,4,2,2,2,2,2,,,,,,,,,,4,0,0,,,,,
"03041600204",1,3,4,16,8,88,2,4,3,2,2,2,2,,,,,,,,,,1,0,0,,1,2,2,2
"03041600204",1,3,4,16,8,88,2,4,4,2,2,2,2,,,,,,,,,,4,0,0,,,,,
"03041600204",1,3,4,16,8,88,2,4,5,1,1,1,1,1,2,2,2,2,2,2,2,1,4,0,0,,,,,
"03041600204",1,3,4,16,8,88,2,4,6,1,1,1,1,1,2,2,2,2,2,2,2,1,4,0,0,,,,,
"03041600204",1,3,4,16,8,88,2,4,7,2,2,2,2,,,,,,,,,,4,0,0,,,,,
"03041600204",1,3,4,16,8,88,2,4,8,2,2,2,2,,,,,,,,,,4,0,0,,,,,
"03041600204",1,3,4,16,8,88,2,4,9,2,2,2,2,,,,,,,,,,4,0,0,,,,,
"03041600204",1,3,4,16,8,88,2,4,10,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,1,2,2,2
"03041600204",1,3,4,16,8,88,2,4,11,2,2,2,2,,,,,,,,,,4,0,0,,,,,
"03050101504",1,3,5,1,8,88,15,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03050101504",1,3,5,1,8,88,15,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03050101504",1,3,5,1,8,88,15,4,3,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050101504",1,3,5,1,8,88,15,4,4,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050101504",1,3,5,1,8,88,15,4,5,1,1,1,1,1,1,2,2,2,2,2,2,1,5,0,0,,,,,
"03050101504",1,3,5,1,8,88,15,4,6,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050101504",1,3,5,1,8,88,15,4,7,2,2,2,2,,,,,,,,,,1,0,0,,1,2,2,1
"03050101504",1,3,5,1,8,88,15,4,8,2,2,2,2,,,,,,,,,,1,0,0,,2,2,2,2
"03050101504",1,3,5,1,8,88,15,4,9,1,1,1,2,,,,,,,,,,3,0,0,,,,,
"03050101504",1,3,5,1,8,88,15,4,10,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,2,2,2,2
"03050101504",1,3,5,1,8,88,15,4,11,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,1,1,1,1,1,1,1,2,2,2,2,2,2,1,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,2,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,3,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,4,1,1,1,2,,,,,,,,,,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,5,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,6,2,1,1,2,,,,,,,,,,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,8,2,2,2,2,,,,,,,,,,1,40000,40000,1,1,1,2,2
"03050400305",1,3,5,4,8,88,3,5,9,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,10,1,1,1,1,1,2,2,2,2,2,2,2,1,5,0,0,,,,,
"03050400305",1,3,5,4,8,88,3,5,11,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050701204",1,3,5,7,8,88,12,4,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,0,0,,1,1,1,2
"03050701204",1,3,5,7,8,88,12,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,4,0,0,,,,,
"03050701204",1,3,5,7,8,88,12,4,3,2,2,2,2,,,,,,,,,,1,0,0,,1,1,1,2
"03050701204",1,3,5,7,8,88,12,4,4,2,2,2,2,,,,,,,,,,1,0,0,,1,1,1,2
"03050701204",1,3,5,7,8,88,12,4,5,1,1,1,1,1,1,2,2,2,2,2,2,1,5,0,0,,,,,
"03050701204",1,3,5,7,8,88,12,4,6,1,2,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,1,1,2,2
"03050701204",1,3,5,7,8,88,12,4,7,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050701204",1,3,5,7,8,88,12,4,8,2,2,2,2,,,,,,,,,,3,0,0,,,,,
"03050701204",1,3,5,7,8,88,12,4,9,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03050701204",1,3,5,7,8,88,12,4,10,2,1,2,2,,,,,,,,,,3,0,0,,,,,
"03050900104",0,3,5,9,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,0,0,,,,,
"03050900104",0,3,5,9,2,1,1,4,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,0,0,,1,1,1,1
"03050900104",0,3,5,9,2,1,1,4,3,1,1,1,1,1,1,1,1,1,2,2,2,1,5,0,0,,,,,
"03050900104",0,3,5,9,2,1,1,4,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,,1,1,1,1
"03050900104",0,3,5,9,2,1,1,4,5,1,1,1,2,,,,,,,,,,1,0,0,,1,1,1,1
"03050900104",0,3,5,9,2,1,1,4,6,2,2,2,2,,,,,,,,,,1,0,0,,1,1,1,1
"03050900104",0,3,5,9,2,1,1,4,7,2,2,2,2,,,,,,,,,,2,0,0,,1,1,1,1
"03050900104",0,3,5,9,2,1,1,4,8,2,2,2,2,,,,,,,,,,1,0,0,,1,1,1,1
"03050900104",0,3,5,9,2,1,1,4,9,2,2,2,2,,,,,,,,,,1,0,0,,1,1,1,1
"03050900104",0,3,5,9,2,1,1,4,10,1,1,1,2,,,,,,,,,,1,0,0,,1,1,1,1
"03050900104",0,3,5,9,2,1,1,4,11,2,2,2,2,,,,,,,,,,5,0,0,,,,,
"03051100307",1,3,5,11,8,88,3,7,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,0,,1,1,2,1
"03051100307",1,3,5,11,8,88,3,7,2,2,2,2,2,,,,,,,,,,1,0,0,,1,1,2,1
"03051100307",1,3,5,11,8,88,3,7,3,1,1,1,1,1,2,2,2,1,2,2,2,1,2,0,0,,1,1,2,1
"03051100307",1,3,5,11,8,88,3,7,4,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,1,1,2,1
"03051100307",1,3,5,11,8,88,3,7,5,2,2,2,2,,,,,,,,,,4,0,0,,,,,
"03051100307",1,3,5,11,8,88,3,7,6,2,2,2,2,,,,,,,,,,2,0,0,,1,1,2,1
"03051100307",1,3,5,11,8,88,3,7,7,2,2,2,2,,,,,,,,,,1,0,0,,1,1,2,1
"03051100307",1,3,5,11,8,88,3,7,8,2,2,2,2,,,,,,,,,,1,0,0,,1,1,2,1
"03051100307",1,3,5,11,8,88,3,7,9,1,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,,1,1,2,1
"03051100307",1,3,5,11,8,88,3,7,10,1,1,1,1,1,1,2,2,2,2,2,2,1,1,0,0,,1,1,2,1
"03051300702",1,3,5,13,8,88,7,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,0,0,,1,1,1,2
"03051300702",1,3,5,13,8,88,7,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,0,0,,1,2,2,2
"03051300702",1,3,5,13,8,88,7,2,3,2,2,2,2,,,,,,,,,,1,0,0,,1,2,2,2
"03051300702",1,3,5,13,8,88,7,2,4,2,2,2,2,,,,,,,,,,2,0,0,,2,2,2,2
"03051300702",1,3,5,13,8,88,7,2,5,1,1,1,1,1,2,1,2,2,2,1,1,1,2,0,0,,1,2,2,2
"03051300702",1,3,5,13,8,88,7,2,6,1,1,1,1,1,2,2,2,2,2,2,2,1,4,0,0,,,,,
"03051300702",1,3,5,13,8,88,7,2,7,1,1,1,1,1,2,2,2,2,2,2,2,1,2,0,0,,1,1,1,2
"03051300702",1,3,5,13,8,88,7,2,8,1,1,1,1,1,2,2,2,2,2,2,2,1,4,0,0,,,,,
"03051300702",1,3,5,13,8,88,7,2,9,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,0,,1,1,2,2
"03051300702",1,3,5,13,8,88,7,2,10,1,1,1,1,1,2,2,2,2,2,2,2,1,2,0,0,,2,2,2,2
"03051300702",1,3,5,13,8,88,7,2,11,2,2,2,2,,,,,,,,,,2,0,0,,2,1,2,2
