"individual_id","holder_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","ph_s1q00","ph_s1q02","ph_s1q03","ph_s1q04","ph_s1q05"
"0701120260506407","0701120260506401","07011202605064","07011202605",1,6138.279296875,7,1,12,26,5,64,1,7,7,1,4,
"0701120260507901","0701120260507901","07011202605079","07011202605",1,6138.279296875,7,1,12,26,5,79,1,1,32,1,3,"X"
"0701120260507902","0701120260507901","07011202605079","07011202605",1,6138.279296875,7,1,12,26,5,79,1,2,28,2,4,
"0701120260507903","0701120260507901","07011202605079","07011202605",1,6138.279296875,7,1,12,26,5,79,1,3,11,2,4,
"0701120260507904","0701120260507901","07011202605079","07011202605",1,6138.279296875,7,1,12,26,5,79,1,4,9,1,4,
"0701120260507905","0701120260507901","07011202605079","07011202605",1,6138.279296875,7,1,12,26,5,79,1,5,2,2,4,
"0701120260509401","0701120260509401","07011202605094","07011202605",1,6138.279296875,7,1,12,26,5,94,1,1,52,1,3,"X"
"0701120260509402","0701120260509401","07011202605094","07011202605",1,6138.279296875,7,1,12,26,5,94,1,2,45,2,4,
"0701120260509403","0701120260509401","07011202605094","07011202605",1,6138.279296875,7,1,12,26,5,94,1,3,17,1,4,
"0701120260509404","0701120260509401","07011202605094","07011202605",1,6138.279296875,7,1,12,26,5,94,1,4,14,2,4,
"0701120260509405","0701120260509401","07011202605094","07011202605",1,6138.279296875,7,1,12,26,5,94,1,5,12,1,4,
"0701120260509406","0701120260509401","07011202605094","07011202605",1,6138.279296875,7,1,12,26,5,94,1,6,10,2,4,
"0701120260509407","0701120260509401","07011202605094","07011202605",1,6138.279296875,7,1,12,26,5,94,1,7,7,2,4,
"0701120260509408","0701120260509401","07011202605094","07011202605",1,6138.279296875,7,1,12,26,5,94,1,8,2,1,4,
"0701120260510901","0701120260510901","07011202605109","07011202605",1,6138.279296875,7,1,12,26,5,109,1,1,99,2,,"X"
"0701120260510902","0701120260510901","07011202605109","07011202605",1,6138.279296875,7,1,12,26,5,109,1,2,99,1,,
"0701120260512401","0701120260512401","07011202605124","07011202605",1,6138.279296875,7,1,12,26,5,124,1,1,41,2,3,"X"
"0701120260512402","0701120260512401","07011202605124","07011202605",1,6138.279296875,7,1,12,26,5,124,1,2,16,1,4,
"0701120260512403","0701120260512401","07011202605124","07011202605",1,6138.279296875,7,1,12,26,5,124,1,3,14,1,4,
"0701120260512404","0701120260512401","07011202605124","07011202605",1,6138.279296875,7,1,12,26,5,124,1,4,12,2,4,
"0701120260512405","0701120260512401","07011202605124","07011202605",1,6138.279296875,7,1,12,26,5,124,1,5,10,2,4,
"0701120260512406","0701120260512401","07011202605124","07011202605",1,6138.279296875,7,1,12,26,5,124,1,6,8,1,4,
"0701120260513901","0701120260513901","07011202605139","07011202605",1,6138.279296875,7,1,12,26,5,139,1,1,35,2,3,"X"
"0701120260513902","0701120260513901","07011202605139","07011202605",1,6138.279296875,7,1,12,26,5,139,1,2,14,1,4,
"0701120260513903","0701120260513901","07011202605139","07011202605",1,6138.279296875,7,1,12,26,5,139,1,3,10,1,4,
"0701120260513904","0701120260513901","07011202605139","07011202605",1,6138.279296875,7,1,12,26,5,139,1,4,7,2,4,
"0701120260513905","0701120260513901","07011202605139","07011202605",1,6138.279296875,7,1,12,26,5,139,1,5,4,1,4,
"0701120260513906","0701120260513901","07011202605139","07011202605",1,6138.279296875,7,1,12,26,5,139,1,6,2,1,4,
"0701120260513907","0701120260513901","07011202605139","07011202605",1,6138.279296875,7,1,12,26,5,139,1,7,17,2,4,
"0702020010501201","0702020010501201","07020200105012","07020200105",0,809.284606933594,7,2,2,1,5,12,1,1,65,2,3,"X"
"0702020010501202","0702020010501201","07020200105012","07020200105",0,809.284606933594,7,2,2,1,5,12,1,2,25,2,4,
"0702020010501203","0702020010501201","07020200105012","07020200105",0,809.284606933594,7,2,2,1,5,12,1,3,20,1,4,
"0702020010501204","0702020010501201","07020200105012","07020200105",0,809.284606933594,7,2,2,1,5,12,1,4,20,2,4,
"0702020010501205","0702020010501201","07020200105012","07020200105",0,809.284606933594,7,2,2,1,5,12,1,5,12,2,4,
"0702020010502601","0702020010502601","07020200105026","07020200105",0,809.284606933594,7,2,2,1,5,26,1,1,39,1,3,"X"
"0702020010502602","0702020010502601","07020200105026","07020200105",0,809.284606933594,7,2,2,1,5,26,1,2,37,2,4,
"0702020010502603","0702020010502601","07020200105026","07020200105",0,809.284606933594,7,2,2,1,5,26,1,3,7,1,4,
"0702020010504001","0702020010504001","07020200105040","07020200105",0,809.284606933594,7,2,2,1,5,40,1,1,51,1,3,"X"
"0702020010504002","0702020010504001","07020200105040","07020200105",0,809.284606933594,7,2,2,1,5,40,1,2,45,2,4,
"0702020010504003","0702020010504001","07020200105040","07020200105",0,809.284606933594,7,2,2,1,5,40,1,3,16,1,4,
"0702020010504004","0702020010504001","07020200105040","07020200105",0,809.284606933594,7,2,2,1,5,40,1,4,14,2,4,
"0702020010504005","0702020010504001","07020200105040","07020200105",0,809.284606933594,7,2,2,1,5,40,1,5,12,1,4,
"0702020010504006","0702020010504001","07020200105040","07020200105",0,809.284606933594,7,2,2,1,5,40,1,6,10,1,4,
"0702020010504007","0702020010504001","07020200105040","07020200105",0,809.284606933594,7,2,2,1,5,40,1,7,8,1,4,
"0702020010504008","0702020010504001","07020200105040","07020200105",0,809.284606933594,7,2,2,1,5,40,1,8,6,1,4,
"0702020010504009","0702020010504001","07020200105040","07020200105",0,809.284606933594,7,2,2,1,5,40,1,9,4,1,4,
"0702020010505401","0702020010505401","07020200105054","07020200105",0,809.284606933594,7,2,2,1,5,54,1,1,60,2,3,"X"
"0702020010505402","0702020010505401","07020200105054","07020200105",0,809.284606933594,7,2,2,1,5,54,1,2,25,2,4,
"0702020010505403","0702020010505401","07020200105054","07020200105",0,809.284606933594,7,2,2,1,5,54,1,3,20,1,4,
"0702020010506801","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,1,45,1,3,"X"
"0702020010506802","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,2,43,2,4,
"0702020010506803","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,3,16,2,4,
"0702020010506804","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,4,14,2,4,
"0702020010506805","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,5,12,2,4,
"0702020010506806","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,6,10,2,4,
"0702020010506807","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,7,8,2,4,
"0702020010506808","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,8,6,2,4,
"0702020010506809","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,9,0,2,4,
"0702020010506810","0702020010506801","07020200105068","07020200105",0,809.284606933594,7,2,2,1,5,68,1,10,0,1,4,
"0702020010508201","0702020010508201","07020200105082","07020200105",0,809.284606933594,7,2,2,1,5,82,1,1,40,1,3,"X"
"0702020010508202","0702020010508201","07020200105082","07020200105",0,809.284606933594,7,2,2,1,5,82,1,2,28,2,4,
"0702020010508203","0702020010508201","07020200105082","07020200105",0,809.284606933594,7,2,2,1,5,82,1,3,0,2,4,
"0702020010508204","0702020010508201","07020200105082","07020200105",0,809.284606933594,7,2,2,1,5,82,1,4,20,2,4,
"0702020010508205","0702020010508201","07020200105082","07020200105",0,809.284606933594,7,2,2,1,5,82,1,5,25,1,4,
"0702020010508206","0702020010508201","07020200105082","07020200105",0,809.284606933594,7,2,2,1,5,82,1,6,22,1,4,
"0702020010508207","0702020010508201","07020200105082","07020200105",0,809.284606933594,7,2,2,1,5,82,1,7,15,1,4,
"0702020010509601","0702020010509601","07020200105096","07020200105",0,809.284606933594,7,2,2,1,5,96,1,1,55,1,2,"X"
"0702020010509602","0702020010509601","07020200105096","07020200105",0,809.284606933594,7,2,2,1,5,96,1,2,35,2,4,
"0702020010509603","0702020010509601","07020200105096","07020200105",0,809.284606933594,7,2,2,1,5,96,1,3,20,1,4,
"0702020010509604","0702020010509601","07020200105096","07020200105",0,809.284606933594,7,2,2,1,5,96,1,4,16,2,4,
"0702020010509605","0702020010509601","07020200105096","07020200105",0,809.284606933594,7,2,2,1,5,96,1,5,12,2,4,
"0702020010509606","0702020010509601","07020200105096","07020200105",0,809.284606933594,7,2,2,1,5,96,1,6,8,2,4,
"0702020010509607","0702020010509601","07020200105096","07020200105",0,809.284606933594,7,2,2,1,5,96,1,7,23,1,4,
"0702020010511001","0702020010511001","07020200105110","07020200105",0,809.284606933594,7,2,2,1,5,110,1,1,25,1,4,
"0702020010512401","0702020010512401","07020200105124","07020200105",0,809.284606933594,7,2,2,1,5,124,1,1,70,1,3,"X"
"0702020010512402","0702020010512401","07020200105124","07020200105",0,809.284606933594,7,2,2,1,5,124,1,2,62,2,4,
"0702020010512403","0702020010512401","07020200105124","07020200105",0,809.284606933594,7,2,2,1,5,124,1,3,25,1,4,
"0702020010512404","0702020010512401","07020200105124","07020200105",0,809.284606933594,7,2,2,1,5,124,1,4,22,2,4,
"0702020010512405","0702020010512401","07020200105124","07020200105",0,809.284606933594,7,2,2,1,5,124,1,5,20,2,4,
"0702020010512406","0702020010512401","07020200105124","07020200105",0,809.284606933594,7,2,2,1,5,124,1,6,17,1,4,
"0702020010513801","0702020010513801","07020200105138","07020200105",0,809.284606933594,7,2,2,1,5,138,1,1,30,1,4,
"0702020010515201","0702020010515201","07020200105152","07020200105",0,809.284606933594,7,2,2,1,5,152,1,1,38,1,3,"X"
"0702020010515202","0702020010515201","07020200105152","07020200105",0,809.284606933594,7,2,2,1,5,152,1,2,37,2,4,
"0702020010515203","0702020010515201","07020200105152","07020200105",0,809.284606933594,7,2,2,1,5,152,1,3,9,1,4,
"0702020010515204","0702020010515201","07020200105152","07020200105",0,809.284606933594,7,2,2,1,5,152,1,4,7,1,4,
"0702020010515205","0702020010515201","07020200105152","07020200105",0,809.284606933594,7,2,2,1,5,152,1,5,5,1,4,
"0702020010515206","0702020010515201","07020200105152","07020200105",0,809.284606933594,7,2,2,1,5,152,1,6,0,2,4,
"0702020010516601","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,1,92,1,3,"X"
"0702020010516602","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,2,60,2,4,
"0702020010516603","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,3,28,1,4,
"0702020010516604","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,4,25,2,4,
"0702020010516605","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,5,26,1,4,
"0702020010516606","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,6,24,2,4,
"0702020010516607","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,7,22,1,4,
"0702020010516608","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,8,20,1,4,
"0702020010516609","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,9,18,1,4,
"0702020010516610","0702020010516601","07020200105166","07020200105",0,809.284606933594,7,2,2,1,5,166,1,10,0,1,,
"0702020100100301","0702020100100301","07020201001003","07020201001",1,7561.42041015625,7,2,2,10,1,3,1,1,31,1,3,"X"
"0702020100100302","0702020100100301","07020201001003","07020201001",1,7561.42041015625,7,2,2,10,1,3,1,2,21,2,4,
"0702020100100303","0702020100100301","07020201001003","07020201001",1,7561.42041015625,7,2,2,10,1,3,1,3,5,2,4,
"0702020100100304","0702020100100301","07020201001003","07020201001",1,7561.42041015625,7,2,2,10,1,3,1,4,2,2,4,
"0702020100101301","0702020100101301","07020201001013","07020201001",1,7561.42041015625,7,2,2,10,1,13,1,1,25,1,3,"X"
"0702020100101302","0702020100101301","07020201001013","07020201001",1,7561.42041015625,7,2,2,10,1,13,1,2,22,2,4,
"0702020100101303","0702020100101301","07020201001013","07020201001",1,7561.42041015625,7,2,2,10,1,13,1,3,1,2,4,
"0702020100101801","0702020100101801","07020201001018","07020201001",1,7561.42041015625,7,2,2,10,1,18,1,1,48,1,3,"X"
"0702020100101802","0702020100101801","07020201001018","07020201001",1,7561.42041015625,7,2,2,10,1,18,1,2,37,2,4,
"0702020100101803","0702020100101801","07020201001018","07020201001",1,7561.42041015625,7,2,2,10,1,18,1,3,15,1,4,
"0702020100101804","0702020100101801","07020201001018","07020201001",1,7561.42041015625,7,2,2,10,1,18,1,4,10,2,4,
"0702020100101805","0702020100101801","07020201001018","07020201001",1,7561.42041015625,7,2,2,10,1,18,1,5,5,2,4,
"0702020100101806","0702020100101801","07020201001018","07020201001",1,7561.42041015625,7,2,2,10,1,18,1,6,0,2,4,
"0702020100102801","0702020100102801","07020201001028","07020201001",1,7561.42041015625,7,2,2,10,1,28,1,1,39,2,3,"X"
"0702020100102802","0702020100102801","07020201001028","07020201001",1,7561.42041015625,7,2,2,10,1,28,1,2,21,1,4,
"0702020100102803","0702020100102801","07020201001028","07020201001",1,7561.42041015625,7,2,2,10,1,28,1,3,15,2,4,
"0702020100102804","0702020100102801","07020201001028","07020201001",1,7561.42041015625,7,2,2,10,1,28,1,4,13,1,4,
"0702020100102805","0702020100102801","07020201001028","07020201001",1,7561.42041015625,7,2,2,10,1,28,1,5,8,1,4,
"0702020100103301","0702020100103301","07020201001033","07020201001",1,7561.42041015625,7,2,2,10,1,33,1,1,74,1,3,"X"
"0702020100103302","0702020100103301","07020201001033","07020201001",1,7561.42041015625,7,2,2,10,1,33,1,2,65,2,4,
"0702020100103303","0702020100103301","07020201001033","07020201001",1,7561.42041015625,7,2,2,10,1,33,1,3,31,1,4,
"0702020100103304","0702020100103301","07020201001033","07020201001",1,7561.42041015625,7,2,2,10,1,33,1,4,28,2,4,
"0702020100103305","0702020100103301","07020201001033","07020201001",1,7561.42041015625,7,2,2,10,1,33,1,5,10,1,4,
"0702020100103306","0702020100103301","07020201001033","07020201001",1,7561.42041015625,7,2,2,10,1,33,1,6,2,1,4,
"0702020100104801","0702020100104801","07020201001048","07020201001",1,7561.42041015625,7,2,2,10,1,48,1,1,62,2,3,"X"
"0702020100104802","0702020100104801","07020201001048","07020201001",1,7561.42041015625,7,2,2,10,1,48,1,2,25,2,4,
"0702020100104803","0702020100104801","07020201001048","07020201001",1,7561.42041015625,7,2,2,10,1,48,1,3,13,1,4,
"0702020100106301","0702020100106301","07020201001063","07020201001",1,7561.42041015625,7,2,2,10,1,63,1,1,47,1,3,"X"
"0702020100106302","0702020100106301","07020201001063","07020201001",1,7561.42041015625,7,2,2,10,1,63,1,2,43,2,4,
"0702020100106303","0702020100106301","07020201001063","07020201001",1,7561.42041015625,7,2,2,10,1,63,1,3,16,2,4,
"0702020100106304","0702020100106301","07020201001063","07020201001",1,7561.42041015625,7,2,2,10,1,63,1,4,12,2,4,
"0702020100106305","0702020100106301","07020201001063","07020201001",1,7561.42041015625,7,2,2,10,1,63,1,5,9,2,4,
"0702020100106306","0702020100106301","07020201001063","07020201001",1,7561.42041015625,7,2,2,10,1,63,1,6,7,2,4,
"0702020100106307","0702020100106301","07020201001063","07020201001",1,7561.42041015625,7,2,2,10,1,63,1,7,5,1,4,
"0702020100106308","0702020100106301","07020201001063","07020201001",1,7561.42041015625,7,2,2,10,1,63,1,8,3,2,4,
"0702020100107801","0702020100107801","07020201001078","07020201001",1,7561.42041015625,7,2,2,10,1,78,1,1,51,1,3,"X"
"0702020100107802","0702020100107801","07020201001078","07020201001",1,7561.42041015625,7,2,2,10,1,78,1,2,48,2,4,
"0702020100107803","0702020100107801","07020201001078","07020201001",1,7561.42041015625,7,2,2,10,1,78,1,3,12,1,4,
"0702020100107804","0702020100107801","07020201001078","07020201001",1,7561.42041015625,7,2,2,10,1,78,1,4,7,2,4,
"0702020100109301","0702020100109301","07020201001093","07020201001",1,7561.42041015625,7,2,2,10,1,93,1,1,37,1,3,"X"
"0702020100109302","0702020100109301","07020201001093","07020201001",1,7561.42041015625,7,2,2,10,1,93,1,2,23,2,4,
"0702020100109303","0702020100109301","07020201001093","07020201001",1,7561.42041015625,7,2,2,10,1,93,1,3,1,1,4,
"0702020100110801","0702020100110801","07020201001108","07020201001",1,7561.42041015625,7,2,2,10,1,108,1,1,35,1,3,"X"
"0702020100110802","0702020100110801","07020201001108","07020201001",1,7561.42041015625,7,2,2,10,1,108,1,2,31,2,4,
"0702020100110803","0702020100110801","07020201001108","07020201001",1,7561.42041015625,7,2,2,10,1,108,1,3,12,2,4,
"0702020100110804","0702020100110801","07020201001108","07020201001",1,7561.42041015625,7,2,2,10,1,108,1,4,9,1,4,
"0702020100110805","0702020100110801","07020201001108","07020201001",1,7561.42041015625,7,2,2,10,1,108,1,5,6,2,4,
"0702020100110806","0702020100110801","07020201001108","07020201001",1,7561.42041015625,7,2,2,10,1,108,1,6,3,1,4,
"0702020100110807","0702020100110801","07020201001108","07020201001",1,7561.42041015625,7,2,2,10,1,108,1,7,1,2,4,
"0702020100112301","0702020100112301","07020201001123","07020201001",1,7561.42041015625,7,2,2,10,1,123,1,1,45,1,3,"X"
"0702020100112302","0702020100112301","07020201001123","07020201001",1,7561.42041015625,7,2,2,10,1,123,1,2,38,2,4,
"0702020100112303","0702020100112301","07020201001123","07020201001",1,7561.42041015625,7,2,2,10,1,123,1,3,13,2,4,
"0702020100112304","0702020100112301","07020201001123","07020201001",1,7561.42041015625,7,2,2,10,1,123,1,4,7,1,4,
"0702020100112305","0702020100112301","07020201001123","07020201001",1,7561.42041015625,7,2,2,10,1,123,1,5,5,1,4,
"0702020100112306","0702020100112301","07020201001123","07020201001",1,7561.42041015625,7,2,2,10,1,123,1,6,3,2,4,
"0702020100112307","0702020100112301","07020201001123","07020201001",1,7561.42041015625,7,2,2,10,1,123,1,7,1,2,4,
"0702020100113801","0702020100113801","07020201001138","07020201001",1,7561.42041015625,7,2,2,10,1,138,1,1,62,2,3,"X"
"0702020100113802","0702020100113801","07020201001138","07020201001",1,7561.42041015625,7,2,2,10,1,138,1,2,22,1,4,
"0702020100113803","0702020100113801","07020201001138","07020201001",1,7561.42041015625,7,2,2,10,1,138,1,3,14,1,4,
"0702020100113804","0702020100113801","07020201001138","07020201001",1,7561.42041015625,7,2,2,10,1,138,1,4,8,1,4,
"0702020100113805","0702020100113801","07020201001138","07020201001",1,7561.42041015625,7,2,2,10,1,138,1,5,11,1,4,
"0702050130200201","0702050130200201","07020501302002","07020501302",1,4834.13818359375,7,2,5,13,2,2,1,1,40,1,1,"X"
"0702050130200202","0702050130200201","07020501302002","07020501302",1,4834.13818359375,7,2,5,13,2,2,1,2,38,2,4,
"0702050130200203","0702050130200201","07020501302002","07020501302",1,4834.13818359375,7,2,5,13,2,2,1,3,20,1,4,
"0702050130200204","0702050130200201","07020501302002","07020501302",1,4834.13818359375,7,2,5,13,2,2,1,4,6,1,4,
"0702050130201401","0702050130201401","07020501302014","07020501302",1,4834.13818359375,7,2,5,13,2,14,1,1,40,1,1,"X"
"0702050130201402","0702050130201401","07020501302014","07020501302",1,4834.13818359375,7,2,5,13,2,14,1,2,35,2,4,
"0702050130201403","0702050130201401","07020501302014","07020501302",1,4834.13818359375,7,2,5,13,2,14,1,3,25,1,4,
"0702050130201404","0702050130201401","07020501302014","07020501302",1,4834.13818359375,7,2,5,13,2,14,1,4,20,1,4,
"0702050130201405","0702050130201401","07020501302014","07020501302",1,4834.13818359375,7,2,5,13,2,14,1,5,18,1,4,
"0702050130201406","0702050130201401","07020501302014","07020501302",1,4834.13818359375,7,2,5,13,2,14,1,6,10,2,4,
"0702050130201407","0702050130201401","07020501302014","07020501302",1,4834.13818359375,7,2,5,13,2,14,1,7,5,1,4,
"0702050130201408","0702050130201401","07020501302014","07020501302",1,4834.13818359375,7,2,5,13,2,14,1,8,3,1,4,
"0702050130202001","0702050130202001","07020501302020","07020501302",1,4834.13818359375,7,2,5,13,2,20,1,1,30,1,1,"X"
"0702050130202002","0702050130202001","07020501302020","07020501302",1,4834.13818359375,7,2,5,13,2,20,1,2,26,2,4,
"0702050130202003","0702050130202001","07020501302020","07020501302",1,4834.13818359375,7,2,5,13,2,20,1,3,6,2,4,
"0702050130202004","0702050130202001","07020501302020","07020501302",1,4834.13818359375,7,2,5,13,2,20,1,4,4,1,4,
"0702050130202005","0702050130202001","07020501302020","07020501302",1,4834.13818359375,7,2,5,13,2,20,1,5,2,1,4,
"0702050130203201","0702050130203201","07020501302032","07020501302",1,4834.13818359375,7,2,5,13,2,32,1,1,30,1,3,"X"
"0702050130203202","0702050130203201","07020501302032","07020501302",1,4834.13818359375,7,2,5,13,2,32,1,2,29,2,4,
"0702050130203203","0702050130203201","07020501302032","07020501302",1,4834.13818359375,7,2,5,13,2,32,1,3,6,2,4,
"0702050130203204","0702050130203201","07020501302032","07020501302",1,4834.13818359375,7,2,5,13,2,32,1,4,4,2,4,
"0702050130203205","0702050130203201","07020501302032","07020501302",1,4834.13818359375,7,2,5,13,2,32,1,5,3,2,4,
"0702050130203206","0702050130203201","07020501302032","07020501302",1,4834.13818359375,7,2,5,13,2,32,1,6,2,2,4,
"0702050130203801","0702050130203801","07020501302038","07020501302",1,4834.13818359375,7,2,5,13,2,38,1,1,46,1,3,"X"
"0702050130203802","0702050130203801","07020501302038","07020501302",1,4834.13818359375,7,2,5,13,2,38,1,2,28,2,4,
"0702050130203803","0702050130203801","07020501302038","07020501302",1,4834.13818359375,7,2,5,13,2,38,1,3,5,1,4,
"0702050130205601","0702050130205601","07020501302056","07020501302",1,4834.13818359375,7,2,5,13,2,56,1,1,60,1,1,"X"
"0702050130205602","0702050130205601","07020501302056","07020501302",1,4834.13818359375,7,2,5,13,2,56,1,2,50,2,1,
"0702050130205603","0702050130205601","07020501302056","07020501302",1,4834.13818359375,7,2,5,13,2,56,1,3,28,2,4,
"0702050130205604","0702050130205601","07020501302056","07020501302",1,4834.13818359375,7,2,5,13,2,56,1,4,6,1,4,
"0702050130205605","0702050130205601","07020501302056","07020501302",1,4834.13818359375,7,2,5,13,2,56,1,5,4,2,4,
"0702050130207401","0702050130207401","07020501302074","07020501302",1,4834.13818359375,7,2,5,13,2,74,1,1,30,1,3,"X"
"0702050130207402","0702050130207401","07020501302074","07020501302",1,4834.13818359375,7,2,5,13,2,74,1,2,30,2,4,
"0702050130207403","0702050130207401","07020501302074","07020501302",1,4834.13818359375,7,2,5,13,2,74,1,3,0,2,4,
"0702050130209201","0702050130209201","07020501302092","07020501302",1,4834.13818359375,7,2,5,13,2,92,1,1,80,1,3,"X"
"0702050130209202","0702050130209201","07020501302092","07020501302",1,4834.13818359375,7,2,5,13,2,92,1,2,70,2,4,
"0702050130209203","0702050130209201","07020501302092","07020501302",1,4834.13818359375,7,2,5,13,2,92,1,3,30,1,4,
"0702050130209204","0702050130209201","07020501302092","07020501302",1,4834.13818359375,7,2,5,13,2,92,1,4,28,2,4,
"0702050130209205","0702050130209201","07020501302092","07020501302",1,4834.13818359375,7,2,5,13,2,92,1,5,6,1,4,
"0702050130209206","0702050130209201","07020501302092","07020501302",1,4834.13818359375,7,2,5,13,2,92,1,6,4,1,4,
"0702050130209207","0702050130209201","07020501302092","07020501302",1,4834.13818359375,7,2,5,13,2,92,1,7,2,2,4,
"0702050130211001","0702050130211001","07020501302110","07020501302",1,4834.13818359375,7,2,5,13,2,110,1,1,40,1,3,"X"
"0702050130211002","0702050130211001","07020501302110","07020501302",1,4834.13818359375,7,2,5,13,2,110,1,2,30,2,4,
"0702050130211003","0702050130211001","07020501302110","07020501302",1,4834.13818359375,7,2,5,13,2,110,1,3,9,2,4,
"0702050130211004","0702050130211001","07020501302110","07020501302",1,4834.13818359375,7,2,5,13,2,110,1,4,7,2,4,
"0702050130211005","0702050130211001","07020501302110","07020501302",1,4834.13818359375,7,2,5,13,2,110,1,5,6,1,4,
"0702050130211006","0702050130211001","07020501302110","07020501302",1,4834.13818359375,7,2,5,13,2,110,1,6,5,1,4,
"0702050130211007","0702050130211001","07020501302110","07020501302",1,4834.13818359375,7,2,5,13,2,110,1,7,2,1,4,
"0702050130212801","0702050130212801","07020501302128","07020501302",1,4834.13818359375,7,2,5,13,2,128,1,1,25,1,1,"X"
"0702050130212802","0702050130212801","07020501302128","07020501302",1,4834.13818359375,7,2,5,13,2,128,1,2,20,2,4,
"0702050130212803","0702050130212801","07020501302128","07020501302",1,4834.13818359375,7,2,5,13,2,128,1,3,4,2,4,
"0702050130212804","0702050130212801","07020501302128","07020501302",1,4834.13818359375,7,2,5,13,2,128,1,4,3,1,4,
"0702050130214601","0702050130214601","07020501302146","07020501302",1,4834.13818359375,7,2,5,13,2,146,1,1,30,1,3,"X"
"0702050130214602","0702050130214601","07020501302146","07020501302",1,4834.13818359375,7,2,5,13,2,146,1,2,25,2,4,
"0702050130214603","0702050130214601","07020501302146","07020501302",1,4834.13818359375,7,2,5,13,2,146,1,3,4,1,4,
"0702050130214604","0702050130214601","07020501302146","07020501302",1,4834.13818359375,7,2,5,13,2,146,1,4,2,2,4,
"0702050130216401","0702050130216401","07020501302164","07020501302",1,4834.13818359375,7,2,5,13,2,164,1,1,45,1,1,"X"
"0702050130216402","0702050130216401","07020501302164","07020501302",1,4834.13818359375,7,2,5,13,2,164,1,2,38,2,4,
"0702050130216403","0702050130216401","07020501302164","07020501302",1,4834.13818359375,7,2,5,13,2,164,1,3,25,1,4,
"0702050130216404","0702050130216401","07020501302164","07020501302",1,4834.13818359375,7,2,5,13,2,164,1,4,23,1,4,
"0702050130216405","0702050130216401","07020501302164","07020501302",1,4834.13818359375,7,2,5,13,2,164,1,5,21,1,4,
"0702050130216406","0702050130216401","07020501302164","07020501302",1,4834.13818359375,7,2,5,13,2,164,1,6,20,1,4,
"0702050130216407","0702050130216401","07020501302164","07020501302",1,4834.13818359375,7,2,5,13,2,164,1,7,19,1,4,
"0702050130216408","0702050130216401","07020501302164","07020501302",1,4834.13818359375,7,2,5,13,2,164,1,8,10,1,4,
"0702050130216409","0702050130216401","07020501302164","07020501302",1,4834.13818359375,7,2,5,13,2,164,1,9,2,2,4,
"0702070100100401","0702070100100401","07020701001004","07020701001",1,5465.8720703125,7,2,7,10,1,4,1,1,32,1,3,"X"
"0702070100100402","0702070100100401","07020701001004","07020701001",1,5465.8720703125,7,2,7,10,1,4,1,2,27,2,4,
"0702070100100403","0702070100100401","07020701001004","07020701001",1,5465.8720703125,7,2,7,10,1,4,1,3,4,1,4,
"0702070100100404","0702070100100401","07020701001004","07020701001",1,5465.8720703125,7,2,7,10,1,4,1,4,12,1,4,
"0702070100101401","0702070100101401","07020701001014","07020701001",1,5465.8720703125,7,2,7,10,1,14,1,1,56,1,3,"X"
"0702070100101402","0702070100101401","07020701001014","07020701001",1,5465.8720703125,7,2,7,10,1,14,1,2,47,2,4,
"0702070100101403","0702070100101401","07020701001014","07020701001",1,5465.8720703125,7,2,7,10,1,14,1,3,18,1,4,
"0702070100101404","0702070100101401","07020701001014","07020701001",1,5465.8720703125,7,2,7,10,1,14,1,4,15,1,4,
"0702070100101405","0702070100101401","07020701001014","07020701001",1,5465.8720703125,7,2,7,10,1,14,1,5,13,2,4,
"0702070100101406","0702070100101401","07020701001014","07020701001",1,5465.8720703125,7,2,7,10,1,14,1,6,11,1,4,
"0702070100101407","0702070100101401","07020701001014","07020701001",1,5465.8720703125,7,2,7,10,1,14,1,7,9,1,4,
"0702070100101408","0702070100101401","07020701001014","07020701001",1,5465.8720703125,7,2,7,10,1,14,1,8,7,2,4,
