"individual_id","holder_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","ph_s1q00","ph_s1q02","ph_s1q03","ph_s1q04","ph_s1q05"
"0105030230414801","0105030230414801","01050302304148","01050302304",1,448.348846435547,1,5,3,23,4,148,1,1,38,1,3,"X"
"0105030230414802","0105030230414801","01050302304148","01050302304",1,448.348846435547,1,5,3,23,4,148,1,2,27,2,4,
"0105030230414803","0105030230414801","01050302304148","01050302304",1,448.348846435547,1,5,3,23,4,148,1,3,12,1,4,
"0105030230414804","0105030230414801","01050302304148","01050302304",1,448.348846435547,1,5,3,23,4,148,1,4,10,2,4,
"0105030230414805","0105030230414801","01050302304148","01050302304",1,448.348846435547,1,5,3,23,4,148,1,5,8,2,4,
"0105030230414806","0105030230414801","01050302304148","01050302304",1,448.348846435547,1,5,3,23,4,148,1,6,6,2,4,
"0105030230414807","0105030230414801","01050302304148","01050302304",1,448.348846435547,1,5,3,23,4,148,1,7,36,1,4,
"0105030230416601","0105030230416601","01050302304166","01050302304",1,448.348846435547,1,5,3,23,4,166,1,1,20,1,3,"X"
"0105030230416602","0105030230416601","01050302304166","01050302304",1,448.348846435547,1,5,3,23,4,166,1,2,18,2,4,
"0201020010206301","0201020010206301","02010200102063","02010200102",0,889.667175292969,2,1,2,1,2,63,1,1,35,2,2,"X"
"0201020010206302","0201020010206301","02010200102063","02010200102",0,889.667175292969,2,1,2,1,2,63,1,2,12,1,4,
"0201020010206303","0201020010206301","02010200102063","02010200102",0,889.667175292969,2,1,2,1,2,63,1,3,26,2,4,
"0201020010206304","0201020010206301","02010200102063","02010200102",0,889.667175292969,2,1,2,1,2,63,1,4,20,2,4,
"0201020010206305","0201020010206301","02010200102063","02010200102",0,889.667175292969,2,1,2,1,2,63,1,5,18,2,4,
"0201020010206306","0201020010206301","02010200102063","02010200102",0,889.667175292969,2,1,2,1,2,63,1,6,18,2,4,
"0201020010206307","0201020010206301","02010200102063","02010200102",0,889.667175292969,2,1,2,1,2,63,1,7,33,1,4,
"0201020010206308","0201020010206301","02010200102063","02010200102",0,889.667175292969,2,1,2,1,2,63,1,8,19,2,4,
"0201020010206309","0201020010206301","02010200102063","02010200102",0,889.667175292969,2,1,2,1,2,63,1,9,2,1,4,
"0201020010208501","0201020010208501","02010200102085","02010200102",0,889.667175292969,2,1,2,1,2,85,1,1,48,1,2,"X"
"0201020010208502","0201020010208501","02010200102085","02010200102",0,889.667175292969,2,1,2,1,2,85,1,2,37,2,2,"X"
"0201020010208503","0201020010208501","02010200102085","02010200102",0,889.667175292969,2,1,2,1,2,85,1,3,19,1,4,
"0201020010208504","0201020010208501","02010200102085","02010200102",0,889.667175292969,2,1,2,1,2,85,1,4,14,1,4,
"0201020010208505","0201020010208501","02010200102085","02010200102",0,889.667175292969,2,1,2,1,2,85,1,5,12,1,4,
"0201020010209601","0201020010209601","02010200102096","02010200102",0,889.667175292969,2,1,2,1,2,96,1,1,34,1,2,"X"
"0201020010209602","0201020010209601","02010200102096","02010200102",0,889.667175292969,2,1,2,1,2,96,1,2,28,2,2,"X"
"0201020010209603","0201020010209601","02010200102096","02010200102",0,889.667175292969,2,1,2,1,2,96,1,3,8,2,4,
"0201020010209604","0201020010209601","02010200102096","02010200102",0,889.667175292969,2,1,2,1,2,96,1,4,5,1,4,
"0201020010209605","0201020010209601","02010200102096","02010200102",0,889.667175292969,2,1,2,1,2,96,1,5,36,1,4,
"0201020010209606","0201020010209601","02010200102096","02010200102",0,889.667175292969,2,1,2,1,2,96,1,6,25,2,4,
"0201020010210701","0201020010210701","02010200102107","02010200102",0,889.667175292969,2,1,2,1,2,107,1,1,58,1,2,"X"
"0201020010211801","0201020010211801","02010200102118","02010200102",0,889.667175292969,2,1,2,1,2,118,1,1,36,2,2,"X"
"0201020010211802","0201020010211801","02010200102118","02010200102",0,889.667175292969,2,1,2,1,2,118,1,2,21,1,4,
"0201020010212901","0201020010212901","02010200102129","02010200102",0,889.667175292969,2,1,2,1,2,129,1,1,58,2,2,"X"
"0201020010212902","0201020010212901","02010200102129","02010200102",0,889.667175292969,2,1,2,1,2,129,1,2,32,1,4,
"0201020010212903","0201020010212901","02010200102129","02010200102",0,889.667175292969,2,1,2,1,2,129,1,3,28,2,4,
"0201030010200401","0201030010200401","02010300102004","02010300102",1,1603.92102050781,2,1,3,1,2,4,1,1,47,1,2,"X"
"0201030010200402","0201030010200401","02010300102004","02010300102",1,1603.92102050781,2,1,3,1,2,4,1,2,20,2,4,
"0201030010201401","0201030010201401","02010300102014","02010300102",1,1603.92102050781,2,1,3,1,2,14,1,1,40,1,2,"X"
"0201030010201402","0201030010201401","02010300102014","02010300102",1,1603.92102050781,2,1,3,1,2,14,1,2,36,2,4,
"0201030010201403","0201030010201401","02010300102014","02010300102",1,1603.92102050781,2,1,3,1,2,14,1,3,7,2,4,
"0201030010201404","0201030010201401","02010300102014","02010300102",1,1603.92102050781,2,1,3,1,2,14,1,4,6,2,4,
"0201030010201405","0201030010201401","02010300102014","02010300102",1,1603.92102050781,2,1,3,1,2,14,1,5,1,1,4,
"0201030010201901","0201030010201901","02010300102019","02010300102",1,1603.92102050781,2,1,3,1,2,19,1,1,30,1,2,"X"
"0201030010201902","0201030010201901","02010300102019","02010300102",1,1603.92102050781,2,1,3,1,2,19,1,2,48,2,4,
"0201030010201903","0201030010201901","02010300102019","02010300102",1,1603.92102050781,2,1,3,1,2,19,1,3,28,2,4,
"0201030010201904","0201030010201901","02010300102019","02010300102",1,1603.92102050781,2,1,3,1,2,19,1,4,27,1,4,
"0201030010201905","0201030010201901","02010300102019","02010300102",1,1603.92102050781,2,1,3,1,2,19,1,5,16,1,4,
"0201030010203401","0201030010203401","02010300102034","02010300102",1,1603.92102050781,2,1,3,1,2,34,1,1,67,2,,"X"
"0201030010204901","0201030010204901","02010300102049","02010300102",1,1603.92102050781,2,1,3,1,2,49,1,1,31,1,2,"X"
"0201030010204902","0201030010204901","02010300102049","02010300102",1,1603.92102050781,2,1,3,1,2,49,1,2,28,2,4,
"0201030010204903","0201030010204901","02010300102049","02010300102",1,1603.92102050781,2,1,3,1,2,49,1,3,7,1,4,
"0201030010204904","0201030010204901","02010300102049","02010300102",1,1603.92102050781,2,1,3,1,2,49,1,4,5,1,4,
"0201030010204905","0201030010204901","02010300102049","02010300102",1,1603.92102050781,2,1,3,1,2,49,1,5,3,2,4,
"0201030010204906","0201030010204901","02010300102049","02010300102",1,1603.92102050781,2,1,3,1,2,49,1,6,1,1,4,
"0201030010206401","0201030010206401","02010300102064","02010300102",1,1603.92102050781,2,1,3,1,2,64,1,1,60,1,2,"X"
"0201030010206402","0201030010206401","02010300102064","02010300102",1,1603.92102050781,2,1,3,1,2,64,1,2,38,2,4,
"0201030010206403","0201030010206401","02010300102064","02010300102",1,1603.92102050781,2,1,3,1,2,64,1,3,20,1,4,
"0201030010206404","0201030010206401","02010300102064","02010300102",1,1603.92102050781,2,1,3,1,2,64,1,4,18,1,4,
"0201030010206405","0201030010206401","02010300102064","02010300102",1,1603.92102050781,2,1,3,1,2,64,1,5,15,1,4,
"0201030010206406","0201030010206401","02010300102064","02010300102",1,1603.92102050781,2,1,3,1,2,64,1,6,12,1,4,
"0201030010206407","0201030010206401","02010300102064","02010300102",1,1603.92102050781,2,1,3,1,2,64,1,7,10,1,4,
"0201030010206408","0201030010206401","02010300102064","02010300102",1,1603.92102050781,2,1,3,1,2,64,1,8,9,2,4,
"0201030010207901","0201030010207901","02010300102079","02010300102",1,1603.92102050781,2,1,3,1,2,79,1,1,50,1,2,"X"
"0201030010207902","0201030010207901","02010300102079","02010300102",1,1603.92102050781,2,1,3,1,2,79,1,2,45,2,4,
"0201030010207903","0201030010207901","02010300102079","02010300102",1,1603.92102050781,2,1,3,1,2,79,1,3,20,2,4,
"0201030010207904","0201030010207901","02010300102079","02010300102",1,1603.92102050781,2,1,3,1,2,79,1,4,18,1,4,
"0201030010207905","0201030010207901","02010300102079","02010300102",1,1603.92102050781,2,1,3,1,2,79,1,5,16,2,4,
"0201030010207906","0201030010207901","02010300102079","02010300102",1,1603.92102050781,2,1,3,1,2,79,1,6,12,2,4,
"0201030010209401","0201030010209401","02010300102094","02010300102",1,1603.92102050781,2,1,3,1,2,94,1,1,26,1,2,"X"
"0201030010209402","0201030010209401","02010300102094","02010300102",1,1603.92102050781,2,1,3,1,2,94,1,2,17,2,4,
"0201030010209403","0201030010209401","02010300102094","02010300102",1,1603.92102050781,2,1,3,1,2,94,1,3,2,1,4,
"0201030010209404","0201030010209401","02010300102094","02010300102",1,1603.92102050781,2,1,3,1,2,94,1,4,0,2,4,
"0201030010210901","0201030010210901","02010300102109","02010300102",1,1603.92102050781,2,1,3,1,2,109,1,1,62,1,2,"X"
"0201030010210902","0201030010210901","02010300102109","02010300102",1,1603.92102050781,2,1,3,1,2,109,1,2,40,2,4,
"0201030010210903","0201030010210901","02010300102109","02010300102",1,1603.92102050781,2,1,3,1,2,109,1,3,18,1,4,
"0201030010210904","0201030010210901","02010300102109","02010300102",1,1603.92102050781,2,1,3,1,2,109,1,4,15,2,4,
"0201030010212501","0201030010212501","02010300102125","02010300102",1,1603.92102050781,2,1,3,1,2,125,1,1,32,1,2,"X"
"0201030010212502","0201030010212501","02010300102125","02010300102",1,1603.92102050781,2,1,3,1,2,125,1,2,42,2,4,
"0201030010212503","0201030010212501","02010300102125","02010300102",1,1603.92102050781,2,1,3,1,2,125,1,3,20,1,4,
"0201030010212504","0201030010212501","02010300102125","02010300102",1,1603.92102050781,2,1,3,1,2,125,1,4,18,1,4,
"0201030010212505","0201030010212501","02010300102125","02010300102",1,1603.92102050781,2,1,3,1,2,125,1,5,11,1,4,
"0201030010214001","0201030010214001","02010300102140","02010300102",1,1603.92102050781,2,1,3,1,2,140,1,1,30,1,2,"X"
"0201030010214002","0201030010214001","02010300102140","02010300102",1,1603.92102050781,2,1,3,1,2,140,1,2,18,2,4,
"0201030010214003","0201030010214001","02010300102140","02010300102",1,1603.92102050781,2,1,3,1,2,140,1,3,1,1,4,
"0201030010214004","0201030010214001","02010300102140","02010300102",1,1603.92102050781,2,1,3,1,2,140,1,4,0,1,4,
"0201030080200701","0201030080200701","02010300802007","02010300802",1,647.510009765625,2,1,3,8,2,7,1,1,41,1,3,"X"
"0201030080200702","0201030080200701","02010300802007","02010300802",1,647.510009765625,2,1,3,8,2,7,1,2,20,2,4,
"0201030080200703","0201030080200701","02010300802007","02010300802",1,647.510009765625,2,1,3,8,2,7,1,3,15,1,4,
"0201030080204201","0201030080204201","02010300802042","02010300802",1,647.510009765625,2,1,3,8,2,42,1,1,39,1,3,"X"
"0201030080204202","0201030080204201","02010300802042","02010300802",1,647.510009765625,2,1,3,8,2,42,1,2,28,2,4,
"0201030080204203","0201030080204201","02010300802042","02010300802",1,647.510009765625,2,1,3,8,2,42,1,3,6,1,4,
"0201030080204204","0201030080204201","02010300802042","02010300802",1,647.510009765625,2,1,3,8,2,42,1,4,4,1,4,
"0201030080204205","0201030080204201","02010300802042","02010300802",1,647.510009765625,2,1,3,8,2,42,1,5,1,1,4,
"0201030080207801","0201030080207801","02010300802078","02010300802",1,647.510009765625,2,1,3,8,2,78,1,1,33,1,3,"X"
"0201030080207802","0201030080207801","02010300802078","02010300802",1,647.510009765625,2,1,3,8,2,78,1,2,24,2,4,
"0201030080207803","0201030080207801","02010300802078","02010300802",1,647.510009765625,2,1,3,8,2,78,1,3,6,2,4,
"0201030080207804","0201030080207801","02010300802078","02010300802",1,647.510009765625,2,1,3,8,2,78,1,4,3,2,4,
"0201030080207805","0201030080207801","02010300802078","02010300802",1,647.510009765625,2,1,3,8,2,78,1,5,0,1,4,
"0201030080207806","0201030080207801","02010300802078","02010300802",1,647.510009765625,2,1,3,8,2,78,1,6,25,1,4,
"0201030080211301","0201030080211301","02010300802113","02010300802",1,647.510009765625,2,1,3,8,2,113,1,1,44,1,3,"X"
"0201030080211302","0201030080211301","02010300802113","02010300802",1,647.510009765625,2,1,3,8,2,113,1,2,31,2,4,
"0201030080211303","0201030080211301","02010300802113","02010300802",1,647.510009765625,2,1,3,8,2,113,1,3,10,2,4,
"0201030080211304","0201030080211301","02010300802113","02010300802",1,647.510009765625,2,1,3,8,2,113,1,4,8,1,4,
"0201030080211305","0201030080211301","02010300802113","02010300802",1,647.510009765625,2,1,3,8,2,113,1,5,6,2,4,
"0201030080211306","0201030080211301","02010300802113","02010300802",1,647.510009765625,2,1,3,8,2,113,1,6,46,1,4,
"0201030080214701","0201030080214701","02010300802147","02010300802",1,647.510009765625,2,1,3,8,2,147,1,1,26,2,3,"X"
"0201030080214702","0201030080214701","02010300802147","02010300802",1,647.510009765625,2,1,3,8,2,147,1,2,4,2,4,
"0201030080214703","0201030080214701","02010300802147","02010300802",1,647.510009765625,2,1,3,8,2,147,1,3,2,1,4,
"0201030080214704","0201030080214701","02010300802147","02010300802",1,647.510009765625,2,1,3,8,2,147,1,4,0,2,4,
"0201030080221701","0201030080221701","02010300802217","02010300802",1,647.510009765625,2,1,3,8,2,217,1,1,41,1,3,"X"
"0201030080221702","0201030080221701","02010300802217","02010300802",1,647.510009765625,2,1,3,8,2,217,1,2,30,2,4,
"0201030080221703","0201030080221701","02010300802217","02010300802",1,647.510009765625,2,1,3,8,2,217,1,3,12,1,4,
"0201030080221704","0201030080221701","02010300802217","02010300802",1,647.510009765625,2,1,3,8,2,217,1,4,8,2,4,
"0201030080221705","0201030080221701","02010300802217","02010300802",1,647.510009765625,2,1,3,8,2,217,1,5,7,1,4,
"0201030080221706","0201030080221701","02010300802217","02010300802",1,647.510009765625,2,1,3,8,2,217,1,6,16,2,4,
"0201030080225001","0201030080225001","02010300802250","02010300802",1,647.510009765625,2,1,3,8,2,250,1,1,45,1,3,"X"
"0201030080225002","0201030080225001","02010300802250","02010300802",1,647.510009765625,2,1,3,8,2,250,1,2,40,2,4,
"0201030080225003","0201030080225001","02010300802250","02010300802",1,647.510009765625,2,1,3,8,2,250,1,3,16,1,4,
"0201030080225004","0201030080225001","02010300802250","02010300802",1,647.510009765625,2,1,3,8,2,250,1,4,13,1,4,
"0201030080225005","0201030080225001","02010300802250","02010300802",1,647.510009765625,2,1,3,8,2,250,1,5,4,1,4,
"0201030080225006","0201030080225001","02010300802250","02010300802",1,647.510009765625,2,1,3,8,2,250,1,6,2,2,4,
"0201030080228301","0201030080228301","02010300802283","02010300802",1,647.510009765625,2,1,3,8,2,283,1,1,54,1,3,"X"
"0201030080228302","0201030080228301","02010300802283","02010300802",1,647.510009765625,2,1,3,8,2,283,1,2,32,2,4,
"0201030080228303","0201030080228301","02010300802283","02010300802",1,647.510009765625,2,1,3,8,2,283,1,3,7,1,4,
"0201030080228304","0201030080228301","02010300802283","02010300802",1,647.510009765625,2,1,3,8,2,283,1,4,3,1,4,
"0201030080231601","0201030080231601","02010300802316","02010300802",1,647.510009765625,2,1,3,8,2,316,1,1,62,2,3,"X"
"0201030080231602","0201030080231601","02010300802316","02010300802",1,647.510009765625,2,1,3,8,2,316,1,2,88,1,4,
"0201030080231603","0201030080231601","02010300802316","02010300802",1,647.510009765625,2,1,3,8,2,316,1,3,38,1,4,
"0201030080231604","0201030080231601","02010300802316","02010300802",1,647.510009765625,2,1,3,8,2,316,1,4,36,2,4,
"0201030080231605","0201030080231601","02010300802316","02010300802",1,647.510009765625,2,1,3,8,2,316,1,5,3,1,4,
"0201030080231606","0201030080231601","02010300802316","02010300802",1,647.510009765625,2,1,3,8,2,316,1,6,25,2,4,
"0201030080231607","0201030080231601","02010300802316","02010300802",1,647.510009765625,2,1,3,8,2,316,1,7,5,2,4,
"0201040020100601","0201040020100601","02010400201006","02010400201",1,756.8984375,2,1,4,2,1,6,1,1,36,2,3,"X"
"0201040020100602","0201040020100601","02010400201006","02010400201",1,756.8984375,2,1,4,2,1,6,1,2,19,1,4,
"0201040020100603","0201040020100601","02010400201006","02010400201",1,756.8984375,2,1,4,2,1,6,1,3,15,1,4,
"0201040020102401","0201040020102401","02010400201024","02010400201",1,756.8984375,2,1,4,2,1,24,1,1,36,2,3,"X"
"0201040020102402","0201040020102401","02010400201024","02010400201",1,756.8984375,2,1,4,2,1,24,1,2,12,2,4,
"0201040020102403","0201040020102401","02010400201024","02010400201",1,756.8984375,2,1,4,2,1,24,1,3,10,1,4,
"0201040020102404","0201040020102401","02010400201024","02010400201",1,756.8984375,2,1,4,2,1,24,1,4,8,1,4,
"0201040020102405","0201040020102401","02010400201024","02010400201",1,756.8984375,2,1,4,2,1,24,1,5,6,1,4,
"0201040020104401","0201040020104401","02010400201044","02010400201",1,756.8984375,2,1,4,2,1,44,1,1,31,1,3,"X"
"0201040020104402","0201040020104401","02010400201044","02010400201",1,756.8984375,2,1,4,2,1,44,1,2,28,2,4,
"0201040020104403","0201040020104401","02010400201044","02010400201",1,756.8984375,2,1,4,2,1,44,1,3,12,1,4,
"0201040020104404","0201040020104401","02010400201044","02010400201",1,756.8984375,2,1,4,2,1,44,1,4,10,1,4,
"0201040020104405","0201040020104401","02010400201044","02010400201",1,756.8984375,2,1,4,2,1,44,1,5,8,2,4,
"0201040020106201","0201040020106201","02010400201062","02010400201",1,756.8984375,2,1,4,2,1,62,1,1,26,1,3,"X"
"0201040020106202","0201040020106201","02010400201062","02010400201",1,756.8984375,2,1,4,2,1,62,1,2,20,2,4,
"0201040020106203","0201040020106201","02010400201062","02010400201",1,756.8984375,2,1,4,2,1,62,1,3,3,1,4,
"0201040020108301","0201040020108301","02010400201083","02010400201",1,756.8984375,2,1,4,2,1,83,1,1,54,1,3,"X"
"0201040020108302","0201040020108301","02010400201083","02010400201",1,756.8984375,2,1,4,2,1,83,1,2,46,2,4,
"0201040020108303","0201040020108301","02010400201083","02010400201",1,756.8984375,2,1,4,2,1,83,1,3,20,1,4,
"0201040020108304","0201040020108301","02010400201083","02010400201",1,756.8984375,2,1,4,2,1,83,1,4,18,2,4,
"0201040020108305","0201040020108301","02010400201083","02010400201",1,756.8984375,2,1,4,2,1,83,1,5,16,2,4,
"0201040020108306","0201040020108301","02010400201083","02010400201",1,756.8984375,2,1,4,2,1,83,1,6,14,2,4,
"0201040020108307","0201040020108301","02010400201083","02010400201",1,756.8984375,2,1,4,2,1,83,1,7,8,1,4,
"0201040020110101","0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,1,42,1,3,"X"
"0201040020110102","0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,2,34,2,4,
"0201040020110103","0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,3,17,2,4,
"0201040020110104","0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,4,15,2,4,
"0201040020110105","0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,5,13,2,4,
"0201040020110106","0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,6,11,2,4,
"0201040020110107","0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,7,9,1,4,
"0201040020110108","0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,8,6,1,4,
"0201040020110109","0201040020110101","02010400201101","02010400201",1,756.8984375,2,1,4,2,1,101,1,9,2,2,4,
"0201040020111901","0201040020111901","02010400201119","02010400201",1,756.8984375,2,1,4,2,1,119,1,1,35,1,3,"X"
"0201040020111902","0201040020111901","02010400201119","02010400201",1,756.8984375,2,1,4,2,1,119,1,2,26,2,4,
"0201040020111903","0201040020111901","02010400201119","02010400201",1,756.8984375,2,1,4,2,1,119,1,3,4,1,4,
"0201040020111904","0201040020111901","02010400201119","02010400201",1,756.8984375,2,1,4,2,1,119,1,4,2,1,4,
"0201040020113701","0201040020113701","02010400201137","02010400201",1,756.8984375,2,1,4,2,1,137,1,1,41,1,3,"X"
"0201040020113702","0201040020113701","02010400201137","02010400201",1,756.8984375,2,1,4,2,1,137,1,2,28,2,4,
"0201040020113703","0201040020113701","02010400201137","02010400201",1,756.8984375,2,1,4,2,1,137,1,3,10,1,4,
"0201040020113704","0201040020113701","02010400201137","02010400201",1,756.8984375,2,1,4,2,1,137,1,4,8,1,4,
"0201040020113705","0201040020113701","02010400201137","02010400201",1,756.8984375,2,1,4,2,1,137,1,5,8,1,4,
"0201040020113706","0201040020113701","02010400201137","02010400201",1,756.8984375,2,1,4,2,1,137,1,6,4,2,4,
"0201040020113707","0201040020113701","02010400201137","02010400201",1,756.8984375,2,1,4,2,1,137,1,7,2,1,4,
"0201040020113708","0201040020113701","02010400201137","02010400201",1,756.8984375,2,1,4,2,1,137,1,8,26,2,4,
"0201040020115501","0201040020115501","02010400201155","02010400201",1,756.8984375,2,1,4,2,1,155,1,1,41,1,3,"X"
"0201040020115502","0201040020115501","02010400201155","02010400201",1,756.8984375,2,1,4,2,1,155,1,2,10,1,4,
"0201040020115503","0201040020115501","02010400201155","02010400201",1,756.8984375,2,1,4,2,1,155,1,3,8,2,4,
"0201040020115504","0201040020115501","02010400201155","02010400201",1,756.8984375,2,1,4,2,1,155,1,4,4,2,4,
"0201040020117301","0201040020117301","02010400201173","02010400201",1,756.8984375,2,1,4,2,1,173,1,1,42,1,3,"X"
"0201040020117302","0201040020117301","02010400201173","02010400201",1,756.8984375,2,1,4,2,1,173,1,2,38,2,4,
"0201040020117303","0201040020117301","02010400201173","02010400201",1,756.8984375,2,1,4,2,1,173,1,3,20,2,4,
"0201040020117304","0201040020117301","02010400201173","02010400201",1,756.8984375,2,1,4,2,1,173,1,4,18,1,4,
"0201040020117305","0201040020117301","02010400201173","02010400201",1,756.8984375,2,1,4,2,1,173,1,5,16,1,4,
"0201050040400101","0201050040400101","02010500404001","02010500404",1,1478.2890625,2,1,5,4,4,1,1,1,22,1,2,"X"
"0201050040400102","0201050040400101","02010500404001","02010500404",1,1478.2890625,2,1,5,4,4,1,1,2,18,2,4,
"0201050040400401","0201050040400401","02010500404004","02010500404",1,1478.2890625,2,1,5,4,4,4,1,1,40,1,2,"X"
"0201050040400402","0201050040400401","02010500404004","02010500404",1,1478.2890625,2,1,5,4,4,4,1,2,23,2,4,
"0201050040400403","0201050040400401","02010500404004","02010500404",1,1478.2890625,2,1,5,4,4,4,1,3,3,2,4,
"0201050040400701","0201050040400701","02010500404007","02010500404",1,1478.2890625,2,1,5,4,4,7,1,1,23,1,2,"X"
"0201050040400702","0201050040400701","02010500404007","02010500404",1,1478.2890625,2,1,5,4,4,7,1,2,18,2,4,
"0201050040401001","0201050040401001","02010500404010","02010500404",1,1478.2890625,2,1,5,4,4,10,1,1,47,1,2,"X"
"0201050040401002","0201050040401001","02010500404010","02010500404",1,1478.2890625,2,1,5,4,4,10,1,2,30,2,4,
"0201050040401003","0201050040401001","02010500404010","02010500404",1,1478.2890625,2,1,5,4,4,10,1,3,15,2,4,
"0201050040401004","0201050040401001","02010500404010","02010500404",1,1478.2890625,2,1,5,4,4,10,1,4,12,1,4,
"0201050040401005","0201050040401001","02010500404010","02010500404",1,1478.2890625,2,1,5,4,4,10,1,5,8,1,4,
"0201050040401006","0201050040401001","02010500404010","02010500404",1,1478.2890625,2,1,5,4,4,10,1,6,6,1,4,
"0201050040401007","0201050040401001","02010500404010","02010500404",1,1478.2890625,2,1,5,4,4,10,1,7,3,2,,
"0201050040401301","0201050040401301","02010500404013","02010500404",1,1478.2890625,2,1,5,4,4,13,1,1,57,1,2,"X"
"0201050040401302","0201050040401301","02010500404013","02010500404",1,1478.2890625,2,1,5,4,4,13,1,2,28,2,4,
"0201050040401303","0201050040401301","02010500404013","02010500404",1,1478.2890625,2,1,5,4,4,13,1,3,10,1,4,
"0201050040401304","0201050040401301","02010500404013","02010500404",1,1478.2890625,2,1,5,4,4,13,1,4,7,1,4,
"0201050040401305","0201050040401301","02010500404013","02010500404",1,1478.2890625,2,1,5,4,4,13,1,5,5,1,4,
"0201050040401601","0201050040401601","02010500404016","02010500404",1,1478.2890625,2,1,5,4,4,16,1,1,40,1,2,"X"
"0201050040401602","0201050040401601","02010500404016","02010500404",1,1478.2890625,2,1,5,4,4,16,1,2,31,2,4,
"0201050040401603","0201050040401601","02010500404016","02010500404",1,1478.2890625,2,1,5,4,4,16,1,3,3,1,4,
"0201050040401901","0201050040401901","02010500404019","02010500404",1,1478.2890625,2,1,5,4,4,19,1,1,60,1,2,"X"
"0201050040401902","0201050040401901","02010500404019","02010500404",1,1478.2890625,2,1,5,4,4,19,1,2,40,2,4,
"0201050040401903","0201050040401901","02010500404019","02010500404",1,1478.2890625,2,1,5,4,4,19,1,3,10,2,4,
"0201050040401904","0201050040401901","02010500404019","02010500404",1,1478.2890625,2,1,5,4,4,19,1,4,4,1,4,
"0201050040401905","0201050040401901","02010500404019","02010500404",1,1478.2890625,2,1,5,4,4,19,1,5,0,2,4,
"0201050040402201","0201050040402201","02010500404022","02010500404",1,1478.2890625,2,1,5,4,4,22,1,1,33,1,2,"X"
"0201050040402202","0201050040402201","02010500404022","02010500404",1,1478.2890625,2,1,5,4,4,22,1,2,27,2,4,
"0201050040402203","0201050040402201","02010500404022","02010500404",1,1478.2890625,2,1,5,4,4,22,1,3,3,1,4,
"0201050040402801","0201050040402801","02010500404028","02010500404",1,1478.2890625,2,1,5,4,4,28,1,1,67,1,2,"X"
"0201050040402802","0201050040402801","02010500404028","02010500404",1,1478.2890625,2,1,5,4,4,28,1,2,22,1,4,
"0201050040402803","0201050040402801","02010500404028","02010500404",1,1478.2890625,2,1,5,4,4,28,1,3,18,1,4,
"0201050040402804","0201050040402801","02010500404028","02010500404",1,1478.2890625,2,1,5,4,4,28,1,4,13,1,4,
"0201050040402805","0201050040402801","02010500404028","02010500404",1,1478.2890625,2,1,5,4,4,28,1,5,10,1,4,
"0201050110300201","0201050110300201","02010501103002","02010501103",1,1668.57727050781,2,1,5,11,3,2,1,1,52,1,2,"X"
"0201050110300202","0201050110300201","02010501103002","02010501103",1,1668.57727050781,2,1,5,11,3,2,1,2,41,2,4,
"0201050110300203","0201050110300201","02010501103002","02010501103",1,1668.57727050781,2,1,5,11,3,2,1,3,10,1,4,
"0201050110300204","0201050110300201","02010501103002","02010501103",1,1668.57727050781,2,1,5,11,3,2,1,4,15,2,4,
"0201050110300205","0201050110300201","02010501103002","02010501103",1,1668.57727050781,2,1,5,11,3,2,1,5,18,1,4,
"0201050110300206","0201050110300201","02010501103002","02010501103",1,1668.57727050781,2,1,5,11,3,2,1,6,17,2,4,
"0201050110300801","0201050110300801","02010501103008","02010501103",1,1668.57727050781,2,1,5,11,3,8,1,1,49,1,2,"X"
"0201050110300802","0201050110300801","02010501103008","02010501103",1,1668.57727050781,2,1,5,11,3,8,1,2,25,2,4,
"0201050110300803","0201050110300801","02010501103008","02010501103",1,1668.57727050781,2,1,5,11,3,8,1,3,10,2,4,
"0201050110300804","0201050110300801","02010501103008","02010501103",1,1668.57727050781,2,1,5,11,3,8,1,4,8,2,4,
"0201050110300805","0201050110300801","02010501103008","02010501103",1,1668.57727050781,2,1,5,11,3,8,1,5,6,1,4,
"0201050110300806","0201050110300801","02010501103008","02010501103",1,1668.57727050781,2,1,5,11,3,8,1,6,4,2,4,
"0201050110300807","0201050110300801","02010501103008","02010501103",1,1668.57727050781,2,1,5,11,3,8,1,7,2,2,4,
"0201050110300808","0201050110300801","02010501103008","02010501103",1,1668.57727050781,2,1,5,11,3,8,1,8,1,2,4,
"0201050110301401","0201050110301401","02010501103014","02010501103",1,1668.57727050781,2,1,5,11,3,14,1,1,42,1,2,"X"
"0201050110301402","0201050110301401","02010501103014","02010501103",1,1668.57727050781,2,1,5,11,3,14,1,2,29,2,4,
