"household_id","ea_id","rural","pw","ent_id","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s11bq00","hh_s11bq01_a","hh_s11bq01_b","hh_s11bq01_c","hh_s11bq02","hh_s11bq03_a","hh_s11bq03_b","hh_s11bq04_a","hh_s11bq04_b","hh_s11bq05_a","hh_s11bq05_b","hh_s11bq06_a","hh_s11bq06_b","hh_s11bq07","hh_s11bq08_a","hh_s11bq08_b","hh_s11bq08_c","hh_s11bq09","hh_s11bq10","hh_s11bq11","hh_s11bq12_a","hh_s11bq12_b","hh_s11bq12_c","hh_s11bq12_d","hh_s11bq12_e","hh_s11bq13","hh_s11bq14","hh_s11bq15","hh_s11bq16_a","hh_s11bq16_b","hh_s11bq16_c","hh_s11bq17"
"07110400302162","07110400302",0,1363.1728515625,"0711040030216202",7,11,4,1,1,3,2,162,2,,4,,1,2,,2,,1,1984,1,,2,,,,6,21,0,2,3,4,,,480,300,2,83,,,2
"07110400302177","07110400302",0,1363.1728515625,"0711040030217701",7,11,4,1,1,3,2,177,1,,4,7,,1,,1,1,10,1980,1,2,,,,,6,25,0,1,4,,,,520,280,3,83,,,2
"07110400302177","07110400302",0,1363.1728515625,"0711040030217702",7,11,4,1,1,3,2,177,2,,7,,,5,,3,7,10,2003,1,2,,,,,7,26,0,3,,,,,40,150,,,,,
"07110502003075","07110502003",1,1456.9169921875,"0711050200307501",7,11,5,8,88,20,3,75,1,,4,,1,1,,1,,10,2003,1,2,2,5,4,3,7,8,0,1,,,,,6400,2700,2,,,,2
"07110800501002","07110800501",1,1555.48461914063,"0711080050100201",7,11,8,8,88,5,1,2,1,,3,,9,1,,1,,10,1998,3,4,1,12,2,4,6,7,0,1,,,,,300,100,2,83,,,2
"07110800501014","07110800501",1,1555.48461914063,"0711080050101401",7,11,8,8,88,5,1,14,1,,3,,9,1,,1,,12,2001,3,4,1,12,2,4,10,7,0,1,,,,,1000,400,4,83,102,,2
"07110800501038","07110800501",1,1555.48461914063,"0711080050103801",7,11,8,8,88,5,1,38,1,,3,,9,1,,1,,5,1984,3,,1,1,4,7,3,7,0,1,,,,,3000,200,3,82,,,2
"07110800501038","07110800501",1,1555.48461914063,"0711080050103802",7,11,8,8,88,5,1,38,2,,4,7,5,2,,1,,1,1996,2,,2,2,3,4,10,14,0,2,,,,,300,120,2,83,,,2
"07110800501063","07110800501",1,1555.48461914063,"0711080050106301",7,11,8,8,88,5,1,63,1,,3,,9,1,,1,,2,2000,3,,2,1,3,4,6,10,0,1,,,,,1000,300,3,83,,,2
"07110800501063","07110800501",1,1555.48461914063,"0711080050106302",7,11,8,8,88,5,1,63,2,,4,7,5,2,,1,,2,2000,1,,2,2,7,8,8,10,0,2,,,,,250,150,3,83,,,2
"07110800501075","07110800501",1,1555.48461914063,"0711080050107501",7,11,8,8,88,5,1,75,1,,3,,9,1,,1,,1,2003,3,,1,10,1,4,5,7,0,1,,,,,400,200,2,82,,,2
"07110800501087","07110800501",1,1555.48461914063,"0711080050108701",7,11,8,8,88,5,1,87,1,,4,7,5,1,,1,,5,1996,1,2,2,7,10,4,10,4,0,1,2,,,,150,100,2,83,,,2
"07110800501099","07110800501",1,1555.48461914063,"0711080050109901",7,11,8,8,88,5,1,99,1,,3,,9,1,,1,,1,2000,3,,1,2,10,12,5,7,0,1,,,,,500,200,3,82,,,2
"07110800501099","07110800501",1,1555.48461914063,"0711080050109902",7,11,8,8,88,5,1,99,2,,4,7,5,2,,1,,2,2001,1,,2,1,2,8,9,2,0,2,,,,,300,170,2,83,,,2
"07110800501111","07110800501",1,1555.48461914063,"0711080050111101",7,11,8,8,88,5,1,111,1,,3,,9,1,,1,,11,1996,3,4,1,1,2,4,3,7,0,1,,,,,2000,1000,4,83,,,2
"07120100102002","07120100102",1,522.677551269531,"0712010010200201",7,12,1,8,88,1,2,2,1,,9,,6,1,,1,,11,2003,1,,1,1,2,3,6,8,0,,,,,,200,0,2,93,,,2
"07120100102020","07120100102",1,522.677551269531,"0712010010202001",7,12,1,8,88,1,2,20,1,,7,,3,2,,1,,4,2002,2,,1,4,5,6,12,8,0,,,,,,400,200,2,,,,2
"07120100102056","07120100102",1,522.677551269531,"0712010010205601",7,12,1,8,88,1,2,56,1,,5,,3,4,,1,,10,2004,2,,1,10,11,12,5,8,0,4,,,,,150,0,1,,,,2
"07120100102074","07120100102",1,522.677551269531,"0712010010207401",7,12,1,8,88,1,2,74,1,,9,,1,1,,1,,11,2003,1,,1,12,3,1,6,15,0,,,,,,200,0,1,93,,,2
"07120100102191","07120100102",1,41.9260025024414,"0712010010219101",7,12,1,8,88,1,2,191,1,,9,,5,2,,1,,5,2004,1,,1,5,,,0,15,0,,,,,,200,500,1,81,,,2
"07120101602001","07120101602",1,713.898132324219,"0712010160200101",7,12,1,8,88,16,2,1,1,,4,9,2,2,,,,2,2000,2,1,1,3,4,5,8,18,0,1,,,,,160,0,3,,,,2
"07120101602013","07120101602",1,713.898132324219,"0712010160201301",7,12,1,8,88,16,2,13,1,,4,9,1,1,,1,,4,1981,1,,2,3,4,5,9,4,0,1,,,,,192,120,2,83,71,,2
"07120101602013","07120101602",1,713.898132324219,"0712010160201302",7,12,1,8,88,16,2,13,2,,1,7,6,2,,1,,6,2000,1,3,1,6,7,8,4,8,0,2,,,,,300,0,2,,,,2
"07120101602021","07120101602",1,713.898132324219,"0712010160202101",7,12,1,8,88,16,2,21,1,,4,9,1,1,,6,,4,2004,1,,1,4,,,1,8,0,1,,,,,120,100,2,71,83,,2
"07120101602037","07120101602",1,713.898132324219,"0712010160203701",7,12,1,8,88,16,2,37,1,,4,9,1,2,,2,,4,2004,1,,2,4,5,,2,9,0,2,,,,,216,180,2,83,,,2
"07120101602037","07120101602",1,713.898132324219,"0712010160203702",7,12,1,8,88,16,2,37,2,,4,9,2,2,,2,,3,2000,2,,1,3,4,5,6,22,0,2,,,,,200,,3,81,83,,2
"07120101602037","07120101602",1,713.898132324219,"0712010160203703",7,12,1,8,88,16,2,37,3,,4,9,1,1,,,,2,1987,2,,2,4,5,6,12,15,0,1,,,,,12,,1,,,,2
"07120101602049","07120101602",1,713.898132324219,"0712010160204901",7,12,1,8,88,16,2,49,1,,4,9,1,3,,2,,3,1988,1,,2,4,5,6,10,8,0,3,,,,,288,200,2,,,,2
"07120101602049","07120101602",1,713.898132324219,"0712010160204902",7,12,1,8,88,16,2,49,2,,1,7,6,4,,1,,3,2002,1,7,1,7,8,9,10,22,0,4,,,,,450,30,2,,,,2
"07120101602049","07120101602",1,713.898132324219,"0712010160204903",7,12,1,8,88,16,2,49,3,,4,9,1,2,3,1,,2,1988,2,,2,3,4,5,12,16,0,2,3,,,,70,60,1,71,83,,2
"07120101602061","07120101602",1,713.898132324219,"0712010160206101",7,12,1,8,88,16,2,61,1,,4,9,1,2,,2,,10,2003,1,,1,3,4,6,10,9,0,2,,,,,252,180,2,83,71,,2
"07120101602073","07120101602",1,713.898132324219,"0712010160207301",7,12,1,8,88,16,2,73,1,,4,9,1,2,,1,,10,1997,1,,2,3,4,6,12,10,0,2,,,,,240,180,2,82,,,2
"07120101602073","07120101602",1,713.898132324219,"0712010160207302",7,12,1,8,88,16,2,73,2,,1,9,1,2,,1,,2,1998,2,,2,2,3,4,12,16,0,2,,,,,24,0,2,,,,2
"07120101602085","07120101602",1,713.898132324219,"0712010160208501",7,12,1,8,88,16,2,85,1,,4,9,1,1,,1,,7,1982,1,,2,3,4,6,12,12,0,1,,,,,336,192,2,83,71,,2
"07120102802002","07120102802",1,582.166931152344,"0712010280200201",7,12,1,8,88,28,2,2,1,,4,9,1,2,,1,,3,1996,1,,1,3,4,5,3,15,0,2,,,,,80,50,1,,,,2
"07120102802012","07120102802",1,582.166931152344,"0712010280201201",7,12,1,8,88,28,2,12,1,,4,9,1,2,,1,,3,1990,1,2,1,3,4,5,10,5,0,2,3,,,,250,200,2,,,,2
"07120102802017","07120102802",1,582.166931152344,"0712010280201701",7,12,1,8,88,28,2,17,1,,4,9,1,2,,1,,4,1969,1,2,1,2,3,4,6,10,0,2,1,3,4,5,280,240,2,,,,2
"07120102802027","07120102802",1,582.166931152344,"0712010280202701",7,12,1,8,88,28,2,27,1,,4,9,1,2,,1,,2,2004,1,2,1,2,3,4,5,17,0,2,,,,,180,140,2,,,,2
"07120102802032","07120102802",1,582.166931152344,"0712010280203201",7,12,1,8,88,28,2,32,1,,4,9,1,2,,1,5,3,1999,1,,1,3,4,5,5,15,0,2,,,,,65,40,2,,,,2
"07120102802047","07120102802",1,582.166931152344,"0712010280204701",7,12,1,8,88,28,2,47,1,,4,9,1,2,,1,,2,1988,1,,1,2,3,4,5,0,2,,,,,,72,50,2,,,,2
"07120102802062","07120102802",1,582.166931152344,"0712010280206201",7,12,1,8,88,28,2,62,1,,4,9,1,2,,1,,2,2002,2,1,1,5,6,7,3,12,0,2,3,4,,,200,120,2,,,,2
"07120102802092","07120102802",1,582.166931152344,"0712010280209201",7,12,1,8,88,28,2,92,1,,4,9,1,1,,1,,1,1972,2,,1,2,3,4,3,15,0,1,,,,,22,0,2,,,,2
"07120102802107","07120102802",1,582.166931152344,"0712010280210701",7,12,1,8,88,28,2,107,1,,4,9,1,2,,1,,1,2000,2,,1,1,2,3,4,10,0,2,,,,,40,0,2,,,,2
"07120102802122","07120102802",1,582.166931152344,"0712010280212201",7,12,1,8,88,28,2,122,1,,4,9,1,2,,1,,5,1978,2,1,1,1,2,3,7,15,0,2,1,3,4,,50,25,2,,,,2
"07120102802137","07120102802",1,582.166931152344,"0712010280213701",7,12,1,8,88,28,2,137,1,,4,9,1,1,,1,,1,1976,2,,1,1,2,3,5,15,,1,,,,,20,0,2,,,,2
"07130101301021","07130101301",1,1546.44384765625,"0713010130102101",7,13,1,8,88,13,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07130102505016","07130102505",1,1314.47729492188,"0713010250501601",7,13,1,8,88,25,5,16,1,,5,,5,3,,1,7,2,2003,3,2,1,2,3,4,4,5,0,,,,,,1000,1060,2,81,71,,2
"07130102505026","07130102505",1,1314.47729492188,"0713010250502601",7,13,1,8,88,25,5,26,1,,5,,5,3,,1,7,2,2004,3,2,1,2,3,4,4,5,0,,,,,,2410,40,2,61,72,131,2
"07130102505061","07130102505",1,1314.47729492188,"0713010250506101",7,13,1,8,88,25,5,61,1,,7,,5,2,,10,,2,2004,3,,1,2,3,4,3,4,0,,,,,,165,135,2,81,61,72,2
"07130102505106","07130102505",1,1314.47729492188,"0713010250510601",7,13,1,8,88,25,5,106,1,,5,,3,1,,1,,4,1999,1,2,2,2,3,4,12,8,0,,,,,,700,60,2,81,71,72,2
"07130102505106","07130102505",1,1314.47729492188,"0713010250510602",7,13,1,8,88,25,5,106,2,,5,,3,2,,1,,2,2004,3,2,1,2,3,4,3,8,0,,,,,,1200,14,3,81,,,2
"07140100402026","07140100402",1,321.014465332031,"0714010040202601",7,14,1,8,88,4,2,26,1,,4,,1,2,,1,,3,1990,1,,2,3,7,10,12,20,0,3,,,,,600,240,2,81,,,2
"07140100402047","07140100402",1,321.014465332031,"0714010040204701",7,14,1,8,88,4,2,47,1,,4,,1,3,,8,,2,2004,1,,2,2,5,,2,12,0,,,,,,270,200,2,83,81,,2
"07140100402047","07140100402",1,321.014465332031,"0714010040204702",7,14,1,8,88,4,2,47,2,,4,,6,2,,8,,2,2004,1,,2,2,5,,2,11,0,,,,,,320,250,2,83,81,,2
"07140100402068","07140100402",1,321.014465332031,"0714010040206801",7,14,1,8,88,4,2,68,1,,4,,1,1,,7,,10,2003,1,,1,10,11,12,8,4,3,4,,,,,4200,2360,3,81,,,1
"07140100402089","07140100402",1,321.014465332031,"0714010040208901",7,14,1,8,88,4,2,89,1,,4,,1,2,,1,,1,2000,1,,1,4,10,11,12,15,0,,,,,,210,140,2,81,,,2
"07140100402111","07140100402",1,321.014465332031,"0714010040211101",7,14,1,8,88,4,2,111,1,,7,,2,1,,5,,2,1987,1,2,2,3,5,10,12,12,0,,,,,,280,35,3,31,,,2
"07140100402132","07140100402",1,321.014465332031,"0714010040213201",7,14,1,8,88,4,2,132,1,,4,,1,2,,1,,1,1989,1,,1,2,8,10,7,15,0,,,,,,280,160,2,31,,,2
"07140100402153","07140100402",1,321.014465332031,"0714010040215301",7,14,1,8,88,4,2,153,1,,4,,1,2,,1,,5,1991,1,,2,3,8,10,12,12,0,,,,,,1000,600,2,81,,,2
"07140100402153","07140100402",1,321.014465332031,"0714010040215302",7,14,1,8,88,4,2,153,2,,9,,6,1,,1,,2,2004,1,,1,5,4,3,6,30,0,,,,,,2400,500,2,93,122,,2
"07140100402175","07140100402",1,321.014465332031,"0714010040217501",7,14,1,8,88,4,2,175,1,,4,,1,1,2,1,,4,2000,1,,1,2,5,10,12,20,0,1,2,,,,100,70,2,81,,,2
"07140101303024","07140101303",1,265.150848388672,"0714010130302401",7,14,1,8,88,13,3,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07150100704040","07150100704",1,1595.94213867188,"0715010070404001",7,15,1,8,88,7,4,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07150100704058","07150100704",1,1595.94213867188,"0715010070405801",7,15,1,8,88,7,4,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07150100704094","07150100704",1,1595.94213867188,"0715010070409401",7,15,1,8,88,7,4,94,1,,7,,2,2,,1,,1,2003,1,,2,1,2,3,12,8,0,2,,,,,300,200,2,,,,2
"07150104404155","07150104404",1,1343.49609375,"0715010440415501",7,15,1,8,88,44,4,155,1,,4,,1,3,,2,7,3,2003,1,,2,11,1,2,12,5,0,,,,,,300,850,2,81,,,2
"07150104404179","07150104404",1,1343.49609375,"0715010440417901",7,15,1,8,88,44,4,179,1,,4,,1,1,,2,,4,2004,1,,2,4,,,1,10,0,,,,,,490,230,2,81,,,2
"07160101705001","07160101705",1,1421.83569335938,"0716010170500101",7,16,1,8,88,17,5,1,1,,4,,1,1,,1,,8,1989,1,2,1,4,5,6,6,14,0,1,,,,,130,100,3,,,,2
"07160101705009","07160101705",1,220.781921386719,"0716010170500901",7,16,1,8,88,17,5,9,1,,4,,1,1,,2,,2,1998,1,2,1,2,3,5,6,16,0,1,,,,,180,120,4,,,,2
"07160101705034","07160101705",1,1421.83569335938,"0716010170503401",7,16,1,8,88,17,5,34,1,,4,,1,2,,1,,3,1990,1,,1,5,6,7,4,21,0,6,7,,,,250,150,3,,,,2
"07160101705049","07160101705",1,1421.83569335938,"0716010170504901",7,16,1,8,88,17,5,49,1,,1,3,3,1,,,,3,2002,2,,2,2,3,4,12,8,0,1,,,,,300,0,3,81,,,2
"07160101705065","07160101705",1,1421.83569335938,"0716010170506501",7,16,1,8,88,17,5,65,1,,4,,1,2,,1,,3,1999,1,,1,3,4,5,4,13,0,2,,,,,200,120,2,,,,2
"07160101705080","07160101705",1,1421.83569335938,"0716010170508001",7,16,1,8,88,17,5,80,1,,4,,1,1,,1,,1,1998,1,,1,3,4,,2,13,0,,,,,,100,120,2,83,,,2
"07160101705095","07160101705",1,1421.83569335938,"0716010170509501",7,16,1,8,88,17,5,95,1,,4,,1,2,5,1,,1,1999,1,,1,1,3,5,7,12,0,,,,,,300,200,2,81,,,2
"07160101705110","07160101705",1,1421.83569335938,"0716010170511001",7,16,1,8,88,17,5,110,1,,4,,1,2,,1,,3,1993,1,,1,3,5,,5,15,0,2,,,,,130,250,2,81,83,,2
"07160101705125","07160101705",1,1421.83569335938,"0716010170512501",7,16,1,8,88,17,5,125,1,,4,,1,2,,1,,5,2000,1,,1,5,6,11,4,25,0,5,6,,,,170,120,2,,,,2
"07160101705137","07160101705",1,220.781921386719,"0716010170513701",7,16,1,8,88,17,5,137,1,,1,,3,1,,,,4,2003,2,,2,5,6,7,12,8,0,,,,,,200,0,5,81,,,2
"07160101705142","07160101705",1,1421.83569335938,"0716010170514201",7,16,1,8,88,17,5,142,1,,4,4,1,2,7,1,,3,2000,1,2,1,3,4,5,8,16,0,4,5,6,,,300,150,2,81,,,2
"07170100103001","07170100103",1,1195.92541503906,"0717010010300101",7,17,1,8,88,1,3,1,1,,4,,1,1,,1,,10,2001,1,,2,3,4,5,12,15,0,,,,,,150,50,2,32,42,,2
"07170100103072","07170100103",1,41.9622955322266,"0717010010307201",7,17,1,8,88,1,3,72,1,,4,,3,1,,8,,3,2003,2,1,1,3,4,5,12,8,0,,,,,,240,190,2,83,,,2
"07170100103072","07170100103",1,41.9622955322266,"0717010010307202",7,17,1,8,88,1,3,72,2,,7,,3,1,,8,,4,2004,2,,1,4,5,,1,8,0,,,,,,120,80,2,83,,,2
"07170100103137","07170100103",1,1195.92541503906,"0717010010313701",7,17,1,8,88,1,3,137,1,,7,,3,2,,8,,3,2003,2,3,1,3,4,5,5,2,0,1,,,,,50,10,2,81,82,83,2
"07170100103182","07170100103",1,41.9622955322266,"0717010010318201",7,17,1,8,88,1,3,182,1,,4,,1,1,,2,7,3,2004,2,1,1,3,4,5,3,8,0,2,,,,,60,40,2,83,22,,2
"07170100103192","07170100103",1,1195.92541503906,"0717010010319201",7,17,1,8,88,1,3,192,1,,4,,3,1,,1,,4,2002,2,1,1,3,4,5,6,2,0,,,,,,50,45,1,83,,,2
"07170200104008","07170200104",0,854.293884277344,"0717020010400801",7,17,2,2,1,1,4,8,1,,4,,2,1,,2,,1,2004,2,1,2,3,4,5,4,18,0,1,,,,,900,300,3,81,82,83,2
"07170200104008","07170200104",0,854.293884277344,"0717020010400802",7,17,2,2,1,1,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07170200104016","07170200104",0,854.293884277344,"0717020010401601",7,17,2,2,1,1,4,16,1,,4,,3,1,,8,,5,2003,2,3,2,10,11,12,12,20,,2,,,,,480,120,5,81,,,2
"07170200104032","07170200104",0,854.293884277344,"0717020010403201",7,17,2,2,1,1,4,32,1,,4,,1,1,,2,,1,1999,1,,2,4,5,6,12,18,0,1,,,,,380,150,3,81,83,,2
"07170200104048","07170200104",0,854.293884277344,"0717020010404801",7,17,2,2,1,1,4,48,1,,4,,1,1,2,2,,1,2004,1,2,2,3,2,4,4,30,,2,,,,,1200,700,5,81,83,,2
"07170200104056","07170200104",0,854.293884277344,"0717020010405601",7,17,2,2,1,1,4,56,1,,9,,6,1,,7,,1,2003,1,,2,1,1,3,12,30,0,1,,,,,3000,1200,5,122,122,,1
"07170200104056","07170200104",0,854.293884277344,"0717020010405602",7,17,2,2,1,1,4,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07170200104064","07170200104",0,854.293884277344,"0717020010406401",7,17,2,2,1,1,4,64,1,,15,,4,1,,2,,1,2004,1,2,2,3,2,,4,26,,1,,,,,400,60,5,81,,,2
"07170200104080","07170200104",0,854.293884277344,"0717020010408001",7,17,2,2,1,1,4,80,1,,7,,3,1,,2,,3,1999,2,3,2,3,4,5,12,26,0,1,,,,,2000,60000,5,61,81,63,1
"07170200104088","07170200104",0,854.293884277344,"0717020010408801",7,17,2,2,1,1,4,88,1,,7,,3,1,,8,,1,2001,2,,2,6,7,8,12,4,,1,,,,,1800,1200,2,81,,,2
"07170200104096","07170200104",0,854.293884277344,"0717020010409601",7,17,2,2,1,1,4,96,1,,4,,1,1,,2,,1,1994,1,2,2,10,11,12,12,12,0,1,,,,,1200,700,2,81,,,2
"07170200803003","07170200803",1,1668.341796875,"0717020080300301",7,17,2,8,88,8,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07170200803011","07170200803",1,1668.341796875,"0717020080301101",7,17,2,8,88,8,3,11,1,,7,,6,1,,2,9,1,1998,2,,1,3,4,5,5,4,0,1,2,,,,2000,1550,3,81,61,,2
"07170200803023","07170200803",1,1668.341796875,"0717020080302301",7,17,2,8,88,8,3,23,1,,4,,2,2,,2,,7,1983,1,2,2,5,6,7,8,20,0,2,3,,,,150,50,3,81,61,83,2
"07170200803063","07170200803",1,1668.341796875,"0717020080306301",7,17,2,8,88,8,3,63,1,,4,,2,2,,2,,5,1984,1,2,2,5,6,7,5,24,0,1,3,,,,150,100,2,83,81,,
"07170200803099","07170200803",1,1668.341796875,"0717020080309901",7,17,2,8,88,8,3,99,1,,7,,6,1,2,10,,4,1999,2,,1,4,5,6,5,24,0,1,2,3,,,1000,540,3,81,,,2
"07170301401006","07170301401",1,1343.45422363281,"0717030140100601",7,17,3,8,88,14,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07170301401096","07170301401",1,1343.45422363281,"0717030140109601",7,17,3,8,88,14,1,96,1,,4,,6,1,,2,,1,2003,1,,1,1,5,3,12,8,0,1,,,,,200,750,2,81,61,,2
"07170301401114","07170301401",1,1343.45422363281,"0717030140111401",7,17,3,8,88,14,1,114,1,,7,,3,2,,1,7,3,2002,2,1,2,1,4,12,10,10,0,1,,,,,1200,600,4,81,61,,2
"07180100101073","07180100101",1,691.627624511719,"0718010010107301",7,18,1,8,88,1,1,73,1,,5,,3,1,,1,,4,2002,1,2,1,4,,,12,4,0,,,,,,3000,2700,2,,,,1
"07180100101091","07180100101",1,691.627624511719,"0718010010109101",7,18,1,8,88,1,1,91,1,,4,,1,3,,1,2,1,2001,1,2,1,1,2,3,10,25,0,,,,,,500,400,2,83,82,,2
"07180100101091","07180100101",1,691.627624511719,"0718010010109102",7,18,1,8,88,1,1,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07180100101127","07180100101",1,691.627624511719,"0718010010112701",7,18,1,8,88,1,1,127,1,,4,,1,1,,1,,3,2001,1,,2,2,3,4,10,8,0,2,3,,,,80,70,1,,,,2
"07180101001003","07180101001",1,698.073059082031,"0718010100100301",7,18,1,8,88,10,1,3,1,,7,,3,3,,7,,1,2003,2,,1,1,10,,4,4,0,3,,,,,20,300,2,81,,,2
"07180101001013","07180101001",1,698.073059082031,"0718010100101301",7,18,1,8,88,10,1,13,1,,13,,6,1,,10,,2,2004,1,,1,3,,,3,8,1,1,,,,,25,,2,,,,2
"07180101001048","07180101001",1,698.073059082031,"0718010100104801",7,18,1,8,88,10,1,48,1,,4,,1,2,1,10,,1,2003,2,1,2,4,,,12,18,0,2,1,,,,50,10,2,81,83,,2
"07180101001051","07180101001",1,45.436710357666,"0718010100105101",7,18,1,8,88,10,1,51,1,,4,,1,1,,2,,1,2003,2,1,2,9,10,11,12,26,0,1,,,,,49,100,4,131,,,2
"07180101001108","07180101001",1,698.073059082031,"0718010100110801",7,18,1,8,88,10,1,108,1,,4,,3,5,,7,,12,2003,2,1,2,12,,,6,1,0,5,,,,,169,130,2,81,,,2
"07180101001123","07180101001",1,698.073059082031,"0718010100112301",7,18,1,8,88,10,1,123,1,,7,,3,1,,7,,4,2003,2,,2,4,,,12,12,1,1,,,,,160,80,4,81,,,2
"07190102302002","07190102302",1,715.249084472656,"0719010230200201",7,19,1,8,88,23,2,2,1,,4,,1,1,,1,,3,1999,1,,2,2,3,4,12,3,0,2,,,,,160,140,2,82,,,2
"07190102302020","07190102302",1,715.249084472656,"0719010230202001",7,19,1,8,88,23,2,20,1,,4,,1,2,,1,,7,1993,3,1,2,4,5,6,12,4,0,2,,,,,480,400,4,31,,,2
"07190102302020","07190102302",1,715.249084472656,"0719010230202002",7,19,1,8,88,23,2,20,2,,4,,6,1,,1,,8,2001,3,1,2,5,6,7,10,10,0,1,,,,,440,80,2,12,,,2
"07190102302038","07190102302",1,715.249084472656,"0719010230203801",7,19,1,8,88,23,2,38,1,,4,,1,2,,1,,2,2003,1,,1,3,4,5,6,1,0,2,,,,,150,120,2,,,,2
"07190102302092","07190102302",1,715.249084472656,"0719010230209201",7,19,1,8,88,23,2,92,1,,4,,1,2,,1,,2,1980,1,,1,3,4,5,8,2,0,2,,,,,240,200,4,,,,2
"07190102302128","07190102302",1,715.249084472656,"0719010230212801",7,19,1,8,88,23,2,128,1,,4,,1,2,,1,,9,1978,1,2,2,3,4,5,11,20,0,2,,,,,220,200,4,31,,,2
"07200101203034","07200101203",1,3395.18994140625,"0720010120303401",7,20,1,8,88,12,3,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07200203802014","07200203802",1,3420.373046875,"0720020380201401",7,20,2,8,88,38,2,14,1,,7,,3,1,2,1,,1,1998,1,,1,1,2,3,3,8,0,,,,,,800,700,2,81,83,,2
"07200203802128","07200203802",1,3420.373046875,"0720020380212801",7,20,2,8,88,38,2,128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07200203802146","07200203802",1,3420.373046875,"0720020380214601",7,20,2,8,88,38,2,146,1,,7,,3,1,,1,,1,2000,3,,1,1,2,3,3,30,0,,,,,,6000,5000,2,72,,,2
"07200500107002","07200500107",0,748.459411621094,"0720050010700201",7,20,5,8,88,1,7,2,1,,7,,3,2,,2,,3,2002,1,,2,3,4,5,9,8,0,1,3,4,5,6,300,250,2,83,,,2
"07200500107010","07200500107",0,748.459411621094,"0720050010701001",7,20,5,8,88,1,7,10,1,,7,,1,1,3,1,,4,2000,1,,2,4,5,6,12,8,0,3,,,,,500,260,3,83,,,2
"07200500107034","07200500107",0,748.459411621094,"0720050010703401",7,20,5,8,88,1,7,34,1,,5,,2,1,,2,,8,1989,1,,2,5,6,4,12,8,0,,,,,,400,120,2,83,,,2
"07200500107042","07200500107",0,748.459411621094,"0720050010704201",7,20,5,8,88,1,7,42,1,,9,5,3,2,,2,,4,1981,1,,2,3,4,5,12,4,0,2,,,,,250,85,2,82,,,2
"07200500107042","07200500107",0,748.459411621094,"0720050010704202",7,20,5,8,88,1,7,42,2,,15,,1,1,,2,,9,1972,1,,2,13,9,7,12,2,0,1,,,,,60,0,2,83,,,2
"07200500107050","07200500107",0,748.459411621094,"0720050010705001",7,20,5,8,88,1,7,50,1,,9,,4,1,,2,,7,2002,1,2,2,4,5,6,12,27,0,1,4,,,,900,500,2,82,83,,2
"07200500107058","07200500107",0,748.459411621094,"0720050010705801",7,20,5,8,88,1,7,58,1,,5,,3,2,1,2,,6,1979,2,1,2,4,5,6,10,4,0,,,,,,100,20,2,83,,,2
"07200500107066","07200500107",0,748.459411621094,"0720050010706601",7,20,5,8,88,1,7,66,1,,7,,3,1,,2,,6,1992,2,1,2,4,3,5,12,4,1,1,,,,,200,80,2,83,,,2
"07200500107074","07200500107",0,748.459411621094,"0720050010707401",7,20,5,8,88,1,7,74,1,,8,,3,1,,2,,3,2000,2,1,2,4,5,6,12,8,0,1,2,,,,4112,2256,3,71,73,75,2
"07200500107082","07200500107",0,748.459411621094,"0720050010708201",7,20,5,8,88,1,7,82,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07200500107090","07200500107",0,748.459411621094,"0720050010709001",7,20,5,8,88,1,7,90,1,,7,,3,1,,8,,3,2002,2,1,2,3,4,5,12,4,0,,,,,,5400,5000,3,82,,,2
"07200500604058","07200500604",1,3455.634765625,"0720050060405801",7,20,5,8,88,6,4,58,1,,0,,3,1,,1,,1,2004,2,,2,2,3,4,5,8,1,1,,,,,240,144,,81,,,2
"07210103003034","07210103003",1,1881.1435546875,"0721010300303401",7,21,1,8,88,30,3,34,1,,5,7,3,1,,1,,2,2003,2,,1,2,3,4,7,12,1,1,,,,,36000,30000,1,131,123,81,2
"07210106202041","07210106202",1,1442.81896972656,"0721010620204101",7,21,1,8,88,62,2,41,1,,5,7,3,1,,1,,4,2004,2,,1,3,4,5,5,4,,1,,,,,300,250,1,71,72,75,2
"12010100401011","12010100401",1,249.821319580078,"1201010040101101",12,1,1,8,88,4,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
