"holder_id","household_id","ea_id","parcel_id","field_id","rid","qa_type_plot","dist_household","plot_srtmslp","plot_srtm","plot_twi"
"0307130130404001","03071301304040","03071301304",1,2,8939,1,0,4.42,1980,13
"0307130130404001","03071301304040","03071301304",1,4,8941,1,0.02,4.99,1980,13
"0307130130404001","03071301304040","03071301304",2,1,8943,1,0.66,2.37,1985,14
"0307130130404001","03071301304040","03071301304",3,1,8944,1,1.18,3.25,1981,13
"0307130130404001","03071301304040","03071301304",3,2,8945,1,1.22,3.09,1978,12
"0307130130404001","03071301304040","03071301304",4,1,8946,1,0.84,2.12,1989,13
"0307130130405801","03071301304058","03071301304",1,2,8948,1,0,5.38,1970,13
"0307130130407801","03071301304078","03071301304",1,1,8950,1,0,4.34,1994,13
"0307130130407801","03071301304078","03071301304",1,2,8951,1,0.06,4.12,1994,14
"0307130130407801","03071301304078","03071301304",1,6,8955,1,0.02,4.24,1994,13
"0307130130407801","03071301304078","03071301304",2,1,8956,1,0.4,5.29,2016,12
"0307130130407801","03071301304078","03071301304",2,2,8957,1,0.44,4.83,2017,12
"0307130130407801","03071301304078","03071301304",3,1,8958,1,1.2,4.02,1997,14
"0307130130407801","03071301304078","03071301304",3,2,8959,1,1.26,4.93,1993,13
"0307130130407801","03071301304078","03071301304",3,3,8960,1,1.23,4.48,1995,13
"0307130130407801","03071301304078","03071301304",4,1,8961,1,1.9,8,1970,13
"0307130130407801","03071301304078","03071301304",4,2,8962,1,1.96,5.77,1962,13
"0307130130409601","03071301304096","03071301304",1,2,8964,1,0,7.15,2006,13
"0307130130409601","03071301304096","03071301304",1,4,8966,1,0.05,7.71,2005,12
"0307130130409601","03071301304096","03071301304",2,1,8968,1,0.76,6.42,2019,14
"0307130130409601","03071301304096","03071301304",2,2,8969,1,0.8,7.01,2015,14
"0307130130409601","03071301304096","03071301304",2,3,8970,1,0.78,6.77,2017,14
"0307130130409601","03071301304096","03071301304",3,1,8971,1,0.57,3.86,2020,13
"0307130130411401","03071301304114","03071301304",1,1,8972,1,0.06,7.4,2004,13
"0307130130411401","03071301304114","03071301304",2,1,8975,1,0.74,6.82,2033,12
"0307130130411401","03071301304114","03071301304",3,1,8976,1,0.54,2.77,2038,13
"0307130130411401","03071301304114","03071301304",4,1,8977,1,0.64,5.24,2034,14
"0307130130411401","03071301304114","03071301304",4,2,8978,1,0.59,5.16,2032,13
"0307130130411401","03071301304114","03071301304",5,1,8979,3,0.47,4.2,2031,14
"0307130130411401","03071301304114","03071301304",6,1,8980,1,1.03,7.38,2041,12
"0307130130411401","03071301304114","03071301304",7,1,8981,1,0.26,6.52,2023,13
"0307130130411401","03071301304114","03071301304",7,2,8982,1,0.24,6.7,2021,13
"0307130130411401","03071301304114","03071301304",7,3,8983,1,0.28,6.39,2024,13
"0307130130415001","03071301304150","03071301304",1,1,8984,1,0,4.64,2001,14
"0307130130415001","03071301304150","03071301304",1,2,8985,1,0.02,4.84,2000,13
"0307130130415001","03071301304150","03071301304",1,3,8986,1,0.03,4.51,2001,14
"0307130130415001","03071301304150","03071301304",1,4,8987,1,0.06,4.2,2003,13
"0307130130415001","03071301304150","03071301304",1,5,8988,1,0.07,4.09,2002,13
"0307130130415001","03071301304150","03071301304",1,7,8990,1,0.02,4.62,2001,14
"0307130130415001","03071301304150","03071301304",2,1,8991,1,0.2,4.42,2008,14
"0307130130415001","03071301304150","03071301304",3,1,8993,1,0.5,6.92,2020,14
"0307130130415001","03071301304150","03071301304",3,2,8994,1,0.54,7.66,2023,14
"0307130130415001","03071301304150","03071301304",4,1,8995,1,0.29,5.48,2012,13
"0307130130415001","03071301304150","03071301304",4,2,8996,1,0.31,5.68,2014,13
"0307130130415001","03071301304150","03071301304",5,1,8997,1,0.93,2.78,1969,13
"0307130130415001","03071301304150","03071301304",7,1,8999,1,0.29,4.05,2006,13
"0307130130415001","03071301304150","03071301304",8,1,9000,1,0.04,4.62,2001,14
"0307130130415001","03071301304150","03071301304",9,1,9001,3,0.64,2.35,1977,12
"0307130130416801","03071301304168","03071301304",1,1,9002,1,0.05,4.93,1983,12
"0307130130416801","03071301304168","03071301304",1,5,9006,1,0.03,5.5,1982,12
"0307130130416801","03071301304168","03071301304",1,6,9007,1,0.11,5.04,1985,12
"0307130130416801","03071301304168","03071301304",1,7,9008,1,0.17,5.11,1987,12
"0307130130416801","03071301304168","03071301304",1,8,9009,3,0.3,6.5,1983,14
"0307130130416801","03071301304168","03071301304",2,1,9010,1,1.18,6.12,2018,13
"0307130130416801","03071301304168","03071301304",3,1,9011,1,1.2,6.39,2017,13
"0307130130416801","03071301304168","03071301304",4,1,9012,1,0.47,6.18,2002,13
"0307130130416801","03071301304168","03071301304",5,1,9013,1,1.56,3.53,2042,13
"0307130130416801","03071301304168","03071301304",6,1,9014,1,0.99,4.74,1977,13
"0307130130416801","03071301304168","03071301304",7,1,9015,1,0.38,5.51,1980,14
"0307130130418601","03071301304186","03071301304",1,2,9017,1,0,6.3,1994,12
"0307130130418601","03071301304186","03071301304",1,3,9018,1,0.02,6.28,1993,13
"0307130130418601","03071301304186","03071301304",2,1,9020,1,0.93,5.98,2010,14
"0307130130418601","03071301304186","03071301304",2,2,9021,1,0.94,6.01,2014,13
"0307130130418601","03071301304186","03071301304",3,1,9022,1,1.22,6.31,1964,16
"0308020150300301","03080201503003","03080201503",2,1,9024,1,1.42,18.71,1966,12
"0308020150300301","03080201503003","03080201503",2,2,9025,1,1.66,32.3,1976,10
"0308020150300301","03080201503003","03080201503",3,1,9026,1,1.03,12.4,1878,12
"0308020150302101","03080201503021","03080201503",1,2,9028,1,1.67,9.72,2032,11
"0308020150302101","03080201503021","03080201503",2,3,9031,1,1.12,29.13,1939,11
"0308020150302101","03080201503021","03080201503",3,1,9032,1,1.22,38.53,1970,12
"0308020150304001","03080201503040","03080201503",2,1,9034,1,0.34,27.73,1940,11
"0308020150304001","03080201503040","03080201503",3,1,9035,1,0.64,11.49,1870,13
"0308020150304001","03080201503040","03080201503",4,1,9036,1,1.25,29.76,1808,16
"0308020150304001","03080201503040","03080201503",5,1,9037,1,0.89,13.41,1917,12
"0308020150304001","03080201503040","03080201503",6,1,9038,1,1.83,5.98,1852,12
"0308020150305901","03080201503059","03080201503",1,1,9039,1,0,7.04,1857,12
"0308020150305901","03080201503059","03080201503",1,2,9040,1,0.01,6.89,1857,12
"0308020150305901","03080201503059","03080201503",1,3,9041,1,0.02,7.21,1855,12
"0308020150305901","03080201503059","03080201503",2,1,9042,3,1.45,17.42,1871,11
"0308020150305901","03080201503059","03080201503",3,1,9043,1,1.8,11.36,1852,11
"0308020150305901","03080201503059","03080201503",4,1,9044,1,2.05,18.5,1852,13
"0308020150305901","03080201503059","03080201503",4,2,9045,1,3.23,32.55,2058,11
"0308020150305901","03080201503059","03080201503",5,1,9046,1,2.36,17.76,2093,11
"0308020150308001","03080201503080","03080201503",1,1,9047,1,0,11.07,1895,12
"0308020150308001","03080201503080","03080201503",1,2,9048,1,0.02,10.51,1896,12
"0308020150308001","03080201503080","03080201503",2,1,9049,1,1.31,11.54,2002,11
"0308020150308001","03080201503080","03080201503",3,1,9050,3,1.46,17.37,2033,11
"0308020150308001","03080201503080","03080201503",3,2,9051,1,1.28,16.66,1956,12
"0308020150308001","03080201503080","03080201503",3,3,9052,1,1.96,14.94,2052,12
"0308020150308001","03080201503080","03080201503",3,4,9053,1,1.94,12.99,2046,12
"0308020150308001","03080201503080","03080201503",3,5,9054,1,1.95,14.74,2052,12
"0308020150308001","03080201503080","03080201503",4,1,9055,1,1.45,22.04,2029,11
"0308020150308001","03080201503080","03080201503",5,1,9056,1,0.63,23.46,1906,12
"0308020150308001","03080201503080","03080201503",6,1,9057,1,2.01,18.52,2068,12
"0308020150308001","03080201503080","03080201503",7,1,9058,1,7.73,19.87,2049,11
"0308020150310301","03080201503103","03080201503",2,1,9060,1,0.57,9.28,1843,14
"0308020150310301","03080201503103","03080201503",2,2,9061,1,0.33,15.86,1880,12
"0308020150310301","03080201503103","03080201503",3,1,9062,1,0.2,14.83,1877,12
"0308020150310301","03080201503103","03080201503",4,2,9064,1,0.2,15.36,1878,12
"0308020150310301","03080201503103","03080201503",5,2,9066,3,0.26,14.22,1873,12
"0308020150312201","03080201503122","03080201503",2,1,9068,1,0.78,20.73,1951,12
"0308020150312201","03080201503122","03080201503",3,1,9069,1,0.69,20.31,1961,11
"0308020150312201","03080201503122","03080201503",3,2,9070,1,0.51,27.02,1944,12
"0308020150312201","03080201503122","03080201503",4,1,9071,1,0.34,13.84,1913,14
"0308020150312201","03080201503122","03080201503",5,1,9072,1,1.67,8.2,1847,14
"0308020150314001","03080201503140","03080201503",2,1,9076,1,0.13,26.13,1930,11
"0308020150314001","03080201503140","03080201503",2,2,9077,1,0.08,21.87,1946,11
"0308020150314001","03080201503140","03080201503",3,1,9078,1,0.81,23.33,1951,14
"0308020150314001","03080201503140","03080201503",3,2,9079,1,0.82,26.69,1955,13
"0308020150315801","03080201503158","03080201503",1,1,9080,1,0,13.41,1928,11
"0308020150315801","03080201503158","03080201503",1,2,9081,1,0.01,14.17,1927,11
"0308020150315801","03080201503158","03080201503",2,1,9082,1,1.25,7.86,1949,17
"0308020150315801","03080201503158","03080201503",2,2,9083,1,1.31,30.45,2017,11
"0308020150315801","03080201503158","03080201503",3,1,9084,1,0.87,7.08,1869,14
"0308020150315801","03080201503158","03080201503",3,2,9085,1,0.77,25.7,1871,11
"0308020150315801","03080201503158","03080201503",3,3,9086,1,0.79,24.32,1866,11
"0308020150315801","03080201503158","03080201503",3,4,9087,1,0.65,18.75,1901,11
"0308020150315801","03080201503158","03080201503",3,5,9088,1,8.27,11.66,2282,11
"0308020150317601","03080201503176","03080201503",1,1,9089,1,0.33,9.08,1945,12
"0308020150317601","03080201503176","03080201503",1,2,9090,1,0.34,10.48,1945,12
"0308020150317601","03080201503176","03080201503",2,1,9091,1,0.31,13.08,1941,11
"0308020150317601","03080201503176","03080201503",2,2,9092,1,0.38,18.41,1935,11
"0308020150317601","03080201503176","03080201503",3,1,9093,1,1.29,10.29,1835,15
"0308020150317601","03080201503176","03080201503",4,1,9094,1,0.77,4.03,1838,14
"0308020150317601","03080201503176","03080201503",5,1,9095,1,1.25,6.73,1844,14
"0308030010704001","03080300107040","03080300107",1,1,9097,1,0,4.58,2554,13
"0308030010720801","03080300107208","03080300107",1,1,9105,1,0.01,4.96,2550,13
"0308030010722901","03080300107229","03080300107",1,1,9116,1,0,4.18,2547,14
"0308030060300301","03080300603003","03080300603",1,1,9125,1,0,38.02,2157,11
"0308030060300301","03080300603003","03080300603",1,2,9126,1,0.01,38.75,2154,10
"0308030060300301","03080300603003","03080300603",1,3,9127,1,0.03,39.09,2146,10
"0308030060300301","03080300603003","03080300603",1,4,9128,1,0.03,38.37,2147,10
"0308030060300301","03080300603003","03080300603",2,1,9129,1,0.27,21.9,2122,12
"0308030060300301","03080300603003","03080300603",3,1,9130,1,0.43,17.53,2140,11
"0308030060300301","03080300603003","03080300603",3,2,9131,1,0.42,21.57,2142,12
"0308030060300301","03080300603003","03080300603",4,1,9132,1,0.69,23.4,2115,11
"0308030060300301","03080300603003","03080300603",5,1,9133,1,2.58,20.02,2221,11
"0308030060300301","03080300603003","03080300603",6,1,9134,1,2.46,13.24,2199,12
"0308030060300301","03080300603003","03080300603",6,2,9135,1,2.34,5.78,2201,13
"0308030060303001","03080300603030","03080300603",1,1,9138,1,0,24.41,2155,13
"0308030060303001","03080300603030","03080300603",1,2,9139,1,0.01,24.07,2158,13
"0308030060303001","03080300603030","03080300603",2,1,9140,1,0.81,22.92,2351,11
"0308030060303001","03080300603030","03080300603",2,2,9141,1,0.83,25.49,2353,11
"0308030060303001","03080300603030","03080300603",2,3,9142,1,0.82,25.16,2358,11
"0308030060303001","03080300603030","03080300603",2,4,9143,1,0.82,25.11,2358,11
"0308030060303001","03080300603030","03080300603",2,5,9144,1,0.82,25.5,2358,11
"0308030060303001","03080300603030","03080300603",2,6,9145,1,0.78,17.36,2338,11
"0308030060303001","03080300603030","03080300603",3,1,9146,1,0.75,25.15,2086,13
"0308030060303001","03080300603030","03080300603",3,2,9147,1,0.75,24.77,2087,12
"0308030060303001","03080300603030","03080300603",3,3,9148,1,0.8,20.54,2103,12
"0308030060305901","03080300603059","03080300603",1,1,9149,2,0,32.17,2080,11
"0308030060305901","03080300603059","03080300603",1,2,9150,1,0.5,17.1,2081,14
"0308030060305901","03080300603059","03080300603",1,3,9151,2,0,32.17,2080,11
"0308030060308601","03080300603086","03080300603",1,1,9152,1,0,22.5,2178,11
"0308030060308601","03080300603086","03080300603",1,2,9153,1,0.46,16.55,2174,12
"0308030060308601","03080300603086","03080300603",2,1,9154,1,0.24,21.27,2127,12
"0308030060308601","03080300603086","03080300603",2,2,9155,1,0.22,23.44,2126,15
"0308030060311401","03080300603114","03080300603",1,1,9159,1,0,11.51,2207,11
"0308030060311401","03080300603114","03080300603",2,1,9160,1,0.7,35.31,2094,11
"0308030060311401","03080300603114","03080300603",3,1,9161,1,0.55,24.01,2099,13
"0308030060311401","03080300603114","03080300603",3,2,9162,1,0.5,34.82,2114,15
"0308030060311401","03080300603114","03080300603",3,3,9163,1,0.4,30.22,2167,11
"0308030060311401","03080300603114","03080300603",4,1,9164,1,0.7,26.08,2171,11
"0308030060311401","03080300603114","03080300603",4,2,9165,1,1.04,36.38,2238,12
"0308030060311401","03080300603114","03080300603",5,1,9166,1,1.14,33.19,2205,12
"0308030060311401","03080300603114","03080300603",6,1,9167,1,0.9,32.75,2198,12
"0308030060311401","03080300603114","03080300603",8,1,9169,1,0.26,21.52,2183,12
"0308030060314301","03080300603143","03080300603",1,1,9170,1,0,24.99,2294,10
"0308030060314301","03080300603143","03080300603",1,2,9171,1,0.44,10.75,2219,12
"0308030060314301","03080300603143","03080300603",1,3,9172,1,0.45,9.67,2220,12
"0308030060314301","03080300603143","03080300603",1,4,9173,1,0.5,36.46,2130,13
"0308030060314301","03080300603143","03080300603",1,5,9174,1,0.5,33.92,2126,13
"0308030060314301","03080300603143","03080300603",2,1,9175,1,0.55,11.25,2199,14
"0308030060314301","03080300603143","03080300603",3,1,9176,1,0.69,10.14,2193,11
"0308030060314301","03080300603143","03080300603",4,1,9177,1,0.99,22.38,2076,15
"0308030060314301","03080300603143","03080300603",5,1,9178,1,0.7,10.04,2192,11
"0308030060314301","03080300603143","03080300603",6,1,9179,1,1.03,25.1,2111,11
"0308030060317101","03080300603171","03080300603",1,1,9180,1,0.6,13.59,2195,11
"0308030060317101","03080300603171","03080300603",2,1,9181,1,0.77,19.16,2080,11
"0308030060317101","03080300603171","03080300603",3,1,9182,1,0.55,23.77,2120,11
"0308030060317101","03080300603171","03080300603",4,1,9183,1,0.6,6.3,2213,11
"0308030060317101","03080300603171","03080300603",5,1,9184,1,0.41,19.31,2182,13
"0308030060317101","03080300603171","03080300603",5,2,9185,1,1.3,19.76,2018,12
"0308030060317101","03080300603171","03080300603",6,1,9186,1,1.03,26.41,2060,10
"0308030060317101","03080300603171","03080300603",7,1,9187,1,0.05,31.05,2103,11
"0308030060319901","03080300603199","03080300603",1,1,9188,1,0,14.56,2197,13
"0308030060319901","03080300603199","03080300603",1,2,9189,1,0.01,14.87,2198,13
"0308030060319901","03080300603199","03080300603",1,3,9190,1,0.01,14.63,2197,13
"0308030060319901","03080300603199","03080300603",1,4,9191,1,0.01,15.14,2196,13
"0308030060319901","03080300603199","03080300603",1,5,9192,1,0.01,14.93,2198,13
"0308030060323101","03080300603231","03080300603",1,1,9193,1,0,23.97,2268,10
"0308030060323101","03080300603231","03080300603",2,1,9194,1,0.91,25.9,2079,14
"0308030060323101","03080300603231","03080300603",2,2,9195,1,2.09,34.56,2312,11
"0308030060323101","03080300603231","03080300603",3,1,9196,1,2.19,32.71,2146,13
"0308030060323101","03080300603231","03080300603",4,1,9197,1,0.74,13.2,2188,11
"0308030060323101","03080300603231","03080300603",4,2,9198,1,0.88,33.84,2156,13
"0308030060323101","03080300603231","03080300603",5,1,9199,1,0.73,22.64,2242,12
"0308030060323101","03080300603231","03080300603",6,1,9200,1,0.96,31.23,2250,10
"0308030060323101","03080300603231","03080300603",7,1,9201,1,0.59,18.02,2206,13
"0308030060323101","03080300603231","03080300603",7,2,9202,1,0.58,17.83,2206,13
"0308030060323101","03080300603231","03080300603",7,3,9203,1,0.63,20.31,2208,13
"0308030060323101","03080300603231","03080300603",7,4,9204,1,0.64,14.6,2199,13
"0308030060323101","03080300603231","03080300603",7,5,9205,1,0.61,18.24,2206,13
"0308030060323101","03080300603231","03080300603",8,1,9206,1,0.88,22.12,2185,12
"0308030060325901","03080300603259","03080300603",1,1,9207,1,0,8.47,2213,12
"0308030060325901","03080300603259","03080300603",1,2,9208,1,0.06,10.16,2210,12
"0308040050300301","03080400503003","03080400503",2,1,9213,1,0.34,42.29,2822,11
"0308040050300301","03080400503003","03080400503",2,2,9214,1,0.36,42.65,2828,11
"0308040050303301","03080400503033","03080400503",1,3,9221,1,0.04,41.17,2830,11
"0308040050303301","03080400503033","03080400503",2,1,9223,1,0.58,52.2,2950,12
"0308040050304801","03080400503048","03080400503",2,1,9226,1,0,31.61,3247,11
"0308040050304801","03080400503048","03080400503",2,2,9227,1,0.07,32.9,3231,11
"0308040050306401","03080400503064","03080400503",2,1,9232,1,0.43,30.37,3056,11
"0308040050306401","03080400503064","03080400503",4,1,9234,1,0.69,27.56,3010,11
"0308040050306401","03080400503064","03080400503",5,1,9235,1,0.38,35.05,3046,11
"0308040050306401","03080400503064","03080400503",6,1,9236,1,0.61,42.41,3007,10
"0308040050307901","03080400503079","03080400503",2,1,9240,1,0.06,22.96,3046,12
"0308040050307901","03080400503079","03080400503",4,1,9242,1,0.69,14.42,3131,11
"0308040050307901","03080400503079","03080400503",5,1,9243,1,0.74,48.08,2866,10
"0308040050309501","03080400503095","03080400503",1,3,9246,1,0.02,30.43,3007,11
"0308040050309501","03080400503095","03080400503",2,1,9247,1,8.68,44.81,2689,11
"0308040050309501","03080400503095","03080400503",2,2,9248,1,9.33,32.95,2611,13
"0308040050309501","03080400503095","03080400503",2,3,9249,3,9.3,32.65,2618,13
"0308040050312501","03080400503125","03080400503",2,1,9254,1,1.31,47.91,2893,12
"0308040050312501","03080400503125","03080400503",3,1,9255,1,1.21,58.77,2943,11
"0308040050312501","03080400503125","03080400503",3,2,9256,1,1.24,53.72,2922,11
"0308040050314001","03080400503140","03080400503",2,1,9264,1,0.23,31.52,3243,11
"0309010120200101","03090101202001","03090101202",1,6,9271,1,0.01,2.27,2065,13
"0309010120200101","03090101202001","03090101202",2,1,9273,1,0.19,1.57,2063,13
"0309010120200101","03090101202001","03090101202",2,2,9274,1,0.19,1.65,2063,13
"0309010120200101","03090101202001","03090101202",3,1,9275,1,0.32,2.56,2063,15
"0309010120200101","03090101202001","03090101202",3,2,9276,1,0.28,1.28,2065,14
"0309010120200101","03090101202001","03090101202",4,1,9277,1,0.47,5.25,2058,13
"0309010120200101","03090101202001","03090101202",5,1,9278,1,0.01,2.57,2065,13
"0309010120201101","03090101202011","03090101202",1,1,9279,1,0.23,3.56,2068,13
"0309010120201101","03090101202011","03090101202",1,5,9283,1,0.36,2.41,2067,13
"0309010120201101","03090101202011","03090101202",1,6,9284,1,0.24,3.09,2069,12
"0309010120201101","03090101202011","03090101202",1,7,9285,1,0.37,5.1,2067,12
"0309010120201101","03090101202011","03090101202",1,8,9286,1,0.33,4.45,2067,12
"0309010120201101","03090101202011","03090101202",2,1,9288,1,0.35,2.4,2067,13
"0309010120201101","03090101202011","03090101202",2,2,9289,1,0.32,2.16,2068,13
"0309010120201101","03090101202011","03090101202",3,1,9290,1,0.28,3.63,2072,13
"0309010120201601","03090101202016","03090101202",1,2,9293,1,0.01,2.57,2068,13
"0309010120201601","03090101202016","03090101202",4,2,9296,1,0.07,1.78,2067,14
"0309010120201601","03090101202016","03090101202",4,3,9297,1,0.08,1.52,2067,14
"0309010120202601","03090101202026","03090101202",1,1,9298,1,0.61,3.4,2084,15
"0309010120202601","03090101202026","03090101202",1,3,9300,1,0.01,3.4,2075,12
"0309010120202601","03090101202026","03090101202",1,8,9305,1,0.11,3.09,2075,13
"0309010120202601","03090101202026","03090101202",1,9,9306,1,0.11,5.63,2071,13
"0309010120202601","03090101202026","03090101202",1,12,9309,1,0.09,2.14,2077,13
"0309010120202601","03090101202026","03090101202",1,13,9310,1,0.18,4.09,2073,13
"0309010120202601","03090101202026","03090101202",2,1,9311,1,0.04,3.13,2076,12
"0309010120202601","03090101202026","03090101202",2,2,9312,1,0.06,2.4,2077,13
"0309010120202601","03090101202026","03090101202",3,1,9313,1,0.25,4.42,2073,13
"0309010120203101","03090101202031","03090101202",1,2,9316,2,0.08,2.46,2077,14
"0309010120203101","03090101202031","03090101202",1,3,9317,1,0.04,1.93,2078,13
"0309010120203101","03090101202031","03090101202",1,5,9319,2,0.08,2.46,2077,14
"0309010120203101","03090101202031","03090101202",1,6,9320,1,0.13,2.68,2078,15
"0309010120204601","03090101202046","03090101202",1,1,9322,1,0.01,1.37,2088,15
"0309010120204601","03090101202046","03090101202",1,2,9323,1,0.02,1.5,2088,15
"0309010120204601","03090101202046","03090101202",1,3,9324,1,0.06,2.15,2087,14
"0309010120204601","03090101202046","03090101202",2,1,9329,1,0.61,3.64,2076,13
"0309010120204601","03090101202046","03090101202",3,1,9330,1,0.67,2.92,2073,13
"0309010120204601","03090101202046","03090101202",4,1,9331,1,1.04,1.11,2065,13
"0309010120204601","03090101202046","03090101202",5,1,9332,1,0.78,1.8,2071,14
"0309010120204601","03090101202046","03090101202",5,3,9334,1,0.77,2,2071,14
"0309010120204601","03090101202046","03090101202",6,1,9335,1,1.53,5.08,2056,13
"0309010120206101","03090101202061","03090101202",1,1,9336,1,0.24,1.62,2091,14
"0309010120206101","03090101202061","03090101202",1,2,9337,1,0.04,2.97,2087,15
"0309010120206101","03090101202061","03090101202",1,3,9338,1,0.07,2.9,2085,15
"0309010120206101","03090101202061","03090101202",1,9,9344,1,0.02,2.49,2088,16
"0309010120206101","03090101202061","03090101202",2,1,9350,1,0.44,2.37,2097,15
"0309010120206101","03090101202061","03090101202",3,1,9351,1,1.06,2.45,2106,14
"0309010120206101","03090101202061","03090101202",4,1,9352,1,0.17,1.45,2088,14
"0309010120206101","03090101202061","03090101202",5,1,9353,1,0.22,2.38,2089,13
"0309010120206101","03090101202061","03090101202",6,1,9354,1,1.37,1.2,2064,16
"0309010120206101","03090101202061","03090101202",7,1,9355,1,0.62,5.74,2074,15
"0309010120206101","03090101202061","03090101202",7,2,9356,1,0.59,3.52,2076,14
"0309010120206101","03090101202061","03090101202",7,3,9357,1,0.58,4.45,2075,15
"0309010120206101","03090101202061","03090101202",7,4,9358,1,0.59,3.52,2076,14
"0309010120206101","03090101202061","03090101202",7,6,9360,1,1.29,0.57,2065,16
"0309010120207601","03090101202076","03090101202",1,2,9362,1,0.07,3.52,2083,12
"0309010120207601","03090101202076","03090101202",1,5,9365,1,0.03,3.66,2083,14
"0309010120207601","03090101202076","03090101202",1,6,9366,1,0.03,3.33,2083,13
"0309010120207601","03090101202076","03090101202",2,1,9367,1,0.67,3.61,2071,13
"0309010120207601","03090101202076","03090101202",2,2,9368,1,0.71,3.85,2066,13
"0309010120207601","03090101202076","03090101202",3,1,9369,1,0.59,3.2,2070,12
"0309010120207601","03090101202076","03090101202",3,2,9370,1,0.59,3.14,2070,13
"0309010120209201","03090101202092","03090101202",1,1,9371,1,0.01,2.85,2078,14
"0309010120209201","03090101202092","03090101202",1,2,9372,1,0.09,4.47,2078,14
"0309010120209201","03090101202092","03090101202",1,3,9373,1,0.06,3.58,2078,15
"0309010120209201","03090101202092","03090101202",1,6,9376,1,0.14,6.37,2080,12
"0309010120209201","03090101202092","03090101202",1,12,9382,1,0.06,3.23,2077,15
"0309010120209201","03090101202092","03090101202",1,13,9383,1,0.06,3.6,2078,15
"0309010120209201","03090101202092","03090101202",2,1,9385,1,2.2,1.56,2063,13
"0309010120209201","03090101202092","03090101202",3,1,9386,1,0.33,5.48,2084,12
"0309010120209201","03090101202092","03090101202",4,1,9387,1,0.63,2.93,2106,13
"0309010120209201","03090101202092","03090101202",5,1,9388,1,0.27,3.6,2087,15
"0309010120209201","03090101202092","03090101202",5,2,9389,1,0.27,3.57,2087,15
"0309010120209201","03090101202092","03090101202",6,1,9390,1,1.37,2.12,2071,13
"0309010120210701","03090101202107","03090101202",1,2,9393,1,0.04,2.75,2080,14
"0309010120210701","03090101202107","03090101202",1,4,9395,1,0.1,2.55,2081,13
"0309010120210701","03090101202107","03090101202",1,6,9397,1,0.07,3.14,2081,13
"0309010120210701","03090101202107","03090101202",1,8,9399,2,0.23,2.23,2080,13
"0309010120210701","03090101202107","03090101202",1,11,9402,1,0.05,2.74,2079,14
"0309010120210701","03090101202107","03090101202",2,1,9403,1,0.18,4.94,2079,13
"0309010120210701","03090101202107","03090101202",3,1,9404,1,1.17,3.75,2108,13
"0309010120210701","03090101202107","03090101202",4,1,9405,1,1.39,1.8,2111,14
"0309010120210701","03090101202107","03090101202",5,1,9406,1,1.35,2.79,2104,13
"0309010120210701","03090101202107","03090101202",6,1,9407,1,0.68,6.02,2091,13
"0309010120210701","03090101202107","03090101202",7,1,9408,1,0.06,2.87,2079,15
"0309010120210701","03090101202107","03090101202",8,1,9409,1,1.17,3.5,2109,13
"0309010120210701","03090101202107","03090101202",9,1,9410,2,0.23,2.23,2080,13
"0309010120212201","03090101202122","03090101202",1,3,9413,1,0.04,5.49,2074,13
"0309010120212201","03090101202122","03090101202",2,1,9416,1,0.02,5.09,2075,12
"0309010120212201","03090101202122","03090101202",3,1,9417,1,0.55,4.7,2067,14
"0309010120213701","03090101202137","03090101202",1,1,9420,1,0.01,5.57,2083,13
"0309010120213701","03090101202137","03090101202",1,2,9421,1,0.05,6.15,2081,13
"0309010120213701","03090101202137","03090101202",1,7,9426,1,0.04,5.84,2082,13
"0309010120213701","03090101202137","03090101202",1,9,9428,1,0,5.35,2083,13
"0309010120213701","03090101202137","03090101202",1,11,9430,1,0.02,5.85,2082,13
"0309010120213701","03090101202137","03090101202",2,1,9433,1,1.15,5.33,2059,13
"0309010120213701","03090101202137","03090101202",2,2,9434,1,1.05,3.19,2064,15
"0309010120213701","03090101202137","03090101202",3,1,9435,1,0.33,6.16,2069,13
"0309010120213701","03090101202137","03090101202",3,2,9436,1,0.3,3.52,2067,14
"0309010120213701","03090101202137","03090101202",4,1,9437,1,1.05,3.16,2064,15
"0309010120213701","03090101202137","03090101202",4,2,9438,1,1.09,2.14,2064,14
"0309020250100201","03090202501002","03090202501",1,2,9528,1,0.02,4.79,2538,16
"0309020250100201","03090202501002","03090202501",1,5,9531,1,0.02,4.92,2540,15
"0309020250100201","03090202501002","03090202501",1,10,9536,1,0.04,4.33,2539,14
"0309020250102902","03090202501029","03090202501",1,3,9543,1,0.04,7.57,2534,17
"0309020250102902","03090202501029","03090202501",2,2,9551,1,0.06,7.34,2532,17
"0309020250108501","03090202501085","03090202501",1,3,9563,1,0.01,5.98,2550,13
"0309020250108501","03090202501085","03090202501",1,5,9565,1,0.03,5.63,2551,13
"0309020250114001","03090202501140","03090202501",1,7,9592,1,0.1,5.94,2523,12
"0309020250114001","03090202501140","03090202501",1,10,9595,1,0.03,4.77,2526,13
"0309020250119401","03090202501194","03090202501",2,1,9616,1,0.18,7.8,2532,12
"0309040070200401","03090400702004","03090400702",1,1,9633,1,0.03,10.4,2060,13
"0309040070200401","03090400702004","03090400702",2,1,9634,1,0.03,10.31,2060,13
"0309040070200401","03090400702004","03090400702",2,4,9637,1,0.06,12.09,2054,12
"0309040070200401","03090400702004","03090400702",2,6,9639,1,0.01,9.47,2060,13
