"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","crop_name","crop_code","ph_s9q01","ph_s9q02_a","ph_s9q02_b","ph_s9q03_a","ph_s9q03_b","ph_s9q04_a","ph_s9q04_b","ph_s9q05_a","ph_s9q05_b","ph_s9q06","ph_s9q07","ph_s9q08_a","ph_s9q08_b","ph_s9q09","ph_s9q10","ph_s9q11","ph_s9q12_a","ph_s9q12_b","ph_s9q13_a","ph_s9q13_b"
"0407070270208101","04070702702081","04070702702",1,6447.2197265625,1,2,4,7,7,27,2,81,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0407070270208101","04070702702081","04070702702",1,6447.2197265625,2,1,4,7,7,27,2,81,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0407070270209701","04070702702097","04070702702",1,6447.2197265625,1,2,4,7,7,27,2,97,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0407070270209701","04070702702097","04070702702",1,6447.2197265625,2,1,4,7,7,27,2,97,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0407070270209701","04070702702097","04070702702",1,6447.2197265625,3,1,4,7,7,27,2,97,1,"WHEAT",8,1,21,2,1,140,6,3,1,110,2,2,,,2,,,600,0,2,3
"0407070270211201","04070702702112","04070702702",1,6447.2197265625,1,3,4,7,7,27,2,112,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0407070270211201","04070702702112","04070702702",1,6447.2197265625,1,5,4,7,7,27,2,112,1,"WHEAT",8,1,15,2,1,820,1,3,1,780,2,2,,,2,,,800,0,2,3
"0407070270211201","04070702702112","04070702702",1,6447.2197265625,2,1,4,7,7,27,2,112,1,"MAIZE",2,1,25,2,2,230,11,3,2,130,2,2,,,2,,,300,500,2,3
"0407070270211201","04070702702112","04070702702",1,6447.2197265625,3,1,4,7,7,27,2,112,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0407070270212701","04070702702127","04070702702",1,6447.2197265625,2,1,4,7,7,27,2,127,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0407070270212701","04070702702127","04070702702",1,6447.2197265625,3,1,4,7,7,27,2,127,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0407070270212701","04070702702127","04070702702",1,6447.2197265625,3,2,4,7,7,27,2,127,1,"HARICOT BEANS",12,2,,,,,,,,,,,,,,,,,,,
"0407070270214301","04070702702143","04070702702",1,6447.2197265625,2,1,4,7,7,27,2,143,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0407070270214301","04070702702143","04070702702",1,6447.2197265625,3,1,4,7,7,27,2,143,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0407120230202001","04071202302020","04071202302",1,7420.3515625,1,3,4,7,12,23,2,20,1,"MAIZE",2,,,,,,,,,,1,2,,,1,2,50,,,1,3
"0407120230202001","04071202302020","04071202302",1,7420.3515625,2,2,4,7,12,23,2,20,1,"HORSE BEANS",13,1,19,2,0,460,5,3,0,460,2,2,,,1,2,20,60,0,1,3
"0407120230202001","04071202302020","04071202302",1,7420.3515625,5,2,4,7,12,23,2,20,1,"VETCH",16,1,9,4,0,890,25,4,0,880,2,2,,,2,,,180,0,2,4
"0407120230203501","04071202302035","04071202302",1,7420.3515625,3,1,4,7,12,23,2,35,1,"WHEAT",8,1,7,3,0,530,23,3,0,530,2,2,,,2,,,240,0,3,4
"0407120230205001","04071202302050","04071202302",1,7420.3515625,2,1,4,7,12,23,2,50,1,"MAIZE",2,1,1,3,2,100,17,3,1,800,2,2,,,2,,,700,0,1,3
"0407120230205001","04071202302050","04071202302",1,7420.3515625,2,2,4,7,12,23,2,50,1,"HORSE BEANS",13,1,14,2,0,630,27,2,0,600,2,2,,,2,,,60,0,1,2
"0407120230205001","04071202302050","04071202302",1,7420.3515625,2,3,4,7,12,23,2,50,1,"HARICOT BEANS",12,1,12,2,0,690,28,2,0,660,2,2,,,2,,,50,0,1,2
"0407120230205001","04071202302050","04071202302",1,7420.3515625,5,1,4,7,12,23,2,50,1,"WHEAT",8,1,8,3,1,360,24,3,1,350,2,2,,,2,,,750,0,2,4
"0407120230205001","04071202302050","04071202302",1,7420.3515625,6,1,4,7,12,23,2,50,1,"CHICK PEAS",11,1,11,4,0,700,27,4,0,690,2,2,,,1,3,10,840,0,3,5
"0407120230206501","04071202302065","04071202302",1,7420.3515625,2,1,4,7,12,23,2,65,1,"TEFF",7,1,24,3,0,610,10,4,0,610,2,2,,,2,,,240,,3,4
"0407120230206501","04071202302065","04071202302",1,7420.3515625,2,2,4,7,12,23,2,65,1,"HORSE BEANS",13,1,15,2,0,530,1,3,0,530,2,2,,,2,,,100,0,2,3
"0407120230206501","04071202302065","04071202302",1,7420.3515625,4,1,4,7,12,23,2,65,1,"CHICK PEAS",11,1,10,4,0,600,26,4,0,580,2,2,,,1,3,20,360,0,3,5
"0407120230208001","04071202302080","04071202302",1,7420.3515625,1,3,4,7,12,23,2,80,1,"MAIZE",2,2,,,,,,,,,1,1,2,5,1,2,50,,,1,3
"0407120230209501","04071202302095","04071202302",1,7420.3515625,1,5,4,7,12,23,2,95,1,"HARICOT BEANS",12,1,10,2,0,910,26,2,0,890,2,2,,,1,9,50,120,0,1,2
"0407120230209501","04071202302095","04071202302",1,7420.3515625,3,1,4,7,12,23,2,95,1,"TEFF",7,1,27,3,0,600,13,4,0,600,2,2,,,2,,,600,0,2,3
"0407120230209501","04071202302095","04071202302",1,7420.3515625,3,2,4,7,12,23,2,95,1,"CHICK PEAS",11,1,2,4,1,530,18,4,1,500,2,2,,,2,,,750,0,3,4
"0407120230211001","04071202302110","04071202302",1,7420.3515625,3,2,4,7,12,23,2,110,1,"VETCH",16,1,8,4,0,650,24,4,0,650,2,2,,,2,,,100,0,3,5
"0407120230211001","04071202302110","04071202302",1,7420.3515625,4,1,4,7,12,23,2,110,1,"TEFF",7,1,28,3,0,790,14,4,0,780,2,2,,,2,,,360,0,3,4
"0408060080200601","04080600802006","04080600802",1,7147.939453125,3,1,4,8,6,8,2,6,1,"MAIZE",2,1,21,2,0,840,6,3,0,830,1,1,5,4,1,16,20,100,0,2,2
"0408060080201801","04080600802018","04080600802",1,7147.939453125,1,7,4,8,6,8,2,18,1,"SORGHUM",6,1,5,3,0,340,20,3,0,330,2,2,,,1,2,60,50,0,3,3
"0408060080201801","04080600802018","04080600802",1,7147.939453125,2,1,4,8,6,8,2,18,1,"WHEAT",8,1,15,2,0,550,30,2,0,540,2,2,,,1,7,30,600,0,2,2
"0408060080201801","04080600802018","04080600802",1,7147.939453125,2,2,4,8,6,8,2,18,1,"TEFF",7,1,15,2,0,160,30,2,0,150,2,2,,,1,13,30,70,0,2,2
"0408060080202401","04080600802024","04080600802",1,7147.939453125,3,1,4,8,6,8,2,24,1,"BARLEY",1,1,27,1,0,250,13,2,0,240,1,2,,,1,7,30,70,0,1,2
"0408060080206101","04080600802061","04080600802",1,7147.939453125,3,1,4,8,6,8,2,61,1,"BARLEY",1,1,27,1,0,690,13,2,0,680,2,2,,,2,,,60,0,2,2
"0408060080207901","04080600802079","04080600802",1,7147.939453125,2,1,4,8,6,8,2,79,1,"SORGHUM",6,1,6,3,0,310,21,3,0,300,2,2,,,1,3,40,10,0,3,3
"0408060080211501","04080600802115","04080600802",1,7147.939453125,1,1,4,8,6,8,2,115,1,"LINESEED",23,1,30,1,0,330,15,2,0,320,2,2,,,1,4,30,5,0,2,2
"0408060080213301","04080600802133","04080600802",1,7147.939453125,1,6,4,8,6,8,2,133,1,"LENTILS",14,1,2,2,0,100,19,2,0,90,2,1,5,2,1,4,40,10,0,2,2
"0408060080213301","04080600802133","04080600802",1,7147.939453125,2,1,4,8,6,8,2,133,1,"TEFF",7,1,16,2,0,210,1,3,0,200,2,2,,,1,7,20,80,0,2,2
"0408060080213301","04080600802133","04080600802",1,7147.939453125,2,3,4,8,6,8,2,133,1,"LINESEED",23,1,16,2,0,440,1,3,0,430,2,2,,,1,7,30,20,0,2,2
"0408060080215101","04080600802151","04080600802",1,7147.939453125,1,10,4,8,6,8,2,151,1,"WHEAT",8,1,7,2,1,240,23,2,1,230,2,2,,,1,13,30,450,0,2,2
"0408060080215101","04080600802151","04080600802",1,7147.939453125,1,11,4,8,6,8,2,151,1,"LENTILS",14,1,7,2,0,300,23,2,0,290,2,2,,,2,,,3,0,2,2
"0408060080215101","04080600802151","04080600802",1,7147.939453125,1,17,4,8,6,8,2,151,1,"LENTILS",14,1,7,2,0,200,23,2,0,190,2,2,,,1,7,30,4,0,2,2
"0408060080215101","04080600802151","04080600802",1,7147.939453125,5,1,4,8,6,8,2,151,1,"BARLEY",1,1,5,2,0,130,21,2,0,130,2,1,2,,1,8,50,100,0,2,2
"0408060080216901","04080600802169","04080600802",1,7147.939453125,2,2,4,8,6,8,2,169,1,"HORSE BEANS",13,1,16,2,0,950,1,3,0,900,1,1,6,5,1,16,50,100,0,2,2
"0408060080216901","04080600802169","04080600802",1,7147.939453125,2,4,4,8,6,8,2,169,1,"SORGHUM",6,1,10,3,0,510,25,3,0,500,1,1,5,,2,,,33,0,2,2
"0408060080216901","04080600802169","04080600802",1,7147.939453125,4,2,4,8,6,8,2,169,1,"LENTILS",14,1,16,2,0,260,1,3,0,250,1,1,2,1,1,7,20,55,0,2,2
"0408120240100401","04081202401004","04081202401",1,9963.3701171875,1,1,4,8,12,24,1,4,1,"TEFF",7,1,27,4,0,840,12,5,0,820,2,2,,,2,,,300,0,4,5
"0408120240100401","04081202401004","04081202401",1,9963.3701171875,1,2,4,8,12,24,1,4,1,"NUEG",25,2,,,,,,,,,,,,,,,,,,,
"0408120240100401","04081202401004","04081202401",1,9963.3701171875,2,1,4,8,12,24,1,4,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0408120240100401","04081202401004","04081202401",1,9963.3701171875,3,1,4,8,12,24,1,4,1,"NUEG",25,2,,,,,,,,,,,,,,,,,,,
"0408120240102201","04081202401022","04081202401",1,9963.3701171875,1,4,4,8,12,24,1,22,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0408120240102201","04081202401022","04081202401",1,9963.3701171875,1,7,4,8,12,24,1,22,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240102201","04081202401022","04081202401",1,9963.3701171875,1,9,4,8,12,24,1,22,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240102201","04081202401022","04081202401",1,9963.3701171875,1,10,4,8,12,24,1,22,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240102201","04081202401022","04081202401",1,9963.3701171875,1,11,4,8,12,24,1,22,1,"HARICOT BEANS",12,1,28,2,1,50,14,3,0,950,2,1,2,,2,,,50,0,2,3
"0408120240102201","04081202401022","04081202401",1,9963.3701171875,1,12,4,8,12,24,1,22,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240104001","04081202401040","04081202401",1,9963.3701171875,2,1,4,8,12,24,1,40,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240104001","04081202401040","04081202401",1,9963.3701171875,2,2,4,8,12,24,1,40,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240104001","04081202401040","04081202401",1,9963.3701171875,3,1,4,8,12,24,1,40,1,"HORSE BEANS",13,1,15,3,1,810,30,3,1,730,2,2,,,2,,,200,0,3,3
"0408120240104001","04081202401040","04081202401",1,9963.3701171875,3,2,4,8,12,24,1,40,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240104001","04081202401040","04081202401",1,9963.3701171875,4,1,4,8,12,24,1,40,1,"NUEG",25,1,8,4,0,600,23,4,0,570,2,2,,,2,,,150,0,4,4
"0408120240104001","04081202401040","04081202401",1,9963.3701171875,5,1,4,8,12,24,1,40,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0408120240105801","04081202401058","04081202401",1,9963.3701171875,1,1,4,8,12,24,1,58,1,"NUEG",25,2,,,,,,,,,,,,,,,,,,,
"0408120240105801","04081202401058","04081202401",1,9963.3701171875,3,2,4,8,12,24,1,58,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0408120240105801","04081202401058","04081202401",1,9963.3701171875,4,1,4,8,12,24,1,58,1,"HORSE BEANS",13,1,11,3,0,980,26,3,0,890,2,2,,,2,,,30,0,3,3
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,1,1,4,8,12,24,1,76,1,"LINESEED",23,1,8,3,0,570,23,3,0,530,2,2,,,2,,,200,0,3,3
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,1,2,4,8,12,24,1,76,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,1,3,4,8,12,24,1,76,1,"WHEAT",8,1,27,4,1,0,12,5,0,950,2,2,,,2,,,200,0,4,5
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,1,5,4,8,12,24,1,76,1,"MILLET",8,2,,,,,,,,,,,,,,,,,,,
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,2,1,4,8,12,24,1,76,1,"WHEAT",8,2,,,,,,,,,1,1,2,,2,,,50,0,4,4
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,3,1,4,8,12,24,1,76,1,"MAIZE",2,1,3,4,0,980,18,4,0,870,1,1,2,,2,,,50,0,4,4
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,3,2,4,8,12,24,1,76,1,"FENUGREEK",36,1,9,4,0,390,24,5,0,310,2,2,,,2,,,25,0,4,5
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,4,1,4,8,12,24,1,76,1,"HORSE BEANS",13,1,9,3,1,30,24,3,0,920,,,,,,,,,,,
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,4,2,4,8,12,24,1,76,1,"NUEG",25,1,8,4,0,550,23,4,0,500,2,2,,,2,,,70,0,4,4
"0408120240107601","04081202401076","04081202401",1,9963.3701171875,4,3,4,8,12,24,1,76,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240107602","04081202401076","04081202401",1,9963.3701171875,1,1,4,8,12,24,1,76,2,"LINESEED",23,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,1,4,8,12,24,1,94,1,"LINESEED",23,1,7,3,0,610,12,3,0,560,2,2,,,2,,,200,0,3,3
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,2,4,8,12,24,1,94,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,3,4,8,12,24,1,94,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,4,4,8,12,24,1,94,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,5,4,8,12,24,1,94,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,6,4,8,12,24,1,94,1,"NUEG",25,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,7,4,8,12,24,1,94,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,8,4,8,12,24,1,94,1,"FENUGREEK",36,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,9,4,8,12,24,1,94,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,10,4,8,12,24,1,94,1,"VETCH",16,1,,,0,0,,,0,0,2,2,,,1,,100,0,0,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,11,4,8,12,24,1,94,1,"NUEG",25,1,6,4,0,490,21,4,0,430,2,2,,,2,,,250,0,4,4
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,12,4,8,12,24,1,94,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,1,13,4,8,12,24,1,94,1,"FENUGREEK",36,1,26,4,0,400,11,5,0,340,2,2,,,2,,,5,0,4,5
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,2,1,4,8,12,24,1,94,1,"LINESEED",23,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,2,2,4,8,12,24,1,94,1,"LINESEED",23,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,3,1,4,8,12,24,1,94,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240109401","04081202401094","04081202401",1,9963.3701171875,4,1,4,8,12,24,1,94,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240111301","04081202401113","04081202401",1,9963.3701171875,2,2,4,8,12,24,1,113,1,"MAIZE",2,1,3,4,1,200,18,4,1,100,1,1,2,,2,,,150,0,4,4
"0408120240111301","04081202401113","04081202401",1,9963.3701171875,3,1,4,8,12,24,1,113,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240111301","04081202401113","04081202401",1,9963.3701171875,4,1,4,8,12,24,1,113,1,"LINESEED",23,2,,,,,,,,,,,,,,,,,,,
"0408120240111301","04081202401113","04081202401",1,9963.3701171875,4,2,4,8,12,24,1,113,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240111301","04081202401113","04081202401",1,9963.3701171875,5,1,4,8,12,24,1,113,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,,,,
"0408120240113101","04081202401131","04081202401",1,9963.3701171875,1,1,4,8,12,24,1,131,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0408120240113101","04081202401131","04081202401",1,9963.3701171875,2,1,4,8,12,24,1,131,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240113101","04081202401131","04081202401",1,9963.3701171875,3,1,4,8,12,24,1,131,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240113101","04081202401131","04081202401",1,9963.3701171875,4,1,4,8,12,24,1,131,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240113101","04081202401131","04081202401",1,9963.3701171875,5,1,4,8,12,24,1,131,1,"LINESEED",23,2,,,,,,,,,,,,,,,,,,,
"0408120240113101","04081202401131","04081202401",1,9963.3701171875,5,2,4,8,12,24,1,131,1,"NUEG",25,2,,,,,,,,,,,,,,,,,,,
"0408120240115001","04081202401150","04081202401",1,9963.3701171875,1,2,4,8,12,24,1,150,1,"MAIZE",2,1,18,3,1,240,3,4,1,120,1,1,5,,2,,,100,0,3,3
"0408120240115001","04081202401150","04081202401",1,9963.3701171875,2,1,4,8,12,24,1,150,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240115001","04081202401150","04081202401",1,9963.3701171875,3,1,4,8,12,24,1,150,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,1,1,4,8,12,24,1,168,1,"LINESEED",23,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,1,2,4,8,12,24,1,168,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,1,3,4,8,12,24,1,168,1,"NUEG",25,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,1,4,4,8,12,24,1,168,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,1,5,4,8,12,24,1,168,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,3,1,4,8,12,24,1,168,1,"WHEAT",8,1,21,3,1,150,6,4,1,50,2,2,,,2,,,100,0,3,3
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,3,2,4,8,12,24,1,168,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,4,4,4,8,12,24,1,168,1,"MAIZE",2,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,5,2,4,8,12,24,1,168,1,"MAIZE",2,1,20,3,1,0,5,4,0,890,2,2,,,2,,,300,0,3,3
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,6,1,4,8,12,24,1,168,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,7,1,4,8,12,24,1,168,1,"FIELD PEAS",15,1,1,3,1,310,17,3,1,200,2,2,,,2,,,100,0,3,3
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,7,3,4,8,12,24,1,168,1,"TEFF",7,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,7,3,4,8,12,24,1,168,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408120240116801","04081202401168","04081202401",1,9963.3701171875,8,1,4,8,12,24,1,168,1,"WHEAT",8,2,,,,,,,,,,,,,,,,,,,
"0408170280100201","04081702801002","04081702801",1,8339.7109375,1,3,4,8,17,28,1,2,1,"HORSE BEANS",13,1,24,4,1,40,11,5,0,80,2,2,,,1,13,30,50,,4,5
"0408170280100201","04081702801002","04081702801",1,8339.7109375,2,1,4,8,17,28,1,2,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280100201","04081702801002","04081702801",1,8339.7109375,3,1,4,8,17,28,1,2,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280100201","04081702801002","04081702801",1,8339.7109375,4,1,4,8,17,28,1,2,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280101201","04081702801012","04081702801",1,8339.7109375,2,1,4,8,17,28,1,12,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280101701","04081702801017","04081702801",1,8339.7109375,1,5,4,8,17,28,1,17,1,"BARLEY",1,1,10,4,1,60,25,4,1,0,2,2,,,2,,,200,,4,5
"0408170280102701","04081702801027","04081702801",1,8339.7109375,1,2,4,8,17,28,1,27,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280102701","04081702801027","04081702801",1,8339.7109375,2,2,4,8,17,28,1,27,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280102701","04081702801027","04081702801",1,8339.7109375,3,1,4,8,17,28,1,27,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280103201","04081702801032","04081702801",1,8339.7109375,2,1,4,8,17,28,1,32,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280103201","04081702801032","04081702801",1,8339.7109375,3,1,4,8,17,28,1,32,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280104701","04081702801047","04081702801",1,8339.7109375,1,1,4,8,17,28,1,47,1,"BARLEY",1,2,,,,,,,,,2,2,,,2,,,40,,4,5
"0408170280104701","04081702801047","04081702801",1,8339.7109375,1,1,4,8,17,28,1,47,1,"HORSE BEANS",13,2,,,,,,,,,2,2,,,2,,,300,,4,5
"0408170280104701","04081702801047","04081702801",1,8339.7109375,1,13,4,8,17,28,1,47,1,"HORSE BEANS",13,1,25,4,2,0,15,5,1,,2,2,,,2,,,100,,4,5
"0408170280104701","04081702801047","04081702801",1,8339.7109375,1,14,4,8,17,28,1,47,1,"FIELD PEAS",15,1,12,4,1,30,27,4,1,0,,,,,,,,,,,
"0408170280104701","04081702801047","04081702801",1,8339.7109375,1,15,4,8,17,28,1,47,1,"WHEAT",8,1,5,4,1,200,20,5,1,140,,,,,,,,,,,
"0408170280104701","04081702801047","04081702801",1,8339.7109375,1,16,4,8,17,28,1,47,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280106201","04081702801062","04081702801",1,8339.7109375,1,2,4,8,17,28,1,62,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280106201","04081702801062","04081702801",1,8339.7109375,2,1,4,8,17,28,1,62,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280106201","04081702801062","04081702801",1,8339.7109375,3,1,4,8,17,28,1,62,1,"BARLEY",1,1,10,2,0,25,4,1,2,400,2,2,,,2,,,500,,4,5
"0408170280110701","04081702801107","04081702801",1,8339.7109375,1,4,4,8,17,28,1,107,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280110701","04081702801107","04081702801",1,8339.7109375,1,5,4,8,17,28,1,107,1,"HORSE BEANS",13,1,25,4,1,150,10,5,1,100,2,2,,,2,,,150,,4,5
"0408170280110701","04081702801107","04081702801",1,8339.7109375,1,6,4,8,17,28,1,107,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280110701","04081702801107","04081702801",1,8339.7109375,1,7,4,8,17,28,1,107,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280110701","04081702801107","04081702801",1,8339.7109375,2,1,4,8,17,28,1,107,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280112201","04081702801122","04081702801",1,8339.7109375,1,3,4,8,17,28,1,122,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,,,,
"0408170280112201","04081702801122","04081702801",1,8339.7109375,1,4,4,8,17,28,1,122,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280112201","04081702801122","04081702801",1,8339.7109375,2,1,4,8,17,28,1,122,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0408170280113701","04081702801137","04081702801",1,8339.7109375,2,1,4,8,17,28,1,137,1,"BARLEY",1,2,,,,,,,,,,,,,,,,,,,
"0409010030400801","04090100304008","04090100304",1,7182.89892578125,1,4,4,9,1,3,4,8,1,"SORGHUM",6,2,,,,,,,,,2,2,,,1,3,30,2800,0,2,2
"0409010030403201","04090100304032","04090100304",1,7182.89892578125,1,3,4,9,1,3,4,32,1,"SORGHUM",6,1,18,2,1,150,3,3,1,110,2,2,,,2,,,2200,0,2,3
"0409010030405401","04090100304054","04090100304",1,7182.89892578125,2,1,4,9,1,3,4,54,1,"SORGHUM",6,2,,,,,,,,,2,2,,,2,,,800,0,2,2
"0409010030405401","04090100304054","04090100304",1,7182.89892578125,2,3,4,9,1,3,4,54,1,"SORGHUM",6,1,16,2,0,640,1,3,0,600,2,2,,,1,2,20,300,150,2,2
"0409010030405401","04090100304054","04090100304",1,7182.89892578125,3,1,4,9,1,3,4,54,1,"SORGHUM",6,2,,,,,,,,,2,2,,,1,2,20,1000,0,2,2
"0409010030405401","04090100304054","04090100304",1,7182.89892578125,3,3,4,9,1,3,4,54,1,"SORGHUM",6,2,,,,,,,,,2,2,,,1,2,20,200,0,2,3
"0409010030405401","04090100304054","04090100304",1,7182.89892578125,3,3,4,9,1,3,4,54,1,,27,1,16,2,,640,1,3,,600,,,,,1,6,20,,,,
"0409010030407501","04090100304075","04090100304",1,7182.89892578125,2,2,4,9,1,3,4,75,1,"SORGHUM",6,2,,,,,,,,,2,2,,,1,,20,700,0,2,3
"0409010030407501","04090100304075","04090100304",1,7182.89892578125,3,1,4,9,1,3,4,75,1,"SORGHUM",6,2,,,,,,,,,2,2,,,2,,,200,0,2,3
