"household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_saq09","hh_saq13_a","hh_saq13_b","hh_saq13_c","hh_saq14_a","hh_saq14_b","hh_saq15_a","hh_saq15_b","hh_saq16_a","hh_saq16_b","hh_saq16_c","hh_saq16_d","hh_saq16_e","hh_saq16_f","hh_saq16_g","hh_saq16_h","hh_saq16_i","hh_saq16_j","hh_saq16_k","hh_saq16_l","hh_saq16_m","hh_saq16_n","hh_saq16_o","hh_saq16_p","hh_saq17_a","hh_saq17_b","hh_saq17_c","hh_saq18_a","hh_saq18_b","hh_saq19_a","hh_saq19_b","hh_saq20_a","hh_saq20_b","hh_saq20_c","hh_saq20_d","hh_saq20_e","hh_saq20_f","hh_saq20_g","hh_saq20_h","hh_saq20_i","hh_saq20_j","hh_saq20_k","hh_saq20_l","hh_saq20_m","hh_saq20_n","hh_saq20_o","hh_saq20_p","hh_saq21_a","hh_saq21_b","hh_saq21_c","hh_saq22_a","hh_saq22_b","hh_saq23_a","hh_saq23_b","hh_saq24_a","hh_saq24_b","hh_saq24_c","hh_saq24_d","hh_saq24_e","hh_saq24_f","hh_saq24_g","hh_saq24_h","hh_saq24_i","hh_saq24_j","hh_saq24_k","hh_saq24_l","hh_saq24_m","hh_saq24_n","hh_saq24_o","hh_saq24_p","hh_saq26_a","hh_saq26_b","hh_saq26_c","hh_saq26_d","hh_saq27_a","hh_saq27_b","hh_saq27_c","hh_saq27_d","hh_saq28_a","hh_saq28_b","hh_saq28_c","hh_saq28_d","hh_saq29_a","hh_saq29_b","hh_saq29_c","hh_saq29_d","hh_saq30_a","hh_saq30_b","hh_saq30_c","hh_saq30_d","hh_saq31_a","hh_saq31_b","hh_saq31_c","hh_saq31_d","hh_saq32_a","hh_saq32_b","hh_saq32_c","hh_saq32_d","hh_saq33_a","hh_saq33_b"
"03011001806040","03011001806",1,5794.97900390625,3,1,10,8,88,18,6,40,7,17,5,2004,2,33,4,46,,,,,,,,,,,,,,,,,17,5,2004,10,11,11,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,,,,,4,8,2004,1,
"03011001806059","03011001806",1,5794.97900390625,3,1,10,8,88,18,6,59,7,11,5,2004,4,15,6,50,,,,,,,,,,,,,,,,,17,5,2004,8,21,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,,,,,4,8,2004,1,
"03011001806069","03011001806",1,1988.47326660156,3,1,10,8,88,18,6,69,1,16,5,2004,2,34,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,,,,,8,8,2004,1,
"03011001806079","03011001806",1,5794.97900390625,3,1,10,8,88,18,6,79,5,14,5,2004,2,30,4,55,,,,,,,,,,,,,,,,,15,5,2004,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,,,,,4,8,2004,1,
"03011001806098","03011001806",1,5794.97900390625,3,1,10,8,88,18,6,98,4,16,5,2004,8,33,12,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,,,,,4,8,2004,1,
"03011001806117","03011001806",1,5794.97900390625,3,1,10,8,88,18,6,117,3,12,5,2004,2,15,4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,,,,,8,8,2004,1,
"03011001806136","03011001806",1,5794.97900390625,3,1,10,8,88,18,6,136,1,10,5,2004,8,15,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,,,,,8,8,2004,1,
"03011001806153","03011001806",1,1988.47326660156,3,1,10,8,88,18,6,153,2,12,5,2004,6,21,8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,,,,,8,8,2004,1,
"03011001806157","03011001806",1,5794.97900390625,3,1,10,8,88,18,6,157,4,15,5,2004,8,20,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,,,,,8,8,2004,1,
"03011001806177","03011001806",1,5794.97900390625,3,1,10,8,88,18,6,177,6,21,5,2004,3,22,6,10,,,,,,,,,,,,,,,,,22,5,2004,10,5,11,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,,,,,8,8,2004,1,
"03011100102005","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,5,1,19,5,2004,4,30,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011100102024","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,24,1,18,5,2004,8,15,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,23,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,4,8,2004,1,
"03011100102043","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,43,2,18,5,2004,3,1,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,13,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011100102062","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,62,9,21,5,2004,2,32,4,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,2004,,23,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,1
"03011100102081","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,81,6,15,5,2004,9,5,11,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,23,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011100102100","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,100,3,16,5,2004,2,10,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,23,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011100102119","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,119,1,23,5,2004,1,28,2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,2004,,23,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,4,8,2004,1,
"03011100102138","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,138,8,22,5,2004,2,1,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,11,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011100102157","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,157,6,17,5,2004,3,4,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,10,5,2004,,,,,,26,8,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011100102176","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,176,1,20,5,2004,4,12,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,2004,,11,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,4,8,2004,1,
"03011100102195","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,195,3,15,5,2004,3,1,5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,23,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,4,8,2004,1,
"03011100102214","03011100102",0,1792.67858886719,3,1,11,8,88,1,2,214,3,16,5,2004,9,10,11,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,24,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,4,8,2004,1,
"03011200203003","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,3,4,15,5,2004,7,12,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,20,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,10,8,2004,1,
"03011200203011","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,11,3,21,5,2004,3,20,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,2004,,21,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,10,8,2004,1,
"03011200203015","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,15,3,20,5,2004,2,50,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03011200203023","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,23,2,12,5,2004,2,10,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,20,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,11,8,2004,1,
"03011200203027","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,27,7,10,5,2004,5,10,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2004,,20,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011200203039","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,39,4,19,5,2004,8,0,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,2004,,21,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03011200203051","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,51,10,10,5,2004,4,0,7,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03011200203063","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,63,1,16,5,2004,3,10,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,20,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03011200203075","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,75,5,19,5,2004,3,20,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,2004,,20,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011200203087","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,87,7,20,5,2004,9,50,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03011200203099","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,99,4,20,5,2004,5,5,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,20,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011200203111","03011200203",1,7739.04150390625,3,1,12,8,88,2,3,111,7,20,5,2004,3,10,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03011400816008","03011400816",1,8385.181640625,3,1,14,8,88,8,16,8,8,6,5,2004,2,17,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,17,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816023","03011400816",1,8385.181640625,3,1,14,8,88,8,16,23,7,17,5,2004,1,25,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,17,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816041","03011400816",1,8385.181640625,3,1,14,8,88,8,16,41,6,16,5,2004,4,20,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,17,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816077","03011400816",1,8385.181640625,3,1,14,8,88,8,16,77,2,11,5,2004,4,0,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,2004,,16,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816091","03011400816",1,625.4140625,3,1,14,8,88,8,16,91,5,15,5,2004,2,0,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,14,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816096","03011400816",1,8385.181640625,3,1,14,8,88,8,16,96,2,14,5,2004,10,0,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,14,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816114","03011400816",1,8385.181640625,3,1,14,8,88,8,16,114,3,12,5,2004,2,11,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2004,,14,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816132","03011400816",1,8385.181640625,3,1,14,8,88,8,16,132,6,10,5,2004,1,0,5,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2004,,13,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816138","03011400816",1,625.4140625,3,1,14,8,88,8,16,138,1,9,5,2004,10,32,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,2004,,13,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816152","03011400816",1,8385.181640625,3,1,14,8,88,8,16,152,6,13,5,2004,1,15,3,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,2004,,13,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011400816170","03011400816",1,8385.181640625,3,1,14,8,88,8,16,170,3,16,5,2004,2,30,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,16,5,2004,,,,,,27,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804005","03011602804",1,6072.1484375,3,1,16,8,88,28,4,5,6,14,5,2004,9,5,12,20,,,,,,"X","X",,,,,,,,,,21,5,2004,3,15,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804013","03011602804",1,863.923522949219,3,1,16,8,88,28,4,13,4,21,5,2004,2,0,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,4,8,2004,1,
"03011602804031","03011602804",1,6072.1484375,3,1,16,8,88,28,4,31,6,14,5,2004,2,0,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804055","03011602804",1,6072.1484375,3,1,16,8,88,28,4,55,9,13,5,2004,2,0,5,10,,,,,,,,,,,,,,,,,22,5,2004,6,0,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804074","03011602804",1,863.923522949219,3,1,16,8,88,28,4,74,3,21,5,2004,7,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,4,8,2004,1,
"03011602804080","03011602804",1,6072.1484375,3,1,16,8,88,28,4,80,3,13,5,2004,8,10,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804105","03011602804",1,6072.1484375,3,1,16,8,88,28,4,105,7,17,5,2004,4,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804129","03011602804",1,6072.1484375,3,1,16,8,88,28,4,129,5,18,5,2004,4,30,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804153","03011602804",1,6072.1484375,3,1,16,8,88,28,4,153,7,20,5,2004,3,30,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804178","03011602804",1,6072.1484375,3,1,16,8,88,28,4,178,7,19,5,2004,4,30,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804202","03011602804",1,6072.1484375,3,1,16,8,88,28,4,202,2,16,5,2004,3,0,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,9,8,2004,1,
"03011602804226","03011602804",1,6072.1484375,3,1,16,8,88,28,4,226,3,15,5,2004,2,30,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,25,5,2004,,,,,,26,6,2004,,,,,,3,8,2004,,9,8,2004,1,
"03012000105017","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,17,5,12,5,2004,2,13,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105036","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,36,2,17,5,2004,5,3,6,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105055","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,55,1,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,22,5,2004,,,,,,,,,,,,,,4,8,2004,,10,9,2004,6,
"03012000105074","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,74,2,18,5,2004,4,25,5,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105093","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,93,6,17,5,2004,8,42,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105112","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,112,4,21,5,2004,3,10,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105131","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,131,2,20,5,2004,6,10,7,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105150","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,150,3,16,5,2004,10,15,11,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105169","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,169,7,16,5,2004,2,30,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105188","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,188,3,12,5,2004,8,0,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105207","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,207,5,15,5,2004,5,20,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,22,5,2004,,,,,,26,6,2004,,,,,,4,8,2004,,10,8,2004,1,
"03012000105226","03012000105",0,1784.98474121094,3,1,20,2,1,1,5,226,5,13,5,2004,7,31,8,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,2004,,22,5,2004,,,,,,,,,,,,,,4,8,2004,,10,8,2004,1,
"03020100703001","03020100703",1,5700.3857421875,3,2,1,8,88,7,3,1,5,11,5,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,25,5,2004,,,,,,27,6,2004,,,,,,,,,,4,8,2004,1,
"03020100703019","03020100703",1,5700.3857421875,3,2,1,8,88,7,3,19,9,13,5,2004,1,0,5,10,,,,"X",,,,"X",,,,,,,,,20,5,2004,10,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,2004,,25,5,2004,,,,,,27,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03020100703037","03020100703",1,5700.3857421875,3,2,1,8,88,7,3,37,6,16,5,2004,3,40,8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,25,5,2004,,,,,,27,6,2004,,,,,,,,,,4,8,2004,1,
"03020100703055","03020100703",1,5700.3857421875,3,2,1,8,88,7,3,55,3,10,5,2004,1,30,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,25,5,2004,,,,,,27,6,2004,,,,,,3,8,2004,,4,8,2004,1,
"03020100703073","03020100703",1,5700.3857421875,3,2,1,8,88,7,3,73,2,19,5,2004,1,45,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,2004,,25,5,2004,,,,,,27,6,2004,,,,,,,,,,4,8,2004,1,
"03020100703091","03020100703",1,445.342620849609,3,2,1,8,88,7,3,91,2,11,5,2004,5,20,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,2004,,25,5,2004,,,,,,27,6,2004,,,,,,,,,,4,8,2004,1,
"03020100703092","03020100703",1,5700.3857421875,3,2,1,8,88,7,3,92,3,18,5,2004,1,0,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,25,5,2004,,,,,,27,6,2004,,,,,,,,,,4,8,2004,1,
"03020100703110","03020100703",1,445.342620849609,3,2,1,8,88,7,3,110,1,22,5,2004,3,15,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,5,2004,,25,5,2004,,,,,,27,6,2004,,,,,,,,,,4,8,2004,1,
