"household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_saq09","hh_saq13_a","hh_saq13_b","hh_saq13_c","hh_saq14_a","hh_saq14_b","hh_saq15_a","hh_saq15_b","hh_saq16_a","hh_saq16_b","hh_saq16_c","hh_saq16_d","hh_saq16_e","hh_saq16_f","hh_saq16_g","hh_saq16_h","hh_saq16_i","hh_saq16_j","hh_saq16_k","hh_saq16_l","hh_saq16_m","hh_saq16_n","hh_saq16_o","hh_saq16_p","hh_saq17_a","hh_saq17_b","hh_saq17_c","hh_saq18_a","hh_saq18_b","hh_saq19_a","hh_saq19_b","hh_saq20_a","hh_saq20_b","hh_saq20_c","hh_saq20_d","hh_saq20_e","hh_saq20_f","hh_saq20_g","hh_saq20_h","hh_saq20_i","hh_saq20_j","hh_saq20_k","hh_saq20_l","hh_saq20_m","hh_saq20_n","hh_saq20_o","hh_saq20_p","hh_saq21_a","hh_saq21_b","hh_saq21_c","hh_saq22_a","hh_saq22_b","hh_saq23_a","hh_saq23_b","hh_saq24_a","hh_saq24_b","hh_saq24_c","hh_saq24_d","hh_saq24_e","hh_saq24_f","hh_saq24_g","hh_saq24_h","hh_saq24_i","hh_saq24_j","hh_saq24_k","hh_saq24_l","hh_saq24_m","hh_saq24_n","hh_saq24_o","hh_saq24_p","hh_saq26_a","hh_saq26_b","hh_saq26_c","hh_saq26_d","hh_saq27_a","hh_saq27_b","hh_saq27_c","hh_saq27_d","hh_saq28_a","hh_saq28_b","hh_saq28_c","hh_saq28_d","hh_saq29_a","hh_saq29_b","hh_saq29_c","hh_saq29_d","hh_saq30_a","hh_saq30_b","hh_saq30_c","hh_saq30_d","hh_saq31_a","hh_saq31_b","hh_saq31_c","hh_saq31_d","hh_saq32_a","hh_saq32_b","hh_saq32_c","hh_saq32_d","hh_saq33_a","hh_saq33_b"
"04190100103062","04190100103",1,2724.51025390625,4,19,1,8,88,1,3,62,2,14,5,2004,1,10,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,24,5,2004,,,,,,21,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190100103077","04190100103",1,2724.51025390625,4,19,1,8,88,1,3,77,7,10,5,2004,8,0,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2004,,15,5,2004,,,,,,21,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190100103092","04190100103",1,2724.51025390625,4,19,1,8,88,1,3,92,5,16,5,2004,3,0,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,24,5,2004,,,,,,22,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190100103107","04190100103",1,2724.51025390625,4,19,1,8,88,1,3,107,4,22,5,2004,3,40,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,2004,,24,5,2004,,,,,,22,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190100103122","04190100103",1,2724.51025390625,4,19,1,8,88,1,3,122,4,14,5,2004,2,30,7,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,24,5,2004,,,,,,22,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190100103137","04190100103",1,2724.51025390625,4,19,1,8,88,1,3,137,4,12,5,2004,6,30,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2004,,24,5,2004,,,,,,22,6,2004,,,,,,18,8,2004,,18,8,2004,1,
"04190400101003","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,3,8,9,5,2004,5,20,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,2004,,17,5,2004,,,,,,21,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190400101006","04190400101",1,186.215469360352,4,19,4,8,88,1,1,6,1,8,5,2004,2,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2004,,17,5,2004,,,,,,21,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190400101019","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,19,4,12,5,2004,6,37,11,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190400101034","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,34,7,11,5,2004,3,45,8,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190400101045","04190400101",1,186.215469360352,4,19,4,8,88,1,1,45,2,10,5,2004,3,46,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190400101050","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,50,4,13,5,2004,2,26,6,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190400101065","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,65,5,12,5,2004,2,4,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190400101080","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,80,9,13,5,2004,6,51,11,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190400101095","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,95,4,15,5,2004,3,16,7,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,18,8,2004,,20,8,2004,1,
"04190400101110","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,110,3,14,5,2004,7,33,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,18,8,2004,,20,8,2004,1,
"04190400101125","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,125,8,14,5,2004,2,12,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190400101140","04190400101",1,3333.2568359375,4,19,4,8,88,1,1,140,1,16,5,2004,3,42,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,17,5,2004,,,,,,22,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190800704003","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,3,3,10,5,2004,3,30,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2004,,21,5,2004,,,,,,21,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190800704018","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,18,5,19,5,2004,1,25,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,2004,,21,5,2004,,,,,,21,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190800704033","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,33,7,10,5,2004,6,40,9,25,,,,,,,,,,,,,,,,,18,5,2004,1,15,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2004,,21,5,2004,,,,,,21,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190800704048","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,48,4,11,5,2004,3,10,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,2004,,13,5,2004,,,,,,21,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190800704063","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,63,6,9,5,2004,3,30,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,2004,,13,5,2004,,,,,,21,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190800704065","04190800704",1,719.580688476563,4,19,8,8,88,7,4,65,3,10,5,2004,6,20,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2004,,13,5,2004,,,,,,21,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190800704078","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,78,5,20,5,2004,3,13,4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,2004,,21,5,2004,,,,,,21,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190800704084","04190800704",1,719.580688476563,4,19,8,8,88,7,4,84,1,18,5,2004,8,15,9,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,21,5,2004,,,,,,21,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190800704097","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,97,7,16,5,2004,9,10,11,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,21,5,2004,,,,,,21,6,2004,,,,,,19,8,2004,,20,8,2004,1,
"04190800704112","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,112,5,9,5,2004,8,40,10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,2004,,21,5,2004,,,,,,21,6,2004,,,,,,18,8,2004,,20,8,2004,1,
"04190800704127","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,127,2,15,5,2004,7,10,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,21,5,2004,,,,,,21,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"04190800704142","04190800704",1,3741.81982421875,4,19,8,8,88,7,4,142,5,15,5,2004,3,20,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,21,5,2004,,,,,,21,6,2004,,,,,,18,8,2004,,19,8,2004,1,
"05010100902002","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,2,6,14,5,2004,9,5,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,15,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010100902008","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,8,6,17,5,2004,7,0,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,18,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010100902012","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,12,1,9,5,2004,1,0,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,2004,,21,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010100902014","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,14,2,14,5,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,16,5,2004,,,,,,,,,,,,,,8,8,2004,,10,8,2004,,
"05010100902020","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,20,4,18,5,2004,4,0,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,18,5,2004,,,,,,,,,,,,,,8,8,2004,,10,8,2004,1,
"05010100902027","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,27,8,18,5,2004,9,0,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,20,5,2004,,,,,,,,,,,,,,8,8,2004,,10,9,2004,1,
"05010100902030","05010100902",1,78.4186401367188,5,1,1,8,88,9,2,30,1,18,5,2004,3,40,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,19,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010100902036","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,36,1,19,5,2004,2,15,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,2004,,20,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010100902043","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,43,1,16,5,2004,4,0,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,20,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010100902049","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,49,1,16,5,2004,8,30,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,17,5,2004,,,,,,,,,,,,,,9,8,2004,,10,8,2004,1,
"05010100902055","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,55,3,18,5,2004,2,10,3,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,20,5,2004,,,,,,,,,,,,,,9,8,2004,,10,8,2004,1,
"05010100902061","05010100902",1,91.2507781982422,5,1,1,8,88,9,2,61,7,17,5,2004,4,15,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,18,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010200101004","05010200101",0,361.611114501953,5,1,2,1,1,1,1,4,6,16,5,2004,4,30,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,2004,,20,5,2004,,,,,,,,,,,,,,8,8,2004,,10,8,2004,1,
"05010200101016","05010200101",0,361.611114501953,5,1,2,1,1,1,1,16,4,14,5,2004,10,30,12,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,22,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010200101028","05010200101",0,361.611114501953,5,1,2,1,1,1,1,28,6,21,5,2004,9,10,11,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,2004,,21,5,2004,,,,,,,,,,,,,,8,8,2004,,10,8,2004,1,
"05010200101040","05010200101",0,361.611114501953,5,1,2,1,1,1,1,40,1,26,5,2004,5,18,6,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,2004,,26,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010200101052","05010200101",0,361.611114501953,5,1,2,1,1,1,1,52,5,19,5,2004,1,30,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,2004,,23,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010200101064","05010200101",0,361.611114501953,5,1,2,1,1,1,1,64,1,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,,,,,10,8,2004,,
"05010200101076","05010200101",0,361.611114501953,5,1,2,1,1,1,1,76,5,15,5,2004,9,52,11,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,21,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010200101088","05010200101",0,361.611114501953,5,1,2,1,1,1,1,88,1,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,2004,,,,,,,,,,,,,,,,,,8,8,2004,,10,8,2004,6,
"05010200101100","05010200101",0,361.611114501953,5,1,2,1,1,1,1,100,10,18,5,2004,12,55,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,20,5,2004,,,,,,,,,,,,,,8,8,2004,,10,8,2004,1,
"05010200101112","05010200101",0,361.611114501953,5,1,2,1,1,1,1,112,7,17,5,2004,3,50,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,2004,,20,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010200101124","05010200101",0,361.611114501953,5,1,2,1,1,1,1,124,1,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,2004,,,,,,,,,,,,,,,,,,8,8,2004,,10,8,2004,1,
"05010200101136","05010200101",0,361.611114501953,5,1,2,1,1,1,1,136,5,18,5,2004,2,5,3,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,20,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010202401004","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,4,4,22,5,2004,1,30,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,20,6,2004,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010202401025","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,25,6,18,5,2004,2,20,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,20,6,2004,,,,,,8,8,2004,,9,8,2004,1,
"05010202401046","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,46,4,19,5,2004,2,50,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,20,6,2004,,,,,,8,8,2004,,9,8,2004,1,
"05010202401069","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,69,3,24,5,2004,9,5,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,20,6,2004,,,,,,8,8,2004,,9,8,2004,1,
"05010202401090","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,90,8,21,5,2004,3,45,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,20,6,2004,,,,,,8,8,2004,,9,8,2004,1,
"05010202401111","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,111,3,20,5,2004,4,5,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,20,6,2004,,,,,,8,8,2004,,9,8,2004,1,
"05010202401133","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,133,4,23,5,2004,3,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,20,6,2004,,,,,,8,8,2004,,9,8,2004,1,
"05010202401161","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,161,8,23,5,2004,4,25,5,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,20,6,2004,,,,,,9,8,2004,,9,9,2004,1,
"05010202401168","05010202401",1,68.6326370239258,5,1,2,8,88,24,1,168,1,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,,
"05010202401191","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,191,5,16,,2004,2,10,5,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,20,6,2004,,,,,,8,8,2004,,9,9,2004,1,
"05010202401216","05010202401",1,91.0942230224609,5,1,2,8,88,24,1,216,3,17,,2004,2,18,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,30,5,2004,,,,,,20,6,2004,,,,,,8,8,2004,,9,8,2004,1,
"05010202401240","05010202401",1,68.6326370239258,5,1,2,8,88,24,1,240,1,24,5,2004,3,20,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,2004,,3,6,2004,,,,,,20,6,2004,,,,,,8,8,2004,,9,8,2004,1,
"05010301101002","05010301101",1,110.228973388672,5,1,3,8,88,11,1,2,4,13,5,2004,1,47,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010301101014","05010301101",1,110.228973388672,5,1,3,8,88,11,1,14,4,10,5,2004,1,40,8,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010301101015","05010301101",1,16.2101421356201,5,1,3,8,88,11,1,15,1,14,5,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,6,
"05010301101027","05010301101",1,110.228973388672,5,1,3,8,88,11,1,27,5,18,5,2004,1,53,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010301101040","05010301101",1,110.228973388672,5,1,3,8,88,11,1,40,8,22,5,2004,2,8,9,3,,,,,,,,,,,,,,,,,28,5,2004,8,10,8,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010301101052","05010301101",1,110.228973388672,5,1,3,8,88,11,1,52,6,12,5,2004,1,5,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010301101065","05010301101",1,110.228973388672,5,1,3,8,88,11,1,65,5,23,5,2004,3,0,5,42,,,,,,,,,,,,,,,,,25,5,2004,2,11,6,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,1
"05010301101077","05010301101",1,110.228973388672,5,1,3,8,88,11,1,77,1,20,5,2004,1,32,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010301101089","05010301101",1,110.228973388672,5,1,3,8,88,11,1,89,4,19,5,2004,3,8,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010301101101","05010301101",1,110.228973388672,5,1,3,8,88,11,1,101,7,21,5,2004,1,55,8,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
"05010301101112","05010301101",1,16.2101421356201,5,1,3,8,88,11,1,112,1,15,5,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,5,
"05010301101114","05010301101",1,110.228973388672,5,1,3,8,88,11,1,114,1,28,5,2004,2,34,7,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5,2004,,30,5,2004,,,,,,,,,,,,,,8,8,2004,,9,8,2004,1,
