"household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s5cq00","hh_s5cq0a","hh_s5cq04","hh_s5cq05"
"03070500105028","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,28,"B","Children 6-15 ye",0,0
"03070500105028","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,28,"C","Adults 16-65 yea",1,1
"03070500105028","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,28,"D","Adults over 65 y",0,
"03070500105041","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,41,"A","Children 0-5 yea",0,0
"03070500105041","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,41,"B","Children 6-15 ye",0,0
"03070500105041","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,41,"C","Adults 16-65 yea",2,2
"03070500105041","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,41,"D","Adults over 65 y",0,0
"03070500105054","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,54,"A","Children 0-5 yea",0,0
"03070500105054","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,54,"B","Children 6-15 ye",0,0
"03070500105054","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,54,"C","Adults 16-65 yea",1,2
"03070500105054","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,54,"D","Adults over 65 y",1,2
"03070500105067","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,67,"A","Children 0-5 yea",0,0
"03070500105067","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,67,"B","Children 6-15 ye",0,0
"03070500105067","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,67,"C","Adults 16-65 yea",2,2
"03070500105067","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,67,"D","Adults over 65 y",1,1
"03070500105080","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,80,"A","Children 0-5 yea",0,0
"03070500105080","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,80,"B","Children 6-15 ye",0,0
"03070500105080","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,80,"C","Adults 16-65 yea",0,0
"03070500105080","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,80,"D","Adults over 65 y",0,0
"03070500105093","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,93,"A","Children 0-5 yea",0,0
"03070500105093","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,93,"B","Children 6-15 ye",0,0
"03070500105093","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,93,"C","Adults 16-65 yea",0,0
"03070500105093","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,93,"D","Adults over 65 y",0,0
"03070500105106","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,106,"A","Children 0-5 yea",0,0
"03070500105106","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,106,"B","Children 6-15 ye",0,0
"03070500105106","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,106,"C","Adults 16-65 yea",1,1
"03070500105106","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,106,"D","Adults over 65 y",0,0
"03070500105119","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,119,"A","Children 0-5 yea",0,0
"03070500105119","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,119,"B","Children 6-15 ye",1,1
"03070500105119","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,119,"C","Adults 16-65 yea",1,1
"03070500105119","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,119,"D","Adults over 65 y",0,0
"03070500105132","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,132,"A","Children 0-5 yea",0,0
"03070500105132","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,132,"B","Children 6-15 ye",0,0
"03070500105132","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,132,"C","Adults 16-65 yea",0,0
"03070500105132","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,132,"D","Adults over 65 y",0,0
"03070500105145","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,145,"A","Children 0-5 yea",0,0
"03070500105145","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,145,"B","Children 6-15 ye",0,0
"03070500105145","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,145,"C","Adults 16-65 yea",0,0
"03070500105145","03070500105",0,1098.09643554688,3,7,5,1,1,1,5,145,"D","Adults over 65 y",0,0
"03070502405003","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,3,"A","Children 0-5 yea",0,0
"03070502405003","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,3,"B","Children 6-15 ye",0,0
"03070502405003","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,3,"C","Adults 16-65 yea",1,1
"03070502405003","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,3,"D","Adults over 65 y",0,0
"03070502405017","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,17,"A","Children 0-5 yea",0,0
"03070502405017","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,17,"B","Children 6-15 ye",0,0
"03070502405017","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,17,"C","Adults 16-65 yea",0,0
"03070502405017","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,17,"D","Adults over 65 y",0,0
"03070502405024","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,24,"A","Children 0-5 yea",0,0
"03070502405024","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,24,"B","Children 6-15 ye",0,0
"03070502405024","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,24,"C","Adults 16-65 yea",0,0
"03070502405024","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,24,"D","Adults over 65 y",0,0
"03070502405038","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,38,"A","Children 0-5 yea",0,0
"03070502405038","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,38,"B","Children 6-15 ye",0,0
"03070502405038","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,38,"C","Adults 16-65 yea",0,0
"03070502405038","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,38,"D","Adults over 65 y",0,0
"03070502405045","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,45,"A","Children 0-5 yea",0,0
"03070502405045","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,45,"B","Children 6-15 ye",0,0
"03070502405045","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,45,"C","Adults 16-65 yea",0,0
"03070502405045","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,45,"D","Adults over 65 y",0,0
"03070502405066","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,66,"A","Children 0-5 yea",0,0
"03070502405066","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,66,"B","Children 6-15 ye",0,0
"03070502405066","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,66,"C","Adults 16-65 yea",0,0
"03070502405066","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,66,"D","Adults over 65 y",0,0
"03070502405087","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,87,"A","Children 0-5 yea",0,0
"03070502405087","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,87,"B","Children 6-15 ye",0,0
"03070502405087","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,87,"C","Adults 16-65 yea",0,0
"03070502405087","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,87,"D","Adults over 65 y",0,0
"03070502405108","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,108,"A","Children 0-5 yea",0,0
"03070502405108","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,108,"B","Children 6-15 ye",0,0
"03070502405108","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,108,"C","Adults 16-65 yea",0,0
"03070502405108","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,108,"D","Adults over 65 y",0,0
"03070502405129","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,129,"A","Children 0-5 yea",0,0
"03070502405129","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,129,"B","Children 6-15 ye",0,0
"03070502405129","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,129,"C","Adults 16-65 yea",0,0
"03070502405129","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,129,"D","Adults over 65 y",0,0
"03070502405150","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,150,"A","Children 0-5 yea",0,0
"03070502405150","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,150,"B","Children 6-15 ye",0,0
"03070502405150","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,150,"C","Adults 16-65 yea",0,0
"03070502405150","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,150,"D","Adults over 65 y",0,0
"03070502405171","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,171,"A","Children 0-5 yea",0,0
"03070502405171","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,171,"B","Children 6-15 ye",0,0
"03070502405171","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,171,"C","Adults 16-65 yea",0,0
"03070502405171","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,171,"D","Adults over 65 y",0,0
"03070502405192","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,192,"A","Children 0-5 yea",0,0
"03070502405192","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,192,"B","Children 6-15 ye",0,0
"03070502405192","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,192,"C","Adults 16-65 yea",0,0
"03070502405192","03070502405",1,4470.9580078125,3,7,5,8,88,24,5,192,"D","Adults over 65 y",0,0
"03070801402002","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,2,"A","Children 0-5 yea",0,0
"03070801402002","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,2,"B","Children 6-15 ye",0,0
"03070801402002","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,2,"C","Adults 16-65 yea",0,0
"03070801402002","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,2,"D","Adults over 65 y",0,0
"03070801402016","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,16,"A","Children 0-5 yea",0,0
"03070801402016","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,16,"B","Children 6-15 ye",0,0
"03070801402016","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,16,"C","Adults 16-65 yea",3,6
"03070801402016","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,16,"D","Adults over 65 y",0,0
"03070801402023","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,23,"A","Children 0-5 yea",0,0
"03070801402023","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,23,"B","Children 6-15 ye",0,0
"03070801402023","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,23,"C","Adults 16-65 yea",4,12
"03070801402023","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,23,"D","Adults over 65 y",0,0
"03070801402037","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,37,"A","Children 0-5 yea",0,0
"03070801402037","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,37,"B","Children 6-15 ye",0,0
"03070801402037","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,37,"C","Adults 16-65 yea",0,0
"03070801402037","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,37,"D","Adults over 65 y",0,0
"03070801402044","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,44,"A","Children 0-5 yea",0,0
"03070801402044","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,44,"B","Children 6-15 ye",0,0
"03070801402044","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,44,"C","Adults 16-65 yea",0,0
"03070801402044","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,44,"D","Adults over 65 y",0,0
"03070801402065","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,65,"A","Children 0-5 yea",0,0
"03070801402065","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,65,"B","Children 6-15 ye",0,0
"03070801402065","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,65,"C","Adults 16-65 yea",0,0
"03070801402065","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,65,"D","Adults over 65 y",0,0
"03070801402086","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,86,"A","Children 0-5 yea",0,0
"03070801402086","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,86,"B","Children 6-15 ye",0,0
"03070801402086","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,86,"C","Adults 16-65 yea",0,0
"03070801402086","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,86,"D","Adults over 65 y",0,0
"03070801402107","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,107,"A","Children 0-5 yea",0,0
"03070801402107","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,107,"B","Children 6-15 ye",0,0
"03070801402107","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,107,"C","Adults 16-65 yea",0,0
"03070801402107","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,107,"D","Adults over 65 y",0,0
"03070801402128","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,128,"A","Children 0-5 yea",0,0
"03070801402128","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,128,"B","Children 6-15 ye",0,0
"03070801402128","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,128,"C","Adults 16-65 yea",0,0
"03070801402128","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,128,"D","Adults over 65 y",0,0
"03070801402149","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,149,"A","Children 0-5 yea",0,0
"03070801402149","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,149,"B","Children 6-15 ye",0,0
"03070801402149","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,149,"C","Adults 16-65 yea",0,0
"03070801402149","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,149,"D","Adults over 65 y",0,0
"03070801402170","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,170,"A","Children 0-5 yea",3,9
"03070801402170","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,170,"B","Children 6-15 ye",0,0
"03070801402170","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,170,"C","Adults 16-65 yea",1,2
"03070801402170","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,170,"D","Adults over 65 y",0,0
"03070801402191","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,191,"A","Children 0-5 yea",0,0
"03070801402191","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,191,"B","Children 6-15 ye",0,0
"03070801402191","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,191,"C","Adults 16-65 yea",0,0
"03070801402191","03070801402",1,4731.5966796875,3,7,8,8,88,14,2,191,"D","Adults over 65 y",0,0
"03071001703002","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,2,"A","Children 0-5 yea",0,0
"03071001703002","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,2,"B","Children 6-15 ye",2,4
"03071001703002","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,2,"C","Adults 16-65 yea",0,0
"03071001703002","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,2,"D","Adults over 65 y",0,0
"03071001703020","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,20,"A","Children 0-5 yea",0,0
"03071001703020","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,20,"B","Children 6-15 ye",0,0
"03071001703020","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,20,"C","Adults 16-65 yea",0,0
"03071001703020","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,20,"D","Adults over 65 y",0,0
"03071001703038","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,38,"A","Children 0-5 yea",0,0
"03071001703038","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,38,"B","Children 6-15 ye",0,0
"03071001703038","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,38,"C","Adults 16-65 yea",0,0
"03071001703038","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,38,"D","Adults over 65 y",0,0
"03071001703056","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,56,"A","Children 0-5 yea",0,0
"03071001703056","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,56,"B","Children 6-15 ye",0,0
"03071001703056","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,56,"C","Adults 16-65 yea",1,1
"03071001703056","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,56,"D","Adults over 65 y",0,0
"03071001703075","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,75,"A","Children 0-5 yea",0,0
"03071001703075","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,75,"B","Children 6-15 ye",0,0
"03071001703075","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,75,"C","Adults 16-65 yea",0,0
"03071001703075","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,75,"D","Adults over 65 y",0,0
"03071001703093","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,93,"A","Children 0-5 yea",0,0
"03071001703093","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,93,"B","Children 6-15 ye",0,0
"03071001703093","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,93,"C","Adults 16-65 yea",0,0
"03071001703093","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,93,"D","Adults over 65 y",0,0
"03071001703111","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,111,"A","Children 0-5 yea",0,0
"03071001703111","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,111,"B","Children 6-15 ye",0,0
"03071001703111","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,111,"C","Adults 16-65 yea",0,0
"03071001703111","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,111,"D","Adults over 65 y",0,0
"03071001703119","03071001703",1,778.992980957031,3,7,10,8,88,17,3,119,"A","Children 0-5 yea",0,0
"03071001703119","03071001703",1,778.992980957031,3,7,10,8,88,17,3,119,"B","Children 6-15 ye",0,0
"03071001703119","03071001703",1,778.992980957031,3,7,10,8,88,17,3,119,"C","Adults 16-65 yea",0,0
"03071001703119","03071001703",1,778.992980957031,3,7,10,8,88,17,3,119,"D","Adults over 65 y",0,0
"03071001703130","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,130,"A","Children 0-5 yea",0,0
"03071001703130","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,130,"B","Children 6-15 ye",0,0
"03071001703130","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,130,"C","Adults 16-65 yea",0,0
"03071001703130","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,130,"D","Adults over 65 y",0,0
"03071001703148","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,148,"A","Children 0-5 yea",0,0
"03071001703148","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,148,"B","Children 6-15 ye",0,0
"03071001703148","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,148,"C","Adults 16-65 yea",1,1
"03071001703148","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,148,"D","Adults over 65 y",0,0
"03071001703166","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,166,"A","Children 0-5 yea",0,0
"03071001703166","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,166,"B","Children 6-15 ye",0,0
"03071001703166","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,166,"C","Adults 16-65 yea",0,0
"03071001703166","03071001703",1,7283.58447265625,3,7,10,8,88,17,3,166,"D","Adults over 65 y",0,0
"03071301304004","03071301304",1,4802.5703125,3,7,13,8,88,13,4,4,"A","Children 0-5 yea",0,0
"03071301304004","03071301304",1,4802.5703125,3,7,13,8,88,13,4,4,"B","Children 6-15 ye",0,0
"03071301304004","03071301304",1,4802.5703125,3,7,13,8,88,13,4,4,"C","Adults 16-65 yea",0,0
"03071301304004","03071301304",1,4802.5703125,3,7,13,8,88,13,4,4,"D","Adults over 65 y",0,0
"03071301304022","03071301304",1,4802.5703125,3,7,13,8,88,13,4,22,"A","Children 0-5 yea",0,0
"03071301304022","03071301304",1,4802.5703125,3,7,13,8,88,13,4,22,"B","Children 6-15 ye",0,0
"03071301304022","03071301304",1,4802.5703125,3,7,13,8,88,13,4,22,"C","Adults 16-65 yea",3,3
"03071301304022","03071301304",1,4802.5703125,3,7,13,8,88,13,4,22,"D","Adults over 65 y",0,0
"03071301304040","03071301304",1,4802.5703125,3,7,13,8,88,13,4,40,"A","Children 0-5 yea",0,0
"03071301304040","03071301304",1,4802.5703125,3,7,13,8,88,13,4,40,"B","Children 6-15 ye",0,0
"03071301304040","03071301304",1,4802.5703125,3,7,13,8,88,13,4,40,"C","Adults 16-65 yea",0,0
"03071301304040","03071301304",1,4802.5703125,3,7,13,8,88,13,4,40,"D","Adults over 65 y",0,0
"03071301304058","03071301304",1,4802.5703125,3,7,13,8,88,13,4,58,"A","Children 0-5 yea",0,0
"03071301304058","03071301304",1,4802.5703125,3,7,13,8,88,13,4,58,"B","Children 6-15 ye",0,0
"03071301304058","03071301304",1,4802.5703125,3,7,13,8,88,13,4,58,"C","Adults 16-65 yea",0,0
"03071301304058","03071301304",1,4802.5703125,3,7,13,8,88,13,4,58,"D","Adults over 65 y",0,0
"03071301304078","03071301304",1,4802.5703125,3,7,13,8,88,13,4,78,"A","Children 0-5 yea",0,0
"03071301304078","03071301304",1,4802.5703125,3,7,13,8,88,13,4,78,"B","Children 6-15 ye",0,0
"03071301304078","03071301304",1,4802.5703125,3,7,13,8,88,13,4,78,"C","Adults 16-65 yea",0,0
"03071301304078","03071301304",1,4802.5703125,3,7,13,8,88,13,4,78,"D","Adults over 65 y",0,0
"03071301304096","03071301304",1,4802.5703125,3,7,13,8,88,13,4,96,"A","Children 0-5 yea",0,0
"03071301304096","03071301304",1,4802.5703125,3,7,13,8,88,13,4,96,"B","Children 6-15 ye",0,0
"03071301304096","03071301304",1,4802.5703125,3,7,13,8,88,13,4,96,"C","Adults 16-65 yea",0,0
"03071301304096","03071301304",1,4802.5703125,3,7,13,8,88,13,4,96,"D","Adults over 65 y",0,0
"03071301304114","03071301304",1,4802.5703125,3,7,13,8,88,13,4,114,"A","Children 0-5 yea",0,0
"03071301304114","03071301304",1,4802.5703125,3,7,13,8,88,13,4,114,"B","Children 6-15 ye",0,0
"03071301304114","03071301304",1,4802.5703125,3,7,13,8,88,13,4,114,"C","Adults 16-65 yea",0,0
"03071301304114","03071301304",1,4802.5703125,3,7,13,8,88,13,4,114,"D","Adults over 65 y",0,0
"03071301304135","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,135,"A","Children 0-5 yea",0,0
"03071301304135","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,135,"B","Children 6-15 ye",0,0
"03071301304135","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,135,"C","Adults 16-65 yea",0,0
"03071301304135","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,135,"D","Adults over 65 y",0,0
"03071301304145","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,145,"A","Children 0-5 yea",0,0
"03071301304145","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,145,"B","Children 6-15 ye",0,0
"03071301304145","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,145,"C","Adults 16-65 yea",0,0
"03071301304145","03071301304",1,2365.79833984375,3,7,13,8,88,13,4,145,"D","Adults over 65 y",0,0
"03071301304150","03071301304",1,4802.5703125,3,7,13,8,88,13,4,150,"A","Children 0-5 yea",0,0
"03071301304150","03071301304",1,4802.5703125,3,7,13,8,88,13,4,150,"B","Children 6-15 ye",0,0
"03071301304150","03071301304",1,4802.5703125,3,7,13,8,88,13,4,150,"C","Adults 16-65 yea",0,0
"03071301304150","03071301304",1,4802.5703125,3,7,13,8,88,13,4,150,"D","Adults over 65 y",0,0
"03071301304168","03071301304",1,4802.5703125,3,7,13,8,88,13,4,168,"A","Children 0-5 yea",0,0
"03071301304168","03071301304",1,4802.5703125,3,7,13,8,88,13,4,168,"B","Children 6-15 ye",0,0
"03071301304168","03071301304",1,4802.5703125,3,7,13,8,88,13,4,168,"C","Adults 16-65 yea",0,0
"03071301304168","03071301304",1,4802.5703125,3,7,13,8,88,13,4,168,"D","Adults over 65 y",0,0
"03071301304186","03071301304",1,4802.5703125,3,7,13,8,88,13,4,186,"A","Children 0-5 yea",0,0
"03071301304186","03071301304",1,4802.5703125,3,7,13,8,88,13,4,186,"B","Children 6-15 ye",0,0
"03071301304186","03071301304",1,4802.5703125,3,7,13,8,88,13,4,186,"C","Adults 16-65 yea",0,0
"03071301304186","03071301304",1,4802.5703125,3,7,13,8,88,13,4,186,"D","Adults over 65 y",0,0
"03080201503003","03080201503",1,2351.7109375,3,8,2,8,88,15,3,3,"A","Children 0-5 yea",0,0
"03080201503003","03080201503",1,2351.7109375,3,8,2,8,88,15,3,3,"B","Children 6-15 ye",0,0
"03080201503003","03080201503",1,2351.7109375,3,8,2,8,88,15,3,3,"C","Adults 16-65 yea",0,0
"03080201503003","03080201503",1,2351.7109375,3,8,2,8,88,15,3,3,"D","Adults over 65 y",0,0
"03080201503021","03080201503",1,2351.7109375,3,8,2,8,88,15,3,21,"A","Children 0-5 yea",0,0
"03080201503021","03080201503",1,2351.7109375,3,8,2,8,88,15,3,21,"B","Children 6-15 ye",0,0
"03080201503021","03080201503",1,2351.7109375,3,8,2,8,88,15,3,21,"C","Adults 16-65 yea",1,2
"03080201503021","03080201503",1,2351.7109375,3,8,2,8,88,15,3,21,"D","Adults over 65 y",1,2
"03080201503040","03080201503",1,2351.7109375,3,8,2,8,88,15,3,40,"A","Children 0-5 yea",0,0
"03080201503040","03080201503",1,2351.7109375,3,8,2,8,88,15,3,40,"B","Children 6-15 ye",0,0
"03080201503040","03080201503",1,2351.7109375,3,8,2,8,88,15,3,40,"C","Adults 16-65 yea",0,0
"03080201503040","03080201503",1,2351.7109375,3,8,2,8,88,15,3,40,"D","Adults over 65 y",0,0
"03080201503059","03080201503",1,2351.7109375,3,8,2,8,88,15,3,59,"A","Children 0-5 yea",0,0
"03080201503059","03080201503",1,2351.7109375,3,8,2,8,88,15,3,59,"B","Children 6-15 ye",0,0
"03080201503059","03080201503",1,2351.7109375,3,8,2,8,88,15,3,59,"C","Adults 16-65 yea",1,1
"03080201503059","03080201503",1,2351.7109375,3,8,2,8,88,15,3,59,"D","Adults over 65 y",0,0
"03080201503080","03080201503",1,2351.7109375,3,8,2,8,88,15,3,80,"A","Children 0-5 yea",0,0
"03080201503080","03080201503",1,2351.7109375,3,8,2,8,88,15,3,80,"B","Children 6-15 ye",2,6
"03080201503080","03080201503",1,2351.7109375,3,8,2,8,88,15,3,80,"C","Adults 16-65 yea",4,12
"03080201503080","03080201503",1,2351.7109375,3,8,2,8,88,15,3,80,"D","Adults over 65 y",0,0
"03080201503083","03080201503",1,745.664489746094,3,8,2,8,88,15,3,83,"A","Children 0-5 yea",0,0
"03080201503083","03080201503",1,745.664489746094,3,8,2,8,88,15,3,83,"B","Children 6-15 ye",0,0
"03080201503083","03080201503",1,745.664489746094,3,8,2,8,88,15,3,83,"C","Adults 16-65 yea",0,0
"03080201503083","03080201503",1,745.664489746094,3,8,2,8,88,15,3,83,"D","Adults over 65 y",0,0
"03080201503103","03080201503",1,2351.7109375,3,8,2,8,88,15,3,103,"A","Children 0-5 yea",0,0
"03080201503103","03080201503",1,2351.7109375,3,8,2,8,88,15,3,103,"B","Children 6-15 ye",0,0
"03080201503103","03080201503",1,2351.7109375,3,8,2,8,88,15,3,103,"C","Adults 16-65 yea",0,0
