"holder_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","ph_saq10","ph_saq12","ph_saq13","ph_saq14_a","ph_saq14_b","ph_saq14_c","ph_saq15_a","ph_saq15_b","ph_saq16_a","ph_saq16_b","ph_saq17_a","ph_saq17_b","ph_saq17_c","ph_saq17_d","ph_saq17_e","ph_saq17_f","ph_saq17_g","ph_saq17_h","ph_saq17_i","ph_saq17_j","ph_saq17_k","ph_saq17_l","ph_saq17_m","ph_saq17_n","ph_saq18_a","ph_saq18_b","ph_saq18_c","ph_saq19_a","ph_saq19_b","ph_saq20_a","ph_saq20_b","ph_saq21_a","ph_saq21_b","ph_saq21_c","ph_saq21_d","ph_saq21_e","ph_saq21_f","ph_saq21_g","ph_saq21_h","ph_saq21_i","ph_saq21_j","ph_saq21_k","ph_saq21_l","ph_saq21_m","ph_saq21_n","ph_saq22_a","ph_saq22_b","ph_saq22_c","ph_saq23_a","ph_saq23_b","ph_saq24_a","ph_saq24_b","ph_saq25_a","ph_saq25_b","ph_saq25_c","ph_saq25_d","ph_saq25_e","ph_saq25_f","ph_saq25_g","ph_saq25_h","ph_saq25_i","ph_saq25_j","ph_saq25_k","ph_saq25_l","ph_saq25_m","ph_saq25_n","ph_saq27_a","ph_saq27_b","ph_saq27_c","ph_saq27_d","ph_saq28_a","ph_saq28_b","ph_saq28_c","ph_saq28_d","ph_saq29_a","ph_saq29_b","ph_saq29_c","ph_saq29_d","ph_saq30_a","ph_saq30_b","ph_saq30_c","ph_saq30_d","ph_saq31_a","ph_saq31_b","ph_saq31_c","ph_saq31_d","ph_saq32_a","ph_saq32_b","ph_saq32_c","ph_saq32_d","ph_saq33_a","ph_saq33_b","ph_saq33_c","ph_saq33_d","ph_saq34_a","ph_saq34_b","ph_version"
"0305130070217101","03051300702171","03051300702",1,3222.39526367188,3,5,13,7,2,171,1,1,,3,26,5,2004,8,52,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,5,2004,,18,6,2004,,,,,,4,8,2004,,,,,,22,9,2004,,1,10,2004,1,,1.20000004768372
"0305130070219201","03051300702192","03051300702",1,3222.39526367188,3,5,13,7,2,192,1,7,,3,30,5,2004,10,30,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,2004,,18,6,2004,,,,,,4,8,2004,,,,,,27,9,2004,,1,10,2004,1,,1.20000004768372
"0305150070300201","03051500703002","03051500703",1,4100.65234375,3,5,15,7,3,2,1,2,,1,25,5,2004,6,35,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,2004,,14,6,2004,,,,,,4,8,2004,,,,,,21,9,2004,,1,10,2004,1,,1.20000004768372
"0305150070302001","03051500703020","03051500703",1,4100.65234375,3,5,15,7,3,20,1,5,,3,25,5,2004,2,48,3,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,2004,,13,6,2004,,,,,,4,8,2004,,,,,,21,9,2004,,30,9,2004,1,,1.20000004768372
"0305150070302002","03051500703020","03051500703",1,4100.65234375,3,5,15,7,3,20,2,5,,1,25,5,2004,1,55,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,2004,,14,6,2004,,,,,,4,8,2004,,,,,,21,9,2004,,1,10,2004,1,,1.20000004768372
"0305150070302003","03051500703020","03051500703",1,4100.65234375,3,5,15,7,3,20,3,5,,3,25,5,2004,2,50,3,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,2004,,15,6,2004,,,,,,4,8,2004,,,,,,21,9,2004,,1,10,2004,1,,1.20000004768372
"0305150070303801","03051500703038","03051500703",1,4100.65234375,3,5,15,7,3,38,1,5,,3,6,6,2004,1,30,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2004,,15,6,2004,,,,,,4,8,2004,,,,,,22,9,2004,,1,10,2004,1,,1.20000004768372
"0305150070305601","03051500703056","03051500703",1,4100.65234375,3,5,15,7,3,56,1,4,,3,6,6,2004,10,30,11,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2004,,15,6,2004,,,,,,2,8,2004,,,,,,18,9,2004,,30,9,2004,1,,1.20000004768372
"0305150070307501","03051500703075","03051500703",1,4100.65234375,3,5,15,7,3,75,1,2,,2,28,5,2004,3,10,3,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5,2004,,15,6,2004,,,,,,4,8,2004,,,,,,22,9,2004,,1,10,2004,1,,1.20000004768372
"0305150070310001","03051500703100","03051500703",1,4100.65234375,3,5,15,7,3,100,1,6,,3,2,6,2004,6,10,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2004,,13,6,2004,,,,,,4,8,2004,,,,,,18,9,2004,,30,9,2004,1,,1.20000004768372
"0305150070311801","03051500703118","03051500703",1,4100.65234375,3,5,15,7,3,118,1,2,,3,21,5,2004,8,15,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,2004,,14,6,2004,,,,,,4,8,2004,,,,,,21,9,2004,,30,9,2004,1,,1.20000004768372
"0305150070313601","03051500703136","03051500703",1,4100.65234375,3,5,15,7,3,136,1,2,,3,2,6,2004,2,30,3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2004,,13,6,2004,,,,,,4,5,2004,,,,,,21,9,2004,,30,9,2004,1,,1.20000004768372
"0305150070315401","03051500703154","03051500703",1,4100.65234375,3,5,15,7,3,154,1,7,,3,30,5,2004,4,10,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,2004,,13,6,2004,,,,,,4,8,2004,,,,,,21,9,2004,,30,9,2004,1,,1.20000004768372
"0305150070317201","03051500703172","03051500703",1,4100.65234375,3,5,15,7,3,172,1,6,,3,3,6,2004,3,5,4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2004,,15,6,2004,,,,,,4,8,2004,,,,,,17,9,2004,,30,9,2004,1,,1.20000004768372
"0306020260300201","03060202603002","03060202603",1,7122.654296875,3,6,2,26,3,2,1,7,,3,28,5,2004,2,30,3,50,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,28,5,2004,,9,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260301201","03060202603012","03060202603",1,7122.654296875,3,6,2,26,3,12,1,3,,3,5,7,2004,5,30,7,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,23,5,2004,,9,6,2004,,,,,,2,8,2004,,,,,,16,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260301701","03060202603017","03060202603",1,7122.654296875,3,6,2,26,3,17,1,5,,3,3,6,2004,5,50,6,30,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,3,5,2004,,9,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260303101","03060202603031","03060202603",1,477.738983154297,3,6,2,26,3,31,1,3,1,,1,6,2004,2,20,3,10,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,1,6,2004,,5,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260303301","03060202603033","03060202603",1,7122.654296875,3,6,2,26,3,33,1,5,,3,4,10,2004,4,30,4,30,,,,,,,,,,,,,,,2,6,2004,4,30,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,2,6,2004,,9,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260304801","03060202603048","03060202603",1,7122.654296875,3,6,2,26,3,48,1,3,,3,5,6,2004,3,0,5,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,5,6,2004,,9,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260306301","03060202603063","03060202603",1,7122.654296875,3,6,2,26,3,63,1,6,,3,30,5,2004,4,30,6,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,30,5,2004,,9,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260307801","03060202603078","03060202603",1,7122.654296875,3,6,2,26,3,78,1,6,,3,28,5,2004,4,10,5,20,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,28,5,2004,,9,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260310801","03060202603108","03060202603",1,7122.654296875,3,6,2,26,3,108,1,5,1,3,24,5,2004,4,30,6,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,24,5,2004,,9,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260312301","03060202603123","03060202603",1,7122.654296875,3,6,2,26,3,123,1,6,,3,2,2,2004,2,0,3,10,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,30,5,2004,,9,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306020260313801","03060202603138","03060202603",1,7122.654296875,3,6,2,26,3,138,1,7,,3,3,6,2004,3,30,4,20,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,3,6,2004,,9,6,2004,,,,,,1,8,2004,,,,,,16,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200100101","03060402001001","03060402001",1,5867.81591796875,3,6,4,20,1,1,1,9,,3,19,5,2004,2,30,4,5,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,19,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200101301","03060402001013","03060402001",1,5867.81591796875,3,6,4,20,1,13,1,1,,3,14,5,2004,4,30,5,40,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,14,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200101901","03060402001019","03060402001",1,5867.81591796875,3,6,4,20,1,19,1,6,,3,19,5,2004,3,43,5,10,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,15,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200103101","03060402001031","03060402001",1,5867.81591796875,3,6,4,20,1,31,1,4,,3,16,5,2004,2,15,3,55,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,16,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200103701","03060402001037","03060402001",1,5867.81591796875,3,6,4,20,1,37,1,4,,3,15,5,2004,4,40,6,25,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,15,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200105501","03060402001055","03060402001",1,5867.81591796875,3,6,4,20,1,55,1,8,,3,11,5,2004,2,20,4,45,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,11,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200107301","03060402001073","03060402001",1,5867.81591796875,3,6,4,20,1,73,1,4,,3,18,5,2004,1,45,3,30,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,18,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200109101","03060402001091","03060402001",1,5867.81591796875,3,6,4,20,1,91,1,8,,3,17,5,2004,5,30,7,5,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,17,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200110901","03060402001109","03060402001",1,5867.81591796875,3,6,4,20,1,109,1,7,,3,10,5,2004,1,45,3,5,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,10,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200112701","03060402001127","03060402001",1,5867.81591796875,3,6,4,20,1,127,1,3,,3,11,5,2004,3,20,4,15,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,11,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200114501","03060402001145","03060402001",1,5867.81591796875,3,6,4,20,1,145,1,7,,3,12,5,2004,3,35,5,5,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,12,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306040200116301","03060402001163","03060402001",1,5867.81591796875,3,6,4,20,1,163,1,8,,3,13,5,2004,1,30,2,25,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,13,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306060210300401","03060602103004","03060602103",1,6681.53955078125,3,6,6,21,3,4,1,1,,2,24,5,2004,2,0,2,15,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,24,5,2004,,8,6,2004,,,,,,2,8,2004,,,,,,,,,,24,9,2004,1,,1.20000004768372
"0306060210302201","03060602103022","03060602103",1,6681.53955078125,3,6,6,21,3,22,1,3,,3,24,5,2004,2,0,3,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,24,5,2004,,8,6,2004,,,,,,2,8,2004,,,,,,,,,,24,9,2004,1,,1.20000004768372
"0306060210304101","03060602103041","03060602103",1,6681.53955078125,3,6,6,21,3,41,1,5,,3,12,5,2004,9,0,10,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,12,5,2004,,26,5,2004,,,,,,2,8,2004,,,,,,,,,,23,9,2004,1,,1.20000004768372
"0306060210305901","03060602103059","03060602103",1,6681.53955078125,3,6,6,21,3,59,1,8,,3,8,5,2004,5,30,7,10,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,8,5,2004,,18,5,2004,,,,,,2,8,2004,,,,,,,,,,23,9,2004,1,,1.20000004768372
"0306060210307701","03060602103077","03060602103",1,6681.53955078125,3,6,6,21,3,77,1,6,,3,24,5,2004,4,0,6,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,20,5,2004,,22,5,2004,,,,,,,,,,,,,,,,,,24,9,2004,1,,1.20000004768372
"0306060210309701","03060602103097","03060602103",1,6681.53955078125,3,6,6,21,3,97,1,2,,3,15,5,2004,6,0,7,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,16,5,2004,,23,5,2004,,,,,,2,8,2004,,,,,,,,,,23,9,2004,1,,1.20000004768372
"0306060210311701","03060602103117","03060602103",1,6681.53955078125,3,6,6,21,3,117,1,10,,3,24,5,2004,2,0,3,30,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,24,5,2004,,22,5,2004,,,,,,2,8,2004,,,,,,,,,,24,9,2004,1,,1.20000004768372
"0306060210313501","03060602103135","03060602103",1,6681.53955078125,3,6,6,21,3,135,1,8,,3,13,5,2004,8,0,9,30,,,,,,,,,,,,,,,16,5,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,24,5,2004,,25,5,2004,,,,,,2,8,2004,,,,,,,,,,23,9,2004,1,,1.20000004768372
"0306060210315401","03060602103154","03060602103",1,6681.53955078125,3,6,6,21,3,154,1,4,,3,23,5,2004,3,0,3,40,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,23,5,2004,,8,6,2004,,,,,,,,,,,,,,,,,,24,9,2004,1,,1.20000004768372
"0306060210317201","03060602103172","03060602103",1,6681.53955078125,3,6,6,21,3,172,1,5,,3,21,5,2004,3,10,5,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,21,5,2004,,22,5,2004,,,,,,2,8,2004,,,,,,,,,,24,9,2004,1,,1.20000004768372
"0306090180700401","03060901807004","03060901807",1,7929.958984375,3,6,9,18,7,4,1,6,,3,9,5,2004,3,0,4,50,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,9,5,2004,,11,6,2004,,,,,,2,8,2004,,,,,,16,9,2004,,18,9,2004,1,,1.20000004768372
"0306090180701901","03060901807019","03060901807",1,7929.958984375,3,6,9,18,7,19,1,7,,3,2,5,2004,6,0,7,20,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,12,5,2004,,11,6,2004,,,,,,2,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306090180704301","03060901807043","03060901807",1,7929.958984375,3,6,9,18,7,43,1,4,4,3,8,5,2004,4,20,5,55,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,8,5,2004,,11,6,2004,,,,,,2,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306090180706501","03060901807065","03060901807",1,7929.958984375,3,6,9,18,7,65,1,3,,3,9,5,2004,8,25,9,30,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,9,5,2004,,11,6,2004,,,,,,2,8,2004,,,,,,15,9,2004,,18,9,2004,1,,1.20000004768372
"0306090180708101","03060901807081","03060901807",1,7929.958984375,3,6,9,18,7,81,1,5,,3,16,5,2004,3,0,4,30,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,16,5,2004,,11,6,2004,,,,,,2,8,2004,,,,,,17,9,2004,,27,9,2004,1,,1.20000004768372
"0306090180709601","03060901807096","03060901807",1,7929.958984375,3,6,9,18,7,96,1,6,,3,24,5,2004,7,20,9,10,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,24,5,2004,,11,6,2004,,,,,,2,8,2004,,,,,,17,9,2004,,27,9,2004,1,,1.20000004768372
"0306090180711301","03060901807113","03060901807",1,7929.958984375,3,6,9,18,7,113,1,3,,3,24,5,2004,3,20,5,30,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,24,5,2004,,12,6,2004,,,,,,2,8,2004,,,,,,17,9,2004,,27,9,2004,1,,1.20000004768372
"0306090180712801","03060901807128","03060901807",1,7929.958984375,3,6,9,18,7,128,1,7,,3,29,5,2004,9,25,10,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,29,5,2004,,12,6,2004,,,,,,2,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306090180714301","03060901807143","03060901807",1,7929.958984375,3,6,9,18,7,143,1,4,,3,18,5,2004,5,35,7,20,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,18,5,2004,,12,6,2004,,,,,,2,8,2004,,,,,,17,9,2004,,27,9,2004,1,,1.20000004768372
"0306090180715901","03060901807159","03060901807",1,7929.958984375,3,6,9,18,7,159,1,4,,3,12,5,2004,3,0,5,20,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,12,5,2004,,12,6,2004,,,,,,2,8,2004,,,,,,17,9,2004,,18,9,2004,1,,1.20000004768372
"0306110220700301","03061102207003","03061102207",1,8680.4580078125,3,6,11,22,7,3,1,8,,3,18,5,2004,2,20,3,50,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,18,5,2004,,11,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,17,9,2004,1,,1.20000004768372
"0306110220701301","03061102207013","03061102207",1,8680.4580078125,3,6,11,22,7,13,1,6,,3,19,5,2004,2,30,4,40,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,19,5,2004,,11,5,2004,,,,,,1,8,2004,,,,,,15,9,2004,,17,9,2004,1,,1.20000004768372
"0306110220701801","03061102207018","03061102207",1,8680.4580078125,3,6,11,22,7,18,1,7,,3,20,5,2004,2,0,3,50,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,20,5,2004,,12,6,2004,,,,,,1,8,2004,,,,,,16,9,2004,,17,9,2004,1,,1.20000004768372
"0306110220703301","03061102207033","03061102207",1,8680.4580078125,3,6,11,22,7,33,1,4,,3,16,5,2004,2,0,3,10,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,16,5,2004,,11,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,17,9,2004,1,,1.20000004768372
"0306110220704801","03061102207048","03061102207",1,8680.4580078125,3,6,11,22,7,48,1,2,,1,18,5,2004,7,40,9,50,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,18,5,2004,,11,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,17,9,2004,1,,1.20000004768372
"0306110220706301","03061102207063","03061102207",1,8680.4580078125,3,6,11,22,7,63,1,5,,3,17,5,2004,7,10,8,40,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,17,5,2004,,11,6,2004,,,,,,1,8,2004,,,,,,16,9,2004,,17,9,2004,1,,1.20000004768372
"0306110220709301","03061102207093","03061102207",1,8680.4580078125,3,6,11,22,7,93,1,3,,3,20,5,2004,2,40,5,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,20,5,2004,,11,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,17,9,2004,1,,1.20000004768372
"0306110220710801","03061102207108","03061102207",1,8680.4580078125,3,6,11,22,7,108,1,2,,1,20,5,2004,7,30,9,10,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,20,5,2004,,11,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,17,9,2004,1,,1.20000004768372
"0306110220712301","03061102207123","03061102207",1,507.629119873047,3,6,11,22,7,123,1,2,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,15,5,2004,,11,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,17,9,2004,7,,1.20000004768372
"0306110220712401","03061102207124","03061102207",1,8680.4580078125,3,6,11,22,7,124,1,7,,3,17,5,2004,2,25,4,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,17,5,2004,,11,6,2004,,,,,,1,8,2004,,,,,,17,9,2004,,17,9,2004,1,,1.20000004768372
"0306110220713901","03061102207139","03061102207",1,8680.4580078125,3,6,11,22,7,139,1,7,,3,20,5,2004,7,30,9,0,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,20,5,2004,,8,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,17,9,2004,1,,1.20000004768372
"0306140010501201","03061400105012","03061400105",0,1561.55029296875,3,6,14,1,5,12,1,2,,2,27,5,2004,2,35,3,13,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,28,5,2004,,10,6,2004,,,,,,1,8,2004,,,,,,15,9,2004,,17,9,2004,1,,1.20000004768372
"0306160120700101","03061601207001","03061601207",1,6235.796875,3,6,16,12,7,1,1,6,,3,29,3,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,
"0306160120701301","03061601207013","03061601207",1,6235.796875,3,6,16,12,7,13,1,3,,3,3,4,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,
"0306160120701901","03061601207019","03061601207",1,6235.796875,3,6,16,12,7,19,1,4,,3,3,4,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,
"0306160120703701","03061601207037","03061601207",1,6235.796875,3,6,16,12,7,37,1,5,,3,3,4,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,
